Unnamed: 0,atletas.entrou_em_campo,atletas.nome,atletas.slug,atletas.preco_num,atletas.minimo_para_valorizar,atletas.atleta_id,atletas.variacao_num,atletas.pontos_num,atletas.rodada_id,atletas.apelido,atletas.posicao_id,atletas.clube_id,atletas.media_num,atletas.status_id,atletas.jogos_num,atletas.clube.id.full.name,atletas.apelido_abreviado,DS,FC,FD,FF,FS,I,A,CA,SG,DE,GS,CV,PP,V,FT,G,PC,DP,PS,GC,aproveitamento_visitante,aproveitamento_mandante,local,partida_data,placar_oficial_visitante,placar_oficial_mandante,partida_id,clube_visitante_posicao,clube_visitante_id,clube_casa_posicao,clube_casa_id,timestamp,campeonato_id,valida,mandante
460,True,Antonio Javier Galeano Ferreira,galeano,3.3,,108713,-0.14,1.1,3,Galeano,5,354,1.97,6,3,CEA,Galeano,1.0,2.0,3.0,,5.0,1.0,,1.0,,,,,,,,,,,,,46.67,6.67,Alfredo Jaconi,2025-04-12 16:00:00,1,2,333906,12,354,19,286,1744484400,26,True,False
461,True,Gonzalo Jordy Plata Jiménez,plata,5.6,,109096,-0.39,1.2,3,Plata,5,262,1.67,2,3,FLA,Plata,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,73.33,53.33,Arena do Grêmio,2025-04-13 17:30:00,2,0,333903,1,262,11,284,1744576200,26,True,False
465,False,Hugo Gonçalves Ferreira Neto,hugo,5.0,,109668,0.0,0.0,3,Hugo,2,287,0.0,6,0,VIT,Hugo,,,,,,,,,,,,,,,,,,,,,20.0,60.0,Mineirão,2025-04-13 20:30:00,2,2,333902,16,287,7,282,1744587000,26,True,False
468,False,Diego José Palacios Espinoza,palacios,4.0,,110260,0.0,0.0,3,Palacios,2,264,0.0,6,0,COR,Palacios,,,,,,,,,,,,,,,,,,,,,40.0,60.0,Arena Barueri,2025-04-12 18:30:00,0,2,333899,10,264,4,275,1744493400,26,True,False
469,True,José Andrés Martínez Torres,jose-martinez,4.25,,110311,-0.03,1.7,3,José Martínez,4,264,1.0,7,2,COR,J. Martínez,2.0,5.0,,,5.0,,,2.0,,,,,,,,,,,,,40.0,60.0,Arena Barueri,2025-04-12 18:30:00,0,2,333899,10,264,4,275,1744493400,26,True,False
470,False,Alexandro Ezequiel Bernabéi,bernabei,17.3,,110426,0.0,0.0,3,Bernabéi,2,285,13.5,7,2,INT,Bernabéi,8.0,4.0,1.0,,2.0,,2.0,1.0,1.0,,,,,,,,,,,,20.0,20.0,Castelão (CE),2025-04-13 20:00:00,0,0,333905,17,285,18,356,1744585200,26,True,False
472,True,Braian Aguirre Nahuel,aguirre,7.31,,110510,0.1,4.4,3,Aguirre,2,285,5.93,7,3,INT,Aguirre,6.0,4.0,,,,,,,2.0,,,,,,,,,,,,20.0,20.0,Castelão (CE),2025-04-13 20:00:00,0,0,333905,17,285,18,356,1744585200,26,True,False
474,False,Luiz Filipe dos Reis Silva,luiz-filipe,2.24,,110632,0.0,0.0,3,Luiz Filipe,5,2305,-0.6,6,1,MIR,L. Filipe,,2.0,,,,,,,,,,,,,,,,,,,66.67,66.67,Casa de Apostas Arena Fonte Nova,2025-04-13 16:00:00,1,1,333904,9,2305,5,265,1744570800,26,True,False
477,True,Renato Manuel Alves Paiva,renato-paiva,8.47,,110818,-0.6,2.89,3,Renato Paiva,6,263,6.0,7,3,BOT,R. Paiva,,,,,,,,,,,,,,1.0,,,,,,,73.33,46.67,Nabi Abi Chedid,2025-04-12 16:00:00,0,1,333901,8,263,3,280,1744484400,26,True,False
479,True,Rômulo Azevedo Simão,romulo,4.31,,111166,-0.6,-0.3,3,Rômulo,4,354,-0.15,6,2,CEA,Rômulo,,1.0,,,,,,,,,,,,,,,,,,,46.67,6.67,Alfredo Jaconi,2025-04-12 16:00:00,1,2,333906,12,354,19,286,1744484400,26,True,False
483,False,Renzo Azevedo Pimentel de Moura,renzo,3.0,,111465,0.0,0.0,3,Renzo,3,292,0.0,6,0,SPT,Renzo,,,,,,,,,,,,,,,,,,,,,6.67,46.67,São Januário,2025-04-12 21:00:00,1,3,333898,20,292,13,267,1744502400,26,True,False
484,False,Victor Gabriel da Conceição Ribeiro,victor-gabriel,4.0,,111466,0.0,0.0,3,Victor Gabriel,3,285,0.0,5,0,INT,V. Gabriel,,,,,,,,,,,,,,,,,,,,,20.0,20.0,Castelão (CE),2025-04-13 20:00:00,0,0,333905,17,285,18,356,1744585200,26,True,False
488,True,Anthoni Spier Souza,anthoni,5.71,,111683,0.75,6.3,3,Anthoni,1,285,4.73,7,3,INT,Anthoni,,,,,,,,,2.0,4.0,1.0,,,,,,,,,,20.0,20.0,Castelão (CE),2025-04-13 20:00:00,0,0,333905,17,285,18,356,1744585200,26,True,False
489,False,Matheus Cunha Queiroz,matheus-cunha,5.0,,111690,0.0,0.0,3,Matheus Cunha,1,262,0.0,6,0,FLA,M. Cunha,,,,,,,,,,,,,,,,,,,,,73.33,53.33,Arena do Grêmio,2025-04-13 17:30:00,2,0,333903,1,262,11,284,1744576200,26,True,False
492,True,Matheus Martins Silva dos Santos,matheus-martins,5.39,,111831,-0.04,2.0,3,Matheus Martins,5,263,1.75,6,2,BOT,M. Martins,1.0,,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,73.33,46.67,Nabi Abi Chedid,2025-04-12 16:00:00,0,1,333901,8,263,3,280,1744484400,26,True,False
493,True,João Victor Vieira Ferreira Sousa,joao-victor,0.87,,112060,-0.13,0.0,3,João Victor,5,354,0.0,6,1,CEA,J. Victor,,,,,,,,,,,,,,,,,,,,,46.67,6.67,Alfredo Jaconi,2025-04-12 16:00:00,1,2,333906,12,354,19,286,1744484400,26,True,False
495,True,Kaiki Bruno da Silva,kaiki-bruno,7.41,,112709,0.58,6.0,3,Kaiki Bruno,2,283,6.0,7,3,CRU,K. Bruno,8.0,6.0,,1.0,6.0,,1.0,1.0,,,,,,,,,,,,,73.33,26.67,Morumbis,2025-04-13 17:30:00,1,1,333900,2,283,14,276,1744576200,26,True,False
504,True,Marcus Vinícius Oliveira Alencar,marquinhos,4.76,,113158,-0.51,0.2,3,Marquinhos,5,283,0.47,6,3,CRU,Marquinhos,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,73.33,26.67,Morumbis,2025-04-13 17:30:00,1,1,333900,2,283,14,276,1744576200,26,True,False
507,True,Lenny Ivo Lobato Romanelli,lenny-lobato,3.46,,113462,-0.13,0.8,3,Lenny Lobato,5,292,1.17,6,3,SPT,L. Lobato,1.0,2.0,,2.0,2.0,,,,,,,,,,,,,,,,6.67,46.67,São Januário,2025-04-12 21:00:00,1,3,333898,20,292,13,267,1744502400,26,True,False
508,True,Eduardo Santos Queiroz,du-queiroz,2.95,,113687,0.5,3.2,3,Du Queiroz,4,292,0.63,7,3,SPT,D. Queiroz,2.0,3.0,,1.0,,,,,,,,,,,,,1.0,,,,6.67,46.67,São Januário,2025-04-12 21:00:00,1,3,333898,20,292,13,267,1744502400,26,True,False
509,False,Diógenes Vinícius da Silva,diogenes,2.0,,113690,0.0,0.0,3,Diógenes,1,277,0.0,6,0,SAN,Diógenes,,,,,,,,,,,,,,,,,,,,,46.67,66.67,Maracanã,2025-04-13 19:30:00,0,1,333897,15,277,6,266,1744583400,26,True,False
511,False,Mateo Gamarra González,gamarra,4.83,,114334,0.0,0.0,3,Gamarra,3,283,2.35,6,2,CRU,Gamarra,4.0,1.0,,,,,,,,,,,,,,,1.0,,,,73.33,26.67,Morumbis,2025-04-13 17:30:00,1,1,333900,2,283,14,276,1744576200,26,True,False
512,False,Cleiton Santana dos Santos,cleiton,3.0,,114790,0.0,0.0,3,Cleiton,3,262,0.0,6,0,FLA,Cleiton,,,,,,,,,,,,,,,,,,,,,73.33,53.33,Arena do Grêmio,2025-04-13 17:30:00,2,0,333903,1,262,11,284,1744576200,26,True,False
514,False,Miguel Àngel Terceros,miguelito,3.0,,115025,0.0,0.0,3,Miguelito,4,277,0.0,6,0,SAN,Miguelito,,,,,,,,,,,,,,,,,,,,,46.67,66.67,Maracanã,2025-04-13 19:30:00,0,1,333897,15,277,6,266,1744583400,26,True,False
516,True,Wesley Vinícius França Lima,wesley,10.08,,115239,0.54,6.2,3,Wesley,2,262,4.2,7,3,FLA,Wesley,5.0,6.0,,,4.0,1.0,,,1.0,,,,,,,,,,,,73.33,53.33,Arena do Grêmio,2025-04-13 17:30:00,2,0,333903,1,262,11,284,1744576200,26,True,False
520,False,Rwan Philipe Rodrigues de Souza Cruz,rwan-cruz,4.0,,115404,0.0,0.0,3,Rwan Cruz,5,263,0.0,6,0,BOT,R. Cruz,,,,,,,,,,,,,,,,,,,,,73.33,46.67,Nabi Abi Chedid,2025-04-12 16:00:00,0,1,333901,8,263,3,280,1744484400,26,True,False
521,False,Marcos Victor Ferreira da Silva,marcos-victor,3.0,,115537,0.0,0.0,3,Marcos Victor,3,354,0.0,6,0,CEA,M. Victor,,,,,,,,,,,,,,,,,,,,,46.67,6.67,Alfredo Jaconi,2025-04-12 16:00:00,1,2,333906,12,354,19,286,1744484400,26,True,False
522,False,Rodrigo Henrique Santos de Souza,rodriguinho,3.12,,115563,0.0,0.0,3,Rodriguinho,4,283,-0.6,6,1,CRU,Rodriguinho,,2.0,,,,,,,,,,,,,,,,,,,73.33,26.67,Morumbis,2025-04-13 17:30:00,1,1,333900,2,283,14,276,1744576200,26,True,False
526,False,Everton Gustavo Fernandes Araújo,evertton-araujo,3.34,,115914,0.0,0.0,3,Evertton Araújo,4,262,0.0,6,1,FLA,E. Araújo,,,,,,,,,,,,,,,,,,,,,73.33,53.33,Arena do Grêmio,2025-04-13 17:30:00,2,0,333903,1,262,11,284,1744576200,26,True,False
527,True,Leanderson da Silva Genésio,lele,3.95,,115915,-0.05,1.3,3,Lelê,5,354,1.3,6,1,CEA,Lelê,,,,1.0,1.0,,,,,,,,,,,,,,,,46.67,6.67,Alfredo Jaconi,2025-04-12 16:00:00,1,2,333906,12,354,19,286,1744484400,26,True,False
528,False,Matheus Gonçalves Martins,matheus-goncalves,4.39,,116012,0.0,0.0,3,Matheus Gonçalves,4,262,3.2,6,1,FLA,M. Gonçalves,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,73.33,53.33,Arena do Grêmio,2025-04-13 17:30:00,2,0,333903,1,262,11,284,1744576200,26,True,False
530,True,Luís Eduardo Soares da Silva,cuiabano,8.79,,116065,-1.32,1.0,3,Cuiabano,2,263,5.8,6,3,BOT,Cuiabano,1.0,2.0,,,3.0,,1.0,,2.0,,,,,,,,,,,,73.33,46.67,Nabi Abi Chedid,2025-04-12 16:00:00,0,1,333901,8,263,3,280,1744484400,26,True,False
531,False,Gustavo Henrique Lacerda Ferreira,gustavo-lacerda,2.0,,116104,0.0,0.0,3,Gustavo Lacerda,1,2305,0.0,6,0,MIR,G. Lacerda,,,,,,,,,,,,,,,,,,,,,66.67,66.67,Casa de Apostas Arena Fonte Nova,2025-04-13 16:00:00,1,1,333904,9,2305,5,265,1744570800,26,True,False
533,True,Jamerson Santos de Jesus,jamerson,6.24,,116461,0.82,5.5,3,Jamerson,2,287,4.93,7,3,VIT,Jamerson,6.0,2.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,20.0,60.0,Mineirão,2025-04-13 20:30:00,2,2,333902,16,287,7,282,1744587000,26,True,False
535,False,Gabriel Knesowitsch,gabriel-knesowitsch,2.0,,117061,0.0,0.0,3,Gabriel Knesowitsch,3,2305,0.0,6,0,MIR,G. Knesowitsch,,,,,,,,,,,,,,,,,,,,,66.67,66.67,Casa de Apostas Arena Fonte Nova,2025-04-13 16:00:00,1,1,333904,9,2305,5,265,1744570800,26,True,False
538,False,Otávio Eleodoro Rezende Costa,otavio,1.0,,117404,0.0,0.0,3,Otávio,1,283,0.0,6,0,CRU,Otávio,,,,,,,,,,,,,,,,,,,,,73.33,26.67,Morumbis,2025-04-13 17:30:00,1,1,333900,2,283,14,276,1744576200,26,True,False
539,False,Leonardo Mana Hernandes,leo-mana,2.45,,117459,0.0,0.0,3,Léo Maná,2,264,0.0,6,1,COR,L. Maná,,,,,,,,,,,,,,,,,,,,,40.0,60.0,Arena Barueri,2025-04-12 18:30:00,0,2,333899,10,264,4,275,1744493400,26,True,False
540,False,Rodrigo Garro,garro,23.0,,117632,0.0,0.0,3,Garro,4,264,0.0,5,0,COR,Garro,,,,,,,,,,,,,,,,,,,,,40.0,60.0,Arena Barueri,2025-04-12 18:30:00,0,2,333899,10,264,4,275,1744493400,26,True,False
542,False,Giovane Santana do Nascimento,giovane,4.0,,117849,0.0,0.0,3,Giovane,5,264,0.0,6,0,COR,Giovane,,,,,,,,,,,,,,,,,,,,,40.0,60.0,Arena Barueri,2025-04-12 18:30:00,0,2,333899,10,264,4,275,1744493400,26,True,False
543,True,Breno de Souza Bidon,breno-bidon,9.32,,117910,-0.18,3.0,3,Breno Bidon,4,264,6.43,2,3,COR,B. Bidon,7.0,13.0,2.0,1.0,11.0,,1.0,1.0,,,,,,,,,,,,,40.0,60.0,Arena Barueri,2025-04-12 18:30:00,0,2,333899,10,264,4,275,1744493400,26,True,False
545,False,Iago Teodoro da Silva Nogueira,iago,2.0,,118090,0.0,0.0,3,Iago,3,262,0.0,6,0,FLA,Iago,,,,,,,,,,,,,,,,,,,,,73.33,53.33,Arena do Grêmio,2025-04-13 17:30:00,2,0,333903,1,262,11,284,1744576200,26,True,False
548,False,Kevyson Costa e Silva,kevyson,2.0,,118701,0.0,0.0,3,Kevyson,2,277,0.0,6,0,SAN,Kevyson,,,,,,,,,,,,,,,,,,,,,46.67,66.67,Maracanã,2025-04-13 19:30:00,0,1,333897,15,277,6,266,1744583400,26,True,False
550,True,Jair Paula da Cunha Filho,jair,7.39,,118758,-0.69,1.7,3,Jair,3,263,5.23,7,3,BOT,Jair,2.0,2.0,,1.0,5.0,,,,2.0,,,,,,,,,,,,73.33,46.67,Nabi Abi Chedid,2025-04-12 16:00:00,0,1,333901,8,263,3,280,1744484400,26,True,False
551,True,Lautaro Ariel Díaz,lautaro-diaz,4.79,,118775,-0.64,0.0,3,Lautaro Díaz,5,283,0.6,6,2,CRU,L. Díaz,,,1.0,,,,,,,,,,,,,,,,,,73.33,26.67,Morumbis,2025-04-13 17:30:00,1,1,333900,2,283,14,276,1744576200,26,True,False
553,True,Arthur Sousa Araújo,arthur-sousa,2.12,,120856,-0.19,0.2,3,Arthur Sousa,5,292,0.3,7,3,SPT,A. Sousa,,2.0,,,3.0,,,,,,,,,,,,,,,,6.67,46.67,São Januário,2025-04-12 21:00:00,1,3,333898,20,292,13,267,1744502400,26,True,False
557,False,Kauê Rodrigues Pessanha,kaue-rodrigues,3.0,,121827,0.0,0.0,3,Kauê Rodrigues,4,263,0.0,6,0,BOT,K. Rodrigues,,,,,,,,,,,,,,,,,,,,,73.33,46.67,Nabi Abi Chedid,2025-04-12 16:00:00,0,1,333901,8,263,3,280,1744484400,26,True,False
558,True,Janderson de Carvalho Costa,janderson,3.3,,121830,-0.51,-0.5,3,Janderson,5,287,0.17,7,3,VIT,Janderson,,3.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,20.0,60.0,Mineirão,2025-04-13 20:30:00,2,2,333902,16,287,7,282,1744587000,26,True,False
560,True,Cristian Renato Gonçalves Riquelme,cristian,4.38,,122302,0.65,4.4,3,Cristian,5,2305,6.25,2,2,MIR,Cristian,1.0,4.0,3.0,2.0,,,,1.0,,,,,,,,1.0,,,,,66.67,66.67,Casa de Apostas Arena Fonte Nova,2025-04-13 16:00:00,1,1,333904,9,2305,5,265,1744570800,26,True,False
561,False,Francisco Dyogo Bento Alves,dyogo-alves,3.0,,122318,0.0,0.0,3,Dyogo Alves,1,262,0.0,6,0,FLA,D. Alves,,,,,,,,,,,,,,,,,,,,,73.33,53.33,Arena do Grêmio,2025-04-13 17:30:00,2,0,333903,1,262,11,284,1744576200,26,True,False
562,False,Daniel dos Santos Sales,daniel-sales,2.0,,122320,0.0,0.0,3,Daniel Sales,2,262,0.0,6,0,FLA,D. Sales,,,,,,,,,,,,,,,,,,,,,73.33,53.33,Arena do Grêmio,2025-04-13 17:30:00,2,0,333903,1,262,11,284,1744576200,26,True,False
563,False,Lorran Lucas Pereira de Sousa,lorran,3.0,,122321,0.0,0.0,3,Lorran,4,262,0.0,6,0,FLA,Lorran,,,,,,,,,,,,,,,,,,,,,73.33,53.33,Arena do Grêmio,2025-04-13 17:30:00,2,0,333903,1,262,11,284,1744576200,26,True,False
565,False,Ryan Gustavo de Lima,ryan,4.0,,122396,0.0,0.0,3,Ryan,4,264,0.0,6,0,COR,Ryan,,,,,,,,,,,,,,,,,,,,,40.0,60.0,Arena Barueri,2025-04-12 18:30:00,0,2,333899,10,264,4,275,1744493400,26,True,False
566,False,Luis Fellipe Campos Dória,luisao,4.0,,122406,0.0,0.0,3,Luisão,3,277,0.0,6,0,SAN,Luisão,,,,,,,,,,,,,,,,,,,,,46.67,66.67,Maracanã,2025-04-13 19:30:00,0,1,333897,15,277,6,266,1744583400,26,True,False
567,False,Lucca Holanda Sampaio Tavares,lucca,3.0,,122420,0.0,0.0,3,Lucca,5,285,0.0,6,0,INT,Lucca,,,,,,,,,,,,,,,,,,,,,20.0,20.0,Castelão (CE),2025-04-13 20:00:00,0,0,333905,17,285,18,356,1744585200,26,True,False
571,False,Wallace Yan de Souza Barreto,wallace-yan,3.5,,122573,0.0,0.0,3,Wallace Yan,5,262,3.0,6,1,FLA,W. Yan,,,,2.0,3.0,1.0,,,,,,,,,,,,,,,73.33,53.33,Arena do Grêmio,2025-04-13 17:30:00,2,0,333903,1,262,11,284,1744576200,26,True,False
572,False,João Wellington Gadelha Melo de Oliveira,japa,3.0,,122660,0.0,0.0,3,Japa,4,283,0.0,6,0,CRU,Japa,,,,,,,,,,,,,,,,,,,,,73.33,26.67,Morumbis,2025-04-13 17:30:00,1,1,333900,2,283,14,276,1744576200,26,True,False
573,True,Lucas de Souza Cunha,lucas-cunha,4.6,,122755,-0.42,0.7,3,Lucas Cunha,3,292,2.85,7,2,SPT,L. Cunha,1.0,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,6.67,46.67,São Januário,2025-04-12 21:00:00,1,3,333898,20,292,13,267,1744502400,26,True,False
581,False,José Janderson da Silva Marques,janderson,1.0,,123649,0.0,0.0,3,Janderson,3,283,0.0,6,0,CRU,Janderson,,,,,,,,,,,,,,,,,,,,,73.33,26.67,Morumbis,2025-04-13 17:30:00,1,1,333900,2,283,14,276,1744576200,26,True,False
586,True,Pedro Miguel Marques da Costa Filipe,pepa,6.21,,123907,0.09,3.17,3,Pepa,6,292,4.17,7,3,SPT,Pepa,,,,,,,,,,,,,,,,,,,,,6.67,46.67,São Januário,2025-04-12 21:00:00,1,3,333898,20,292,13,267,1744502400,26,True,False
587,False,Fábio Soares dos Santos,fabio,3.0,,123960,0.0,0.0,3,Fábio,5,287,0.0,6,0,VIT,Fábio,,,,,,,,,,,,,,,,,,,,,20.0,60.0,Mineirão,2025-04-13 20:30:00,2,2,333902,16,287,7,282,1744587000,26,True,False
589,True,Deivid Washington de Souza Eugênio,deivid-washington,4.01,,124251,-0.49,0.1,3,Deivid Washington,5,277,0.37,6,3,SAN,D. Washington,,1.0,,,3.0,1.0,,,,,,,,,,,,,,,46.67,66.67,Maracanã,2025-04-13 19:30:00,0,1,333897,15,277,6,266,1744583400,26,True,False
590,False,Gustavo Prado Alves,gustavo-prado,3.0,,124271,0.0,0.0,3,Gustavo Prado,4,285,0.0,6,0,INT,G. Prado,,,,,,,,,,,,,,,,,,,,,20.0,20.0,Castelão (CE),2025-04-13 20:00:00,0,0,333905,17,285,18,356,1744585200,26,True,False
591,False,Gabriel Carvalho Teixeira,gabriel-carvalho,6.0,,124275,0.0,0.0,3,Gabriel Carvalho,4,285,0.0,6,0,INT,G. Carvalho,,,,,,,,,,,,,,,,,,,,,20.0,20.0,Castelão (CE),2025-04-13 20:00:00,0,0,333905,17,285,18,356,1744585200,26,True,False
592,False,Ricardo Mathias da Silva,ricardo-mathias,3.0,,124280,0.0,0.0,3,Ricardo Mathias,5,285,0.0,6,0,INT,R. Mathias,,,,,,,,,,,,,,,,,,,,,20.0,20.0,Castelão (CE),2025-04-13 20:00:00,0,0,333905,17,285,18,356,1744585200,26,True,False
593,False,Leonardo de Aragão Carvalho,leo-aragao,2.0,,124369,0.0,0.0,3,Léo Aragão,1,283,0.0,6,0,CRU,L. Aragão,,,,,,,,,,,,,,,,,,,,,73.33,26.67,Morumbis,2025-04-13 17:30:00,1,1,333900,2,283,14,276,1744576200,26,True,False
594,False,Wesley Santos Silva,wesley-santos,2.0,,124400,0.0,0.0,3,Wesley Santos,2,2305,0.0,6,0,MIR,W. Santos,,,,,,,,,,,,,,,,,,,,,66.67,66.67,Casa de Apostas Arena Fonte Nova,2025-04-13 16:00:00,1,1,333904,9,2305,5,265,1744570800,26,True,False
595,True,Mateo Ponte Costa,mateo-ponte,7.9,,124481,-1.31,0.0,3,Mateo Ponte,2,263,7.05,2,2,BOT,M. Ponte,1.0,1.0,,,,1.0,,,1.0,,,,,,,1.0,,,,,73.33,46.67,Nabi Abi Chedid,2025-04-12 16:00:00,0,1,333901,8,263,3,280,1744484400,26,True,False
600,False,Nathan Ribeiro Fernandes,nathan-fernandes,5.0,,124757,0.0,0.0,3,Nathan Fernandes,5,263,0.0,6,0,BOT,N. Fernandes,,,,,,,,,,,,,,,,,,,,,73.33,46.67,Nabi Abi Chedid,2025-04-12 16:00:00,0,1,333901,8,263,3,280,1744484400,26,True,False
601,False,Jonathan de Jesus Alves,jonathan-jesus,2.88,,124912,0.0,0.0,3,Jonathan Jesus,3,283,-3.6,7,1,CRU,J. Jesus,,2.0,,,,,,,,,,1.0,,,,,,,,,73.33,26.67,Morumbis,2025-04-13 17:30:00,1,1,333900,2,283,14,276,1744576200,26,True,False
604,False,João Pedro de Sousa Rodrigues,joao-pedro,3.62,,125488,0.0,0.0,3,João Pedro,3,264,1.0,6,1,COR,J. Pedro,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,40.0,60.0,Arena Barueri,2025-04-12 18:30:00,0,2,333899,10,264,4,275,1744493400,26,True,False
607,False,Álvaro Martín Barreal,barreal,7.94,,126471,0.0,0.0,3,Barreal,4,277,6.6,2,2,SAN,Barreal,2.0,,,1.0,3.0,1.0,,,,,,,,,,1.0,,,,,46.67,66.67,Maracanã,2025-04-13 19:30:00,0,1,333897,15,277,6,266,1744583400,26,True,False
608,False,Igor Caique Coronado,igor-coronado,6.6,,126900,0.0,0.0,3,Igor Coronado,4,264,1.75,2,2,COR,I. Coronado,2.0,,,,1.0,,,,,,,,,,,,,,,,40.0,60.0,Arena Barueri,2025-04-12 18:30:00,0,2,333899,10,264,4,275,1744493400,26,True,False
611,False,Rayan Lucas Marques de Souza,rayan-lucas,2.0,,128590,0.0,0.0,3,Rayan Lucas,4,262,0.0,6,0,FLA,R. Lucas,,,,,,,,,,,,,,,,,,,,,73.33,53.33,Arena do Grêmio,2025-04-13 17:30:00,2,0,333903,1,262,11,284,1744576200,26,True,False
613,False,Felipe Cardoso,felipe-cardoso,2.0,,129317,0.0,0.0,3,Felipe Cardoso,4,287,0.0,6,0,VIT,F. Cardoso,,,,,,,,,,,,,,,,,,,,,20.0,60.0,Mineirão,2025-04-13 20:30:00,2,2,333902,16,287,7,282,1744587000,26,True,False
615,False,João Victor Schlickmann Carbone,carbone,2.0,,130190,0.0,0.0,3,Carbone,2,262,0.0,6,0,FLA,Carbone,,,,,,,,,,,,,,,,,,,,,73.33,53.33,Arena do Grêmio,2025-04-13 17:30:00,2,0,333903,1,262,11,284,1744576200,26,True,False
617,False,Kauan Gabriel Cordeiro Lindes,kauan-lindes,1.0,,130265,0.0,0.0,3,Kauan Lindes,4,263,0.0,6,0,BOT,K. Lindes,,,,,,,,,,,,,,,,,,,,,73.33,46.67,Nabi Abi Chedid,2025-04-12 16:00:00,0,1,333901,8,263,3,280,1744484400,26,True,False
619,False,Guilherme Henrique Bernardineli Gomes,guilherme-gomes,2.0,,130382,0.0,0.0,3,Guilherme Gomes,4,262,0.0,6,0,FLA,G. Gomes,,,,,,,,,,,,,,,,,,,,,73.33,53.33,Arena do Grêmio,2025-04-13 17:30:00,2,0,333903,1,262,11,284,1744576200,26,True,False
620,True,Everton Leandro de Oliveira Santos,maceio,3.63,,130386,-0.61,0.0,3,Maceió,5,2305,1.73,6,3,MIR,Maceió,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,66.67,66.67,Casa de Apostas Arena Fonte Nova,2025-04-13 16:00:00,1,1,333904,9,2305,5,265,1744570800,26,True,False
625,False,Yarlen Faustino Augusto,yarlen,3.0,,131512,0.0,0.0,3,Yarlen,5,263,0.0,6,0,BOT,Yarlen,,,,,,,,,,,,,,,,,,,,,73.33,46.67,Nabi Abi Chedid,2025-04-12 16:00:00,0,1,333901,8,263,3,280,1744484400,26,True,False
626,False,João Pedro Chermont Crema,jp-chermont,5.49,,131516,0.0,0.0,3,JP Chermont,2,277,3.6,7,2,SAN,J. Chermont,7.0,8.0,,1.0,1.0,2.0,,2.0,,,,,,,,,,,,,46.67,66.67,Maracanã,2025-04-13 19:30:00,0,1,333897,15,277,6,266,1744583400,26,True,False
629,False,Felipe Longo Fernandes da Silva,felipe-longo,1.0,,131753,0.0,0.0,3,Felipe Longo,1,264,0.0,6,0,COR,F. Longo,,,,,,,,,,,,,,,,,,,,,40.0,60.0,Arena Barueri,2025-04-12 18:30:00,0,2,333899,10,264,4,275,1744493400,26,True,False
630,False,Vinicius Lima Serafim,serafim,2.0,,131757,0.0,0.0,3,Serafim,3,263,0.0,6,0,BOT,Serafim,,,,,,,,,,,,,,,,,,,,,73.33,46.67,Nabi Abi Chedid,2025-04-12 16:00:00,0,1,333901,8,263,3,280,1744484400,26,True,False
633,True,Silvio Alejandro Martínez,alejandro-martinez,4.93,,132301,-0.75,0.2,3,Alejandro Martínez,5,354,4.55,6,2,CEA,A. Martínez,2.0,2.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,46.67,6.67,Alfredo Jaconi,2025-04-12 16:00:00,1,2,333906,12,354,19,286,1744484400,26,True,False
634,True,Jemmes Bruno Ribeiro da Silva,jemmes,2.52,,132553,0.55,3.5,3,Jemmes,3,2305,1.87,7,3,MIR,Jemmes,4.0,5.0,,2.0,1.0,,,1.0,,,,,,,,,,,,,66.67,66.67,Casa de Apostas Arena Fonte Nova,2025-04-13 16:00:00,1,1,333904,9,2305,5,265,1744570800,26,True,False
636,False,Guilherme William Silva Inácio,gui-negao,2.0,,133543,0.0,0.0,3,Gui Negão,5,264,0.0,6,0,COR,G. Negão,,,,,,,,,,,,,,,,,,,,,40.0,60.0,Arena Barueri,2025-04-12 18:30:00,0,2,333899,10,264,4,275,1744493400,26,True,False
640,True,Luis Otávio Costa de Aquino,luis-otavio,2.13,,136306,1.13,3.4,3,Luis Otávio,4,285,3.4,6,1,INT,L. Otávio,2.0,2.0,,,2.0,,,,,,,,,,,,,,,,20.0,20.0,Castelão (CE),2025-04-13 20:00:00,0,0,333905,17,285,18,356,1744585200,26,True,False
641,False,Ogundana Shola Elijah,shola,1.0,,137089,0.0,0.0,3,Shola,5,262,0.0,6,0,FLA,Shola,,,,,,,,,,,,,,,,,,,,,73.33,53.33,Arena do Grêmio,2025-04-13 17:30:00,2,0,333903,1,262,11,284,1744576200,26,True,False
643,False,Micael de Barros Viturino,micael,1.0,,137375,0.0,0.0,3,Micael,5,292,0.0,6,0,SPT,Micael,,,,,,,,,,,,,,,,,,,,,6.67,46.67,São Januário,2025-04-12 21:00:00,1,3,333898,20,292,13,267,1744502400,26,True,False
