Unnamed: 0,atletas.entrou_em_campo,atletas.nome,atletas.slug,atletas.preco_num,atletas.minimo_para_valorizar,atletas.atleta_id,atletas.variacao_num,atletas.pontos_num,atletas.rodada_id,atletas.apelido,atletas.posicao_id,atletas.clube_id,atletas.media_num,atletas.status_id,atletas.jogos_num,atletas.clube.id.full.name,atletas.apelido_abreviado,DS,FC,FD,FF,FS,I,A,CA,SG,DE,GS,CV,PP,V,FT,G,PC,DP,PS,GC,aproveitamento_visitante,aproveitamento_mandante,local,partida_data,placar_oficial_visitante,placar_oficial_mandante,partida_id,clube_visitante_posicao,clube_visitante_id,clube_casa_posicao,clube_casa_id,timestamp,campeonato_id,valida,mandante
1,True,Fábio Deivson Lopes Maciel,fabio,11.27,,37656,0.12,6.3,3,Fábio,1,266,3.7,7,3,FLU,Fábio,,,,,,,,,1.0,7.0,3.0,,,,,,,,,,46.67,66.67,Maracanã,2025-04-13 19:30:00,0,1,333897,15,277,6,266,1744583400,26,True,True
2,True,Thiago Emiliano da Silva,thiago-silva,11.19,,37715,-0.12,5.2,3,Thiago Silva,3,266,2.67,5,3,FLU,T. Silva,,1.0,1.0,2.0,1.0,,,,1.0,,,,,,,,,,,,46.67,66.67,Maracanã,2025-04-13 19:30:00,0,1,333897,15,277,6,266,1744583400,26,True,True
3,False,Renato Soares de Oliveira Augusto,renato-augusto,7.0,,38398,0.0,0.0,3,Renato Augusto,4,266,0.0,6,0,FLU,R. Augusto,,,,,,,,,,,,,,,,,,,,,46.67,66.67,Maracanã,2025-04-13 19:30:00,0,1,333897,15,277,6,266,1744583400,26,True,True
4,False,Anderson Luis de Carvalho - Luiz,nene,4.53,,38913,0.0,0.0,3,Nenê,4,286,1.0,6,1,JUV,Nenê,,,,,2.0,,,,,,,,,,,,,,,,46.67,6.67,Alfredo Jaconi,2025-04-12 16:00:00,1,2,333906,12,354,19,286,1744484400,26,True,True
5,True,Givanildo Vieira de Souza,hulk,18.24,,39148,-0.85,5.5,3,Hulk,5,282,4.47,7,3,CAM,Hulk,,2.0,6.0,5.0,6.0,2.0,,,,,,,,,,,,,,,20.0,60.0,Mineirão,2025-04-13 20:30:00,2,2,333902,16,287,7,282,1744587000,26,True,True
6,False,Alan Steven Franco Palma,alan-franco,5.46,,39656,0.0,0.0,3,Alan Franco,4,282,0.95,5,2,CAM,A. Franco,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,20.0,60.0,Mineirão,2025-04-13 20:30:00,2,2,333902,16,287,7,282,1744587000,26,True,True
7,True,Renato Portaluppi,renato-gaucho,10.45,,41929,0.86,7.41,3,Renato Gaúcho,6,266,6.56,7,2,FLU,R. Gaúcho,,,,,,,,,,,,,,2.0,,,,,,,46.67,66.67,Maracanã,2025-04-13 19:30:00,0,1,333897,15,277,6,266,1744583400,26,True,True
10,True,Alexi Stival,cuca,9.85,,42411,-0.03,4.97,3,Cuca,6,282,5.1,7,3,CAM,Cuca,,,,,,,,,,,,,,,,,,,,,20.0,60.0,Mineirão,2025-04-13 20:30:00,2,2,333902,16,287,7,282,1744587000,26,True,True
13,False,Christian Chagas Tarouco,titi,5.88,,50353,0.0,0.0,3,Titi,3,356,5.45,7,2,FOR,Titi,4.0,2.0,,,1.0,,,,1.0,,,,,,,,,,,,20.0,20.0,Castelão (CE),2025-04-13 20:00:00,0,0,333905,17,285,18,356,1744585200,26,True,True
15,True,Everton Augusto de Barros Ribeiro,everton-ribeiro,8.12,,51772,-0.67,0.9,3,Everton Ribeiro,4,265,0.15,7,2,BAH,E. Ribeiro,2.0,4.0,,,3.0,,,,,,,1.0,,,,,,,,,66.67,66.67,Casa de Apostas Arena Fonte Nova,2025-04-13 16:00:00,1,1,333904,9,2305,5,265,1744570800,26,True,True
17,True,David Luiz Moreira Marinho,david-luiz,9.3,,52827,1.62,9.5,3,David Luiz,3,356,4.73,6,3,FOR,D. Luiz,3.0,2.0,,1.0,1.0,,,1.0,2.0,,,,,,,,,,,,20.0,20.0,Castelão (CE),2025-04-13 20:00:00,0,0,333905,17,285,18,356,1744585200,26,True,True
19,True,Alex Teixeira Santos,alex-teixeira,3.7,,60793,-0.07,1.4,3,Alex Teixeira,5,267,1.3,6,2,VAS,A. Teixeira,2.0,2.0,1.0,,,,,1.0,,,,,,,,,,,,,6.67,46.67,São Januário,2025-04-12 21:00:00,1,3,333898,20,292,13,267,1744502400,26,True,True
20,False,Josef de Souza Dias,souza,4.0,,60803,0.0,0.0,3,Souza,3,267,0.0,6,0,VAS,Souza,,,,,,,,,,,,,,,,,,,,,6.67,46.67,São Januário,2025-04-12 21:00:00,1,3,333898,20,292,13,267,1744502400,26,True,True
21,False,Gilberto Oliveira Souza Júnior,gilberto,6.0,,61188,0.0,0.0,3,Gilberto,5,286,0.0,5,0,JUV,Gilberto,,,,,,,,,,,,,,,,,,,,,46.67,6.67,Alfredo Jaconi,2025-04-12 16:00:00,1,2,333906,12,354,19,286,1744484400,26,True,True
23,True,Paulo Henrique Chagas de Lima,ganso,9.25,,62977,-1.23,0.0,3,Ganso,4,266,0.65,2,2,FLU,Ganso,,,,1.0,1.0,,,,,,,,,,,,,,,,46.67,66.67,Maracanã,2025-04-13 19:30:00,0,1,333897,15,277,6,266,1744583400,26,True,True
25,False,Marcos Luis Rocha Aquino,marcos-rocha,7.0,,63013,0.0,0.0,3,Marcos Rocha,2,275,0.0,2,0,PAL,M. Rocha,,,,,,,,,,,,,,,,,,,,,40.0,60.0,Arena Barueri,2025-04-12 18:30:00,0,2,333899,10,264,4,275,1744493400,26,True,True
26,False,Alan Luciano Ruschel,alan-ruschel,6.58,,63110,0.0,0.0,3,Alan Ruschel,2,286,5.55,7,2,JUV,A. Ruschel,4.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,46.67,6.67,Alfredo Jaconi,2025-04-12 16:00:00,1,2,333906,12,354,19,286,1744484400,26,True,True
27,True,Edenílson Andrade dos Santos,edenilson,5.78,,63289,-0.91,-1.3,3,Edenílson,4,284,2.47,7,3,GRE,Edenílson,,3.0,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,73.33,53.33,Arena do Grêmio,2025-04-13 17:30:00,2,0,333903,1,262,11,284,1744576200,26,True,True
30,False,Oscar dos Santos Emboaba Júnior,oscar,20.0,,68811,0.0,0.0,3,Oscar,4,276,0.0,5,0,SAO,Oscar,,,,,,,,,,,,,,,,,,,,,73.33,26.67,Morumbis,2025-04-13 17:30:00,1,1,333900,2,283,14,276,1744576200,26,True,True
31,False,Marcelo Lomba do Nascimento,marcelo-lomba,7.0,,68872,0.0,0.0,3,Marcelo Lomba,1,275,0.0,6,0,PAL,M. Lomba,,,,,,,,,,,,,,,,,,,,,40.0,60.0,Arena Barueri,2025-04-12 18:30:00,0,2,333899,10,264,4,275,1744493400,26,True,True
32,True,Philippe Coutinho Correia,philippe-coutinho,13.23,,68899,0.55,7.0,3,Philippe Coutinho,4,267,5.25,6,2,VAS,P. Coutinho,,1.0,2.0,3.0,2.0,,1.0,,,,,,,,,,,,,,6.67,46.67,São Januário,2025-04-12 21:00:00,1,3,333898,20,292,13,267,1744502400,26,True,True
35,True,Rafael Pires Monteiro,rafael,11.83,,68928,-1.78,0.8,3,Rafael,1,276,7.4,7,3,SAO,Rafael,,,,,3.0,,,,2.0,9.0,1.0,,,,,,,,,,73.33,26.67,Morumbis,2025-04-13 17:30:00,1,1,333900,2,283,14,276,1744576200,26,True,True
36,True,Mário Sérgio Santos Costa,marinho,7.78,,68952,-0.59,1.4,3,Marinho,5,356,3.3,7,2,FOR,Marinho,,3.0,,1.0,4.0,3.0,1.0,,,,,,,,,,,,,,20.0,20.0,Castelão (CE),2025-04-13 20:00:00,0,0,333905,17,285,18,356,1744585200,26,True,True
37,True,Lucas Pacheco Affini,lucas-sasha,6.96,,68991,0.04,5.7,3,Lucas Sasha,4,356,6.97,7,3,FOR,L. Sasha,14.0,7.0,,,4.0,,,,,,,,,,,,,,,,20.0,20.0,Castelão (CE),2025-04-13 20:00:00,0,0,333905,17,285,18,356,1744585200,26,True,True
38,True,Willian José da Silva,willian-jose,9.0,,68996,-0.96,0.8,3,Willian José,5,265,1.5,6,2,BAH,W. José,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,66.67,66.67,Casa de Apostas Arena Fonte Nova,2025-04-13 16:00:00,1,1,333904,9,2305,5,265,1744570800,26,True,True
39,False,Manoel Messias Silva Carvalho,manoel,5.0,,69014,0.0,0.0,3,Manoel,3,266,0.0,6,0,FLU,Manoel,,,,,,,,,,,,,,,,,,,,,46.67,66.67,Maracanã,2025-04-13 19:30:00,0,1,333897,15,277,6,266,1744583400,26,True,True
40,False,Danilo Fernandes Batista,danilo-fernandes,4.0,,69051,0.0,0.0,3,Danilo Fernandes,1,265,0.0,6,0,BAH,D. Fernandes,,,,,,,,,,,,,,,,,,,,,66.67,66.67,Casa de Apostas Arena Fonte Nova,2025-04-13 16:00:00,1,1,333904,9,2305,5,265,1744570800,26,True,True
44,False,Lucas Rodrigues Moura da Silva,lucas-moura,5.0,,70164,0.0,0.0,3,Lucas Moura,4,276,0.0,6,0,SAO,L. Moura,,,,,,,,,,,,,,,,,,,,,73.33,26.67,Morumbis,2025-04-13 17:30:00,1,1,333900,2,283,14,276,1744576200,26,True,True
45,True,Luiz Gustavo de Almeida Pinto,gustavo,3.58,,70216,-0.42,0.3,3,Gustavo,1,286,0.3,7,1,JUV,Gustavo,,,,,,,,,,1.0,1.0,,,,,,,,,,46.67,6.67,Alfredo Jaconi,2025-04-12 16:00:00,1,2,333906,12,354,19,286,1744484400,26,True,True
47,True,Eduardo Colcenti Antunes,eduardo-sasha,8.89,,70360,1.95,10.7,3,Eduardo Sasha,5,280,4.27,7,3,RBB,E. Sasha,,1.0,3.0,,3.0,,,,,,,,,,,1.0,,,,,73.33,46.67,Nabi Abi Chedid,2025-04-12 16:00:00,0,1,333901,8,263,3,280,1744484400,26,True,True
49,True,Felipe Anderson Pereira Gomes,felipe-anderson,7.35,,70592,0.29,5.0,3,Felipe Anderson,4,275,2.57,7,3,PAL,F. Anderson,3.0,2.0,,1.0,,,,,,,,,,,1.0,,,,,,40.0,60.0,Arena Barueri,2025-04-12 18:30:00,0,2,333899,10,264,4,275,1744493400,26,True,True
51,True,Fábio Luiz Carille de Araújo,fabio-carille,8.82,,70696,1.1,7.8,3,Fábio Carille,6,267,5.93,6,3,VAS,F. Carille,,,,,,,,,,,,,,2.0,,,,,,,6.67,46.67,São Januário,2025-04-12 21:00:00,1,3,333898,20,292,13,267,1744502400,26,True,True
53,False,Diogo Barbosa Mendanha,diogo-barbosa,7.96,,70916,0.0,0.0,3,Diogo Barbosa,2,356,8.7,6,1,FOR,D. Barbosa,2.0,1.0,,,2.0,,,,1.0,,,,,,,,,,,,20.0,20.0,Castelão (CE),2025-04-13 20:00:00,0,0,333905,17,285,18,356,1744585200,26,True,True
55,True,Jean Carlos Vicente,jean-carlos,5.76,,70958,-0.24,1.5,3,Jean Carlos,4,286,1.5,6,1,JUV,J. Carlos,,,,2.0,,1.0,,,,,,,,,,,,,,,46.67,6.67,Alfredo Jaconi,2025-04-12 16:00:00,1,2,333906,12,354,19,286,1744484400,26,True,True
56,True,Florent Dimitri Payet,payet,8.7,,70984,0.04,4.7,3,Payet,4,267,5.23,6,3,VAS,Payet,2.0,2.0,,1.0,5.0,,2.0,,,,,,,,,,,,,,6.67,46.67,São Januário,2025-04-12 21:00:00,1,3,333898,20,292,13,267,1744502400,26,True,True
57,False,Luiz Gustavo Dias,luiz-gustavo,10.73,,71536,0.0,0.0,3,Luiz Gustavo,4,276,9.6,6,1,SAO,L. Gustavo,4.0,4.0,,1.0,2.0,,,,,,,,,,1.0,,,,,,73.33,26.67,Morumbis,2025-04-13 17:30:00,1,1,333900,2,283,14,276,1744576200,26,True,True
59,True,Weverton Pereira da Silva,weverton,8.73,,71631,1.24,7.6,3,Weverton,1,275,7.23,7,3,PAL,Weverton,,,,,4.0,,,1.0,2.0,9.0,1.0,,,,,,,,,,40.0,60.0,Arena Barueri,2025-04-12 18:30:00,0,2,333899,10,264,4,275,1744493400,26,True,True
61,True,Gustavo Raúl Gómez Portillo,gustavo-gomez,11.28,,71684,0.28,4.7,3,Gustavo Gómez,3,275,4.7,7,1,PAL,G. Gómez,,1.0,1.0,,,2.0,,1.0,1.0,,,,,,,,,,,,40.0,60.0,Arena Barueri,2025-04-12 18:30:00,0,2,333899,10,264,4,275,1744493400,26,True,True
62,True,Santiago Arias Naranjo,santiago-arias,7.38,,71701,-0.62,1.2,3,Santiago Arias,2,265,1.2,7,1,BAH,S. Arias,,,1.0,,,,,,,,,,,,,,,,,,66.67,66.67,Casa de Apostas Arena Fonte Nova,2025-04-13 16:00:00,1,1,333904,9,2305,5,265,1744570800,26,True,True
63,False,Gustavo Leonardo Cuellar Gallego,cuellar,6.0,,71709,0.0,0.0,3,Cuéllar,4,284,0.0,6,0,GRE,Cuéllar,,,,,,,,,,,,,,,,,,,,,73.33,53.33,Arena do Grêmio,2025-04-13 17:30:00,2,0,333903,1,262,11,284,1744576200,26,True,True
64,True,Tiago Luis Volpi,tiago-volpi,7.42,,72018,-0.66,0.6,3,Tiago Volpi,1,284,3.1,7,3,GRE,T. Volpi,,,,,,,,,,11.0,5.0,,,,,,,,,,73.33,53.33,Arena do Grêmio,2025-04-13 17:30:00,2,0,333903,1,262,11,284,1744576200,26,True,True
66,True,Everson Felipe Marques Pires,everson,10.12,,72294,-1.61,0.6,3,Everson,1,282,4.23,7,3,CAM,Everson,,,,,,,,,1.0,9.0,4.0,,,,,,,,,,20.0,60.0,Mineirão,2025-04-13 20:30:00,2,2,333902,16,287,7,282,1744587000,26,True,True
68,True,Bernard Anício Caldeira Duarte,bernard,5.17,,72460,-0.99,-0.8,3,Bernard,4,282,1.23,6,3,CAM,Bernard,3.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,20.0,60.0,Mineirão,2025-04-13 20:30:00,2,2,333902,16,287,7,282,1744587000,26,True,True
71,False,Vitor Hugo Franchescoli de Souza,vitor-hugo,5.0,,72605,0.0,0.0,3,Vitor Hugo,3,282,0.0,6,0,CAM,V. Hugo,,,,,,,,,,,,,,,,,,,,,20.0,60.0,Mineirão,2025-04-13 20:30:00,2,2,333902,16,287,7,282,1744587000,26,True,True
72,True,Wílker José Ángel Romero,wilker-angel,4.22,,72801,-0.78,-0.3,3,Wilker Ángel,3,286,-0.3,6,1,JUV,W. Ángel,,1.0,,,,,,,,,,,,,,,,,,,46.67,6.67,Alfredo Jaconi,2025-04-12 16:00:00,1,2,333906,12,354,19,286,1744484400,26,True,True
73,True,Gustavo Domingo Quinteros Desábato,gustavo-quinteros,7.12,,72864,0.39,4.25,3,Gustavo Quinteros,6,284,3.54,7,3,GRE,G. Quinteros,,,,,,,,,,,,,,1.0,,,,,,,73.33,53.33,Arena do Grêmio,2025-04-13 17:30:00,2,0,333903,1,262,11,284,1744576200,26,True,True
76,True,Samuel Xavier Brito,samuel-xavier,11.91,,73384,3.87,17.3,3,Samuel Xavier,2,266,9.4,7,2,FLU,S. Xavier,3.0,3.0,1.0,,2.0,,,,1.0,,,,,,,1.0,,,,,46.67,66.67,Maracanã,2025-04-13 19:30:00,0,1,333897,15,277,6,266,1744583400,26,True,True
80,True,Cédric Ricardo Alves Soares,cedric-soares,9.95,,77656,0.77,7.0,3,Cédric Soares,2,276,7.0,7,2,SAO,C. Soares,2.0,,,,2.0,,1.0,,1.0,,,,,,,,,,,,73.33,26.67,Morumbis,2025-04-13 17:30:00,1,1,333900,2,283,14,276,1744576200,26,True,True
83,True,Everaldo Stum,everaldo,3.86,,78117,-0.04,1.5,3,Everaldo,5,266,0.1,6,3,FLU,Everaldo,1.0,4.0,,,,,,,,,,,,,,,,,,,46.67,66.67,Maracanã,2025-04-13 19:30:00,0,1,333897,15,277,6,266,1744583400,26,True,True
85,True,Renê Rodrigues Martins,rene,7.27,,78445,0.98,6.7,3,Renê,2,266,4.7,7,3,FLU,Renê,6.0,3.0,,,2.0,,,,1.0,,,,,,,,,,,,46.67,66.67,Maracanã,2025-04-13 19:30:00,0,1,333897,15,277,6,266,1744583400,26,True,True
86,True,Gabriel Girotto Franco,gabriel,5.77,,78605,0.35,4.7,3,Gabriel,4,280,3.9,7,3,RBB,Gabriel,8.0,6.0,,,3.0,,,,,,,,,,,,,,,,73.33,46.67,Nabi Abi Chedid,2025-04-12 16:00:00,0,1,333901,8,263,3,280,1744484400,26,True,True
89,True,Thiago dos Santos,thiago-santos,6.38,,78855,1.38,5.5,3,Thiago Santos,3,266,5.5,2,1,FLU,T. Santos,,,,,1.0,,,,1.0,,,,,,,,,,,,46.67,66.67,Maracanã,2025-04-13 19:30:00,0,1,333897,15,277,6,266,1744583400,26,True,True
93,True,Germán Ezequiel Cano,cano,9.27,,79631,-0.6,1.7,3,Cano,5,266,1.4,7,3,FLU,Cano,,4.0,,5.0,5.0,1.0,,1.0,,,,,,,,,,,,,46.67,66.67,Maracanã,2025-04-13 19:30:00,0,1,333897,15,277,6,266,1744583400,26,True,True
97,True,Jadson Alves dos Santos,jadson,6.01,,80129,1.22,7.5,3,Jadson,4,286,3.2,7,3,JUV,Jadson,6.0,4.0,,1.0,4.0,,,1.0,,,,,,,,,,,,,46.67,6.67,Alfredo Jaconi,2025-04-12 16:00:00,1,2,333906,12,354,19,286,1744484400,26,True,True
98,True,Glaybson Yago Souza Lisboa,yago-pikachu,6.75,,80196,-0.9,0.1,3,Yago Pikachu,4,356,3.3,6,3,FOR,Y. Pikachu,5.0,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,20.0,20.0,Castelão (CE),2025-04-13 20:00:00,0,0,333905,17,285,18,356,1744585200,26,True,True
100,True,Luciano da Rocha Neves,luciano,8.79,,80287,-1.08,0.7,3,Luciano,5,276,1.97,7,3,SAO,Luciano,1.0,3.0,1.0,2.0,3.0,,,,,,,,,,,,,,1.0,,73.33,26.67,Morumbis,2025-04-13 17:30:00,1,1,333900,2,283,14,276,1744576200,26,True,True
101,True,Gilberto Moraes Júnior,gilberto,8.17,,80313,-0.47,2.2,3,Gilberto,2,265,6.03,6,3,BAH,Gilberto,7.0,4.0,,1.0,2.0,,,1.0,,,,,,,,1.0,,,,,66.67,66.67,Casa de Apostas Arena Fonte Nova,2025-04-13 16:00:00,1,1,333904,9,2305,5,265,1744570800,26,True,True
102,False,Guillermo Matías Fernández,pol-fernandez,6.88,,80544,0.0,0.0,3,Pol Fernández,4,356,2.15,6,2,FOR,P. Fernández,1.0,4.0,,,,,1.0,1.0,,,,,,,,,,,,,20.0,20.0,Castelão (CE),2025-04-13 20:00:00,0,0,333905,17,285,18,356,1744585200,26,True,True
103,True,Wendell Nascimento Borges,wendell,10.45,,80570,-1.42,0.2,3,Wendell,2,276,5.03,6,3,SAO,Wendell,2.0,3.0,,,6.0,,,,2.0,,,,,,,,,,,,73.33,26.67,Morumbis,2025-04-13 17:30:00,1,1,333900,2,283,14,276,1744576200,26,True,True
105,True,Jair Rodrigues Júnior,jair,5.32,,81091,-1.16,-0.5,3,Jair,4,267,1.77,6,3,VAS,Jair,4.0,4.0,,,5.0,,,2.0,,,,,,,,,,,,,6.67,46.67,São Januário,2025-04-12 21:00:00,1,3,333898,20,292,13,267,1744502400,26,True,True
107,False,Mayke Rocha de Oliveira,mayke,9.38,,81150,0.0,0.0,3,Mayke,2,275,8.1,5,1,PAL,Mayke,3.0,3.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,40.0,60.0,Arena Barueri,2025-04-12 18:30:00,0,2,333899,10,264,4,275,1744493400,26,True,True
109,True,Alisson Euler de Freitas Castro,alisson,5.98,,81845,-0.29,1.7,3,Alisson,4,276,1.33,7,3,SAO,Alisson,2.0,4.0,1.0,,4.0,,,1.0,,,,,,,,,,,,,73.33,26.67,Morumbis,2025-04-13 17:30:00,1,1,333900,2,283,14,276,1744576200,26,True,True
110,True,João Ricardo Riedi,joao-ricardo,11.0,,81881,0.34,6.3,3,João Ricardo,1,356,5.6,7,3,FOR,J. Ricardo,,,,,,,,,2.0,6.0,1.0,,,,,,,,,,20.0,20.0,Castelão (CE),2025-04-13 20:00:00,0,0,333905,17,285,18,356,1744585200,26,True,True
114,False,Otávio Henrique Passos Santos,otavio,7.0,,82463,0.0,0.0,3,Otávio,4,266,0.0,5,0,FLU,Otávio,,,,,,,,,,,,,,,,,,,,,46.67,66.67,Maracanã,2025-04-13 19:30:00,0,1,333897,15,277,6,266,1744583400,26,True,True
116,False,Guilherme de Jesus da Silva,tinga,9.99,,82628,0.0,0.0,3,Tinga,2,356,14.5,5,1,FOR,Tinga,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,20.0,20.0,Castelão (CE),2025-04-13 20:00:00,0,0,333905,17,285,18,356,1744585200,26,True,True
127,False,Eudes Ruan de Souza Carneiro,ruan-carneiro,1.0,,84094,0.0,0.0,3,Ruan Carneiro,1,286,0.0,6,0,JUV,R. Carneiro,,,,,,,,,,,,,,,,,,,,,46.67,6.67,Alfredo Jaconi,2025-04-12 16:00:00,1,2,333906,12,354,19,286,1744484400,26,True,True
128,True,Jemerson de Jesus Nascimento,jemerson,4.28,,84263,0.41,3.2,3,Jemerson,3,284,0.63,7,3,GRE,Jemerson,3.0,7.0,,,1.0,,,1.0,,,,,,,,,,,,,73.33,53.33,Arena do Grêmio,2025-04-13 17:30:00,2,0,333903,1,262,11,284,1744576200,26,True,True
132,False,Lucas Evangelista Santana de Oliveira,lucas-evangelista,7.41,,84674,0.0,0.0,3,Lucas Evangelista,4,275,3.15,5,2,PAL,L. Evangelista,2.0,3.0,1.0,,6.0,,,,,,,,,,,,,,,,40.0,60.0,Arena Barueri,2025-04-12 18:30:00,0,2,333899,10,264,4,275,1744493400,26,True,True
135,False,Marcos Felipe de Freitas Monteiro,marcos-felipe,6.0,,85004,0.0,0.0,3,Marcos Felipe,1,265,0.0,6,0,BAH,M. Felipe,,,,,,,,,,,,,,,,,,,,,66.67,66.67,Casa de Apostas Arena Fonte Nova,2025-04-13 16:00:00,1,1,333904,9,2305,5,265,1744570800,26,True,True
145,False,Victor Luis Chuab Zamblauskas,victor-luis,4.0,,86410,0.0,0.0,3,Victor Luis,2,267,0.0,6,0,VAS,V. Luis,,,,,,,,,,,,,,,,,,,,,6.67,46.67,São Januário,2025-04-12 21:00:00,1,3,333898,20,292,13,267,1744502400,26,True,True
146,True,Marcos da Silva França,keno,6.81,,86485,-0.44,1.9,3,Keno,5,266,2.6,6,3,FLU,Keno,1.0,2.0,1.0,4.0,5.0,,,,,,,,,,,,,,,,46.67,66.67,Maracanã,2025-04-13 19:30:00,0,1,333897,15,277,6,266,1744583400,26,True,True
147,False,Jandrei Chitolina Carniel,jandrei,5.0,,86508,0.0,0.0,3,Jandrei,1,276,0.0,6,0,SAO,Jandrei,,,,,,,,,,,,,,,,,,,,,73.33,26.67,Morumbis,2025-04-13 17:30:00,1,1,333900,2,283,14,276,1744576200,26,True,True
149,True,Danilo das Neves Pinheiro,tche-tche,5.23,,86686,0.03,2.5,3,Tchê Tchê,4,267,1.17,6,3,VAS,T. Tchê,1.0,,,,4.0,,,,,,,,,,,,,,,,6.67,46.67,São Januário,2025-04-12 21:00:00,1,3,333898,20,292,13,267,1744502400,26,True,True
151,True,Matheus Rossetto,matheus-rossetto,4.89,,86766,-0.11,1.5,3,Matheus Rossetto,4,356,1.5,6,1,FOR,M. Rossetto,1.0,,,,,,,,,,,,,,,,,,,,20.0,20.0,Castelão (CE),2025-04-13 20:00:00,0,0,333905,17,285,18,356,1744585200,26,True,True
153,True,Reginaldo Lopes de Jesus,reginaldo,3.68,,86820,-0.53,0.0,3,Reginaldo,2,286,2.5,6,2,JUV,Reginaldo,,,,,,,,,1.0,,,,,,,,,,,,46.67,6.67,Alfredo Jaconi,2025-04-12 16:00:00,1,2,333906,12,354,19,286,1744484400,26,True,True
154,True,José Welison da Silva,jose-welison,4.13,,86859,-0.63,0.0,3,José Welison,4,356,0.67,7,3,FOR,J. Welison,1.0,,,,1.0,,,,,,,,,,,,,,,,20.0,20.0,Castelão (CE),2025-04-13 20:00:00,0,0,333905,17,285,18,356,1744585200,26,True,True
156,True,Leonardo César Jardim,leo-jardim,7.33,,87008,-0.75,0.3,3,Léo Jardim,1,267,-0.37,6,3,VAS,L. Jardim,,,,,,,,,,3.0,5.0,,,,,,,,,,6.67,46.67,São Januário,2025-04-12 21:00:00,1,3,333898,20,292,13,267,1744502400,26,True,True
157,False,Nathan Allan de Souza,nathan,4.0,,87009,0.0,0.0,3,Nathan,4,284,0.0,6,0,GRE,Nathan,,,,,,,,,,,,,,,,,,,,,73.33,53.33,Arena do Grêmio,2025-04-13 17:30:00,2,0,333903,1,262,11,284,1744576200,26,True,True
158,True,Pedro Henrique Ribeiro Gonçalves,pedro-henrique,8.9,,87225,1.83,10.7,3,Pedro Henrique,3,280,6.13,7,3,RBB,P. Henrique,8.0,3.0,,1.0,3.0,,,,1.0,,,,,,,,,,,,73.33,46.67,Nabi Abi Chedid,2025-04-12 16:00:00,0,1,333901,8,263,3,280,1744484400,26,True,True
159,True,Guilherme Antonio Arana Lopes,guilherme-arana,10.39,,87228,-0.95,2.5,3,Guilherme Arana,2,282,4.37,5,3,CAM,G. Arana,3.0,3.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,1.0,,,,,,20.0,60.0,Mineirão,2025-04-13 20:30:00,2,2,333902,16,287,7,282,1744587000,26,True,True
162,False,Walter Kannemann,kannemann,5.0,,87342,0.0,0.0,3,Kannemann,3,284,0.0,6,0,GRE,Kannemann,,,,,,,,,,,,,,,,,,,,,73.33,53.33,Arena do Grêmio,2025-04-13 17:30:00,2,0,333903,1,262,11,284,1744576200,26,True,True
167,False,Paolo Mauricio Lemos Merladett,mauricio-lemos,5.43,,87853,0.0,0.0,3,Mauricio Lemos,3,267,1.5,5,1,VAS,M. Lemos,1.0,,,,,,,,,,,,,,,,,,,,6.67,46.67,São Januário,2025-04-12 21:00:00,1,3,333898,20,292,13,267,1744502400,26,True,True
169,True,Gustavo Henrique Furtado Scarpa,gustavo-scarpa,13.86,,87999,-0.98,2.8,3,Gustavo Scarpa,4,282,4.37,7,3,CAM,G. Scarpa,1.0,1.0,1.0,4.0,5.0,,1.0,,,,,,,,,,,,,,20.0,60.0,Mineirão,2025-04-13 20:30:00,2,2,333902,16,287,7,282,1744587000,26,True,True
172,True,Júnior Osmar Ignacio Alonso Mujica,junior-alonso,5.37,,88312,-0.87,0.8,3,Junior Alonso,3,282,2.77,7,3,CAM,J. Alonso,1.0,1.0,,2.0,1.0,,,,1.0,,,,,,,,,,,,20.0,60.0,Mineirão,2025-04-13 20:30:00,2,2,333902,16,287,7,282,1744587000,26,True,True
180,True,João Pedro Maturano dos Santos,joao-pedro,6.3,,89273,0.57,4.4,3,João Pedro,2,284,2.05,7,2,GRE,J. Pedro,3.0,1.0,,,,1.0,,,,,,,,,,,,,,,73.33,53.33,Arena do Grêmio,2025-04-13 17:30:00,2,0,333903,1,262,11,284,1744576200,26,True,True
183,True,Martin Christensen Braithwaite,braithwaite,17.09,,89368,-0.91,4.0,3,Braithwaite,5,284,4.0,7,1,GRE,Braithwaite,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,73.33,53.33,Arena do Grêmio,2025-04-13 17:30:00,2,0,333903,1,262,11,284,1744576200,26,True,True
184,False,Igor Rabello da Costa,igor-rabello,5.0,,89493,0.0,0.0,3,Igor Rabello,3,282,0.0,5,0,CAM,I. Rabello,,,,,,,,,,,,,,,,,,,,,20.0,60.0,Mineirão,2025-04-13 20:30:00,2,2,333902,16,287,7,282,1744587000,26,True,True
