Unnamed: 0,atletas.posicao_id,atletas.jogos_num,atletas.pontos_num,atletas.variacao_num,atletas.atleta_id,atletas.media_num,atletas.preco_num,atletas.rodada_id,atletas.apelido_abreviado,atletas.nome,atletas.slug,atletas.entrou_em_campo,atletas.apelido,atletas.minimo_para_valorizar,atletas.clube.id.full.name,atletas.clube_id,atletas.status_id,A,DS,FC,FD,FF,FS,G,I,CA,DE,GS,V,DP,SG,FT,PS,PC,CV,PP,GC,aproveitamento_visitante,aproveitamento_mandante,local,partida_data,placar_oficial_visitante,placar_oficial_mandante,partida_id,clube_visitante_posicao,clube_visitante_id,clube_casa_posicao,clube_casa_id,timestamp,campeonato_id,valida,mandante
164,4,5,0.0,0.0,87742,0.98,3.19,6,N. Moura,Antônio Francisco Moura Neto,neto-moura,False,Neto Moura,,MIR,2305,7,,4.0,7.0,,,2.0,,,,,,,,,,,,,,,60.0,66.67,Maião,2025-04-26 18:30:00,2,2,333971,7,282,9,2305,1745703000,26,True,True
165,4,3,1.6,-0.22,87747,2.27,5.26,6,Y. Felipe,Yago Felipe da Costa Rocha,yago-felipe,True,Yago Felipe,,MIR,2305,7,,2.0,1.0,,2.0,5.0,,,,,,,,,,,,,,,60.0,66.67,Maião,2025-04-26 18:30:00,2,2,333971,7,282,9,2305,1745703000,26,True,True
166,3,0,0.0,0.0,87808,0.0,3.0,6,P. Sampaio,Philipe Sampaio Azevedo,philipe-sampaio,False,Philipe Sampaio,,BOT,263,6,,,,,,,,,,,,,,,,,,,,,66.67,73.33,Nilton Santos (Engenhão),2025-04-26 21:00:00,0,2,333968,6,266,8,263,1745712000,26,True,True
168,4,5,19.2,2.59,87863,13.5,21.86,6,Arrascaeta,Giorgian Daniel de Arrascaeta Benedetti,arrascaeta,True,Arrascaeta,,FLA,262,7,3.0,2.0,1.0,,3.0,7.0,5.0,1.0,,,,,,,1.0,1.0,,,,,40.0,73.33,Maracanã,2025-04-27 16:00:00,0,4,333967,10,264,1,262,1745780400,26,True,True
170,3,0,0.0,0.0,88087,0.0,6.0,6,R. Menezes,Ramon Menezes Roma,ramon-menezes,False,Ramon Menezes,,CEA,354,6,,,,,,,,,,,,,,,,,,,,,26.67,46.67,Castelão (CE),2025-04-26 18:30:00,1,1,333975,14,276,12,354,1745703000,26,True,True
171,1,0,0.0,0.0,88136,0.0,4.0,6,Ivan,Ivan Quaresma da Silva,ivan,False,Ivan,,INT,285,6,,,,,,,,,,,,,,,,,,,,,6.67,20.0,Beira-Rio,2025-04-26 16:00:00,1,3,333973,19,286,17,285,1745694000,26,True,True
174,2,4,7.2,-0.03,88393,6.65,10.24,6,A. Lucas,Ayrton Lucas Dantas de Medeiros,ayrton-lucas,True,Ayrton Lucas,,FLA,262,2,,7.0,3.0,1.0,1.0,2.0,,,1.0,,,,,3.0,,,,,,,40.0,73.33,Maracanã,2025-04-27 16:00:00,0,4,333967,10,264,1,262,1745780400,26,True,True
175,2,1,1.1,-0.09,88423,1.1,4.91,6,Aderlan,Aderlan de Lima Silva,aderlan,True,Aderlan,,SAN,277,5,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,46.67,46.67,Vila Belmiro,2025-04-27 20:30:00,2,1,333970,3,280,15,277,1745796600,26,True,True
176,4,4,0.0,0.0,88479,-0.17,3.21,6,Walace,Walace Souza Silva,walace,False,Walace,,CRU,283,6,,1.0,4.0,,,,,,1.0,,,,,,,,,,,,46.67,73.33,Parque do Sabiá,2025-04-27 18:30:00,0,1,333972,13,267,2,283,1745789400,26,True,True
177,6,6,7.87,0.71,88963,6.2,9.92,6,L. Jardim,José Leonardo Nunes Alves Sousa Jardim,leonardo-jardim,True,Leonardo Jardim,,CRU,283,7,,,,,,,,,,,,3.0,,,,,,,,,46.67,73.33,Parque do Sabiá,2025-04-27 18:30:00,0,1,333972,13,267,2,283,1745789400,26,True,True
179,4,5,3.2,-0.71,89256,4.1,10.13,6,Gerson,Gerson Santos da Silva,gerson,True,Gerson,,FLA,262,7,1.0,3.0,3.0,4.0,2.0,11.0,,,,,,,,,,,,,,,40.0,73.33,Maracanã,2025-04-27 16:00:00,0,4,333967,10,264,1,262,1745780400,26,True,True
181,2,3,0.0,0.0,89275,12.17,17.38,6,William,Willian de Asevedo Furtado,william,False,William,,CRU,283,6,2.0,14.0,5.0,,2.0,3.0,,1.0,1.0,,,,,1.0,,,,,,,46.67,73.33,Parque do Sabiá,2025-04-27 18:30:00,0,1,333972,13,267,2,283,1745789400,26,True,True
182,4,0,0.0,0.0,89285,0.0,4.0,6,M. Sales,Matheus de Sales Cabral,matheus-sales,False,Matheus Sales,,MIR,2305,5,,,,,,,,,,,,,,,,,,,,,60.0,66.67,Maião,2025-04-26 18:30:00,2,2,333971,7,282,9,2305,1745703000,26,True,True
185,4,3,3.0,0.3,89637,0.9,4.6,6,T. Maia,Thiago Maia Alencar,thiago-maia,True,Thiago Maia,,INT,285,6,,2.0,1.0,,,,,,,,,,,,,,,,,,6.67,20.0,Beira-Rio,2025-04-26 16:00:00,1,3,333973,19,286,17,285,1745694000,26,True,True
186,5,6,1.2,-1.15,89695,3.0,5.18,6,I. Castilho,Iury Lirio Freitas de Castilho,iury-castilho,True,Iury Castilho,,MIR,2305,7,,2.0,5.0,1.0,1.0,16.0,1.0,5.0,1.0,,,,,,,,,,,,60.0,66.67,Maião,2025-04-26 18:30:00,2,2,333971,7,282,9,2305,1745703000,26,True,True
191,5,6,0.7,-0.3,90285,2.53,6.44,6,B. Henrique,Bruno Henrique Pinto,bruno-henrique,True,Bruno Henrique,,FLA,262,6,,1.0,4.0,1.0,5.0,4.0,1.0,3.0,,,,,,,,,,,,,40.0,73.33,Maracanã,2025-04-27 16:00:00,0,4,333967,10,264,1,262,1745780400,26,True,True
192,5,3,0.0,0.0,90307,3.9,5.76,6,Juninho,Olávio Vieira dos Santos Júnior,juninho,False,Juninho,,FLA,262,6,,2.0,4.0,2.0,2.0,,,1.0,,,,,,,2.0,,,,,,40.0,73.33,Maracanã,2025-04-27 16:00:00,0,4,333967,10,264,1,262,1745780400,26,True,True
196,4,5,0.6,-1.56,90703,7.68,11.86,6,Matheuzinho,Matheus Martins Fogaça de Paulo,matheuzinho,True,Matheuzinho,,VIT,287,7,,8.0,5.0,5.0,,14.0,2.0,1.0,1.0,,,,,,,,,,,,53.33,20.0,Barradão,2025-04-27 18:30:00,1,1,333974,11,284,16,287,1745789400,26,True,True
197,3,5,0.0,0.0,90768,2.94,7.49,6,F. Bruno,Fabrício Bruno Soares de Faria,fabricio-bruno,False,Fabrício Bruno,,CRU,283,7,,8.0,5.0,1.0,,2.0,,,3.0,,,,,1.0,,,,,,,46.67,73.33,Parque do Sabiá,2025-04-27 18:30:00,0,1,333972,13,267,2,283,1745789400,26,True,True
198,5,1,0.0,0.0,90917,1.5,4.02,6,C. Eduardo,Carlos Eduardo Ferreira de Souza,carlos-eduardo,False,Carlos Eduardo,,VIT,287,6,,1.0,,,,,,,,,,,,,,,,,,,53.33,20.0,Barradão,2025-04-27 18:30:00,1,1,333974,11,284,16,287,1745789400,26,True,True
199,3,6,2.7,0.36,90943,1.1,3.11,6,Z. Marcos,José Marcos Alves Luis,ze-marcos,True,Zé Marcos,,VIT,287,6,,4.0,3.0,,,3.0,,,,,,,,,,,,,,,53.33,20.0,Barradão,2025-04-27 18:30:00,1,1,333974,11,284,16,287,1745789400,26,True,True
201,5,2,0.0,0.0,91130,4.3,5.88,6,Fernandinho,Fernando José Marques Maciel,fernandinho,False,Fernandinho,,CEA,354,5,,4.0,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,26.67,46.67,Castelão (CE),2025-04-26 18:30:00,1,1,333975,14,276,12,354,1745703000,26,True,True
202,3,1,0.0,0.0,91203,0.8,2.9,6,Éder,Éder Ferreira Graminho,eder,False,Éder,,CEA,354,6,,,,,1.0,,,,,,,,,,,,,,,,26.67,46.67,Castelão (CE),2025-04-26 18:30:00,1,1,333975,14,276,12,354,1745703000,26,True,True
203,4,6,2.6,-0.38,91473,3.83,7.33,6,E. Pulgar,Erick Antonio Pulgar Farfán,erick-pulgar,True,Erick Pulgar,,FLA,262,7,,10.0,13.0,2.0,,7.0,1.0,,2.0,,,,,,,,,,,,40.0,73.33,Maracanã,2025-04-27 16:00:00,0,4,333967,10,264,1,262,1745780400,26,True,True
208,2,3,9.9,1.86,91639,7.57,8.92,6,I. Cariús,Igor Aquino da Silva,igor-carius,True,Igor Cariús,,SPT,292,6,,5.0,3.0,2.0,1.0,6.0,,1.0,,,,,,2.0,,,,,,,20.0,6.67,Ilha do Retiro,2025-04-26 20:00:00,0,0,333976,18,356,20,292,1745708400,26,True,True
211,1,6,6.3,1.02,91808,4.15,6.5,6,C. França,Caíque França Godoy,caique-franca,True,Caíque França,,SPT,292,7,,,,,,1.0,,,1.0,18.0,8.0,,,2.0,,,,,,,20.0,6.67,Ilha do Retiro,2025-04-26 20:00:00,0,0,333976,18,356,20,292,1745708400,26,True,True
212,3,6,2.2,0.09,91866,4.23,6.4,6,Z. Ivaldo,José Ivaldo Almeida Silva,ze-ivaldo,True,Zé Ivaldo,,SAN,277,7,,8.0,8.0,,5.0,2.0,1.0,2.0,2.0,,,,,1.0,,,,,,,46.67,46.67,Vila Belmiro,2025-04-27 20:30:00,2,1,333970,3,280,15,277,1745796600,26,True,True
216,3,1,0.0,0.0,92182,-1.3,3.63,6,Juninho,José Carlos Ferreira Júnior,juninho,False,Juninho,,INT,285,6,,,1.0,,,,,,1.0,,,,,,,,,,,,6.67,20.0,Beira-Rio,2025-04-26 16:00:00,1,3,333973,19,286,17,285,1745694000,26,True,True
219,5,0,0.0,0.0,92696,0.0,4.0,6,R. Kayzer,Renato Kayzer de Souza,renato-kayzer,False,Renato Kayzer,,VIT,287,6,,,,,,,,,,,,,,,,,,,,,53.33,20.0,Barradão,2025-04-27 18:30:00,1,1,333974,11,284,16,287,1745789400,26,True,True
221,5,0,0.0,0.0,92811,0.0,6.0,6,B. Rodrigues,Bruno Rafael Rodrigues do Nascimento,bruno-rodrigues,False,Bruno Rodrigues,,PAL,275,6,,,,,,,,,,,,,,,,,,,,,66.67,60.0,Allianz Parque,2025-04-27 18:30:00,1,0,333969,5,265,4,275,1745789400,26,True,True
222,5,6,7.6,0.57,92854,3.4,12.02,6,Borré,Rafael Santos Borré Maury,borre,True,Borré,,INT,285,6,,2.0,3.0,,2.0,2.0,2.0,3.0,,,,,,,,,,,,,6.67,20.0,Beira-Rio,2025-04-26 16:00:00,1,3,333973,19,286,17,285,1745694000,26,True,True
223,4,6,0.5,0.0,92981,0.97,3.26,6,Ronaldo,Ronaldo da Silva Souza Guerrero,ronaldo,True,Ronaldo,,INT,285,6,,6.0,11.0,1.0,,,,1.0,1.0,,,,,,,,,,,,6.67,20.0,Beira-Rio,2025-04-26 16:00:00,1,3,333973,19,286,17,285,1745694000,26,True,True
224,2,4,2.4,0.02,93236,1.73,3.77,6,R. Ramos,Rafael António Figueiredo Ramos,rafael-ramos,True,Rafael Ramos,,CEA,354,6,,6.0,8.0,,1.0,1.0,,,1.0,,,,,,,,,,,,26.67,46.67,Castelão (CE),2025-04-26 18:30:00,1,1,333975,14,276,12,354,1745703000,26,True,True
225,3,0,0.0,0.0,93372,0.0,5.0,6,J. Basso,João Othávio Basso,joao-basso,False,João Basso,,SAN,277,6,,,,,,,,,,,,,,,,,,,,,46.67,46.67,Vila Belmiro,2025-04-27 20:30:00,2,1,333970,3,280,15,277,1745796600,26,True,True
226,5,6,0.9,-0.19,93478,1.95,5.52,6,Wanderson,Wanderson Maciel Sousa Campos,wanderson,True,Wanderson,,CRU,283,7,,3.0,6.0,2.0,4.0,3.0,,1.0,1.0,,,,,,1.0,,,,,,46.67,73.33,Parque do Sabiá,2025-04-27 18:30:00,0,1,333972,13,267,2,283,1745789400,26,True,True
227,2,0,0.0,0.0,93637,0.0,4.0,6,B. Tubarão,Bruno Nunes de Barros,bruno-tubarao,False,Bruno Tubarão,,CEA,354,5,,,,,,,,,,,,,,,,,,,,,26.67,46.67,Castelão (CE),2025-04-26 18:30:00,1,1,333975,14,276,12,354,1745703000,26,True,True
229,4,6,2.4,-0.02,93790,0.87,5.22,6,M. Freitas,Marlon Rodrigues Freitas,marlon-freitas,True,Marlon Freitas,,BOT,263,7,,3.0,5.0,1.0,,4.0,,,1.0,,,,,,,,,,,,66.67,73.33,Nilton Santos (Engenhão),2025-04-26 21:00:00,0,2,333968,6,266,8,263,1745712000,26,True,True
230,1,0,0.0,0.0,93834,0.0,3.0,6,Keiller,Keiller da Silva Nunes,keiller,False,Keiller,,CEA,354,6,,,,,,,,,,,,,,,,,,,,,26.67,46.67,Castelão (CE),2025-04-26 18:30:00,1,1,333975,14,276,12,354,1745703000,26,True,True
234,1,6,6.3,0.25,94044,5.17,11.17,6,John,John Victor Maciel Furtado,john,True,John,,BOT,263,7,,1.0,,,,,,,1.0,15.0,4.0,,,3.0,,,,,,,66.67,73.33,Nilton Santos (Engenhão),2025-04-26 21:00:00,0,2,333968,6,266,8,263,1745712000,26,True,True
237,4,6,1.7,0.05,94156,1.75,4.51,6,D. Pituca,Diego Cristiano Evaristo,diego-pituca,True,Diego Pituca,,SAN,277,7,,1.0,2.0,,2.0,4.0,1.0,,2.0,,,,,,,,,,,,46.67,46.67,Vila Belmiro,2025-04-27 20:30:00,2,1,333970,3,280,15,277,1745796600,26,True,True
238,5,6,3.0,-1.13,94207,6.78,8.68,6,Guilherme,Guilherme Augusto Vieira dos Santos,guilherme,True,Guilherme,,SAN,277,7,,16.0,3.0,4.0,8.0,13.0,,1.0,,,,,,,,,,,,,46.67,46.67,Vila Belmiro,2025-04-27 20:30:00,2,1,333970,3,280,15,277,1745796600,26,True,True
240,4,2,0.0,0.0,94509,4.15,17.12,6,R. Veiga,Raphael Cavalcante Veiga,raphael-veiga,False,Raphael Veiga,,PAL,275,5,,2.0,3.0,2.0,1.0,4.0,,,,,,,,,,1.0,,,,,66.67,60.0,Allianz Parque,2025-04-27 18:30:00,1,0,333969,5,265,4,275,1745789400,26,True,True
242,5,3,26.0,4.33,94583,14.87,24.79,6,Pedro,Pedro Guilherme Abreu dos Santos,pedro,True,Pedro,,FLA,262,7,1.0,1.0,,4.0,1.0,1.0,4.0,,,,,,,,1.0,1.0,,,1.0,,40.0,73.33,Maracanã,2025-04-27 16:00:00,0,4,333967,10,264,1,262,1745780400,26,True,True
244,2,2,2.3,0.07,95127,4.4,5.73,6,Nicolas,Nicolas Vecchiato da Silva - Vichiatto / Vechiatto,nicolas,True,Nicolas,,CEA,354,6,,2.0,,,1.0,,,,,,,,,1.0,,,,,,,26.67,46.67,Castelão (CE),2025-04-26 18:30:00,1,1,333975,14,276,12,354,1745703000,26,True,True
246,4,0,0.0,0.0,95288,0.0,4.0,6,B. Xavier,Bruno César Xavier Sislo,bruno-xavier,False,Bruno Xavier,,VIT,287,6,,,,,,,,,,,,,,,,,,,,,53.33,20.0,Barradão,2025-04-27 18:30:00,1,1,333974,11,284,16,287,1745789400,26,True,True
248,4,5,0.0,0.0,95357,3.82,5.1,6,Rivera,Christian Hernando Rivera Cuéllar,rivera,False,Rivera,,SPT,292,7,,15.0,13.0,,,7.0,,,3.0,,,,,,,,,,,,20.0,6.67,Ilha do Retiro,2025-04-26 20:00:00,0,0,333976,18,356,20,292,1745708400,26,True,True
249,4,6,4.5,0.2,95464,3.17,6.96,6,Gregore,Gregore de Magalhães da Silva,gregore,True,Gregore,,BOT,263,3,,16.0,26.0,1.0,2.0,6.0,,,3.0,,,,,,,,,,,,66.67,73.33,Nilton Santos (Engenhão),2025-04-26 21:00:00,0,2,333968,6,266,8,263,1745712000,26,True,True
252,5,6,-0.1,-1.18,95799,4.12,8.53,6,Artur,Artur Victor Guimarães,artur,True,Artur,,BOT,263,7,2.0,5.0,6.0,1.0,3.0,7.0,,1.0,1.0,,,,,,1.0,,,,,,66.67,73.33,Nilton Santos (Engenhão),2025-04-26 21:00:00,0,2,333968,6,266,8,263,1745712000,26,True,True
256,4,5,9.6,-0.28,96610,6.14,14.77,6,M. Pereira,Matheus Fellipe Costa Pereira,matheus-pereira,True,Matheus Pereira,,CRU,283,7,,12.0,8.0,3.0,4.0,21.0,,2.0,2.0,,,,,,,,,,,,46.67,73.33,Parque do Sabiá,2025-04-27 18:30:00,0,1,333972,13,267,2,283,1745789400,26,True,True
257,4,4,0.0,-0.36,96652,-0.15,2.2,6,Allan,Allan Rodrigues de Souza,allan,True,Allan,,FLA,262,6,,,2.0,,,,,,,,,,,,,,,,,,40.0,73.33,Maracanã,2025-04-27 16:00:00,0,4,333967,10,264,1,262,1745780400,26,True,True
259,5,1,6.3,2.01,96831,6.3,6.01,6,Carlinhos,Carlos Moisés de Lima,carlinhos,True,Carlinhos,,VIT,287,6,,,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,53.33,20.0,Barradão,2025-04-27 18:30:00,1,1,333974,11,284,16,287,1745789400,26,True,True
261,2,0,0.0,0.0,97173,0.0,3.0,6,Dalbert,Dalbert Henrique Chagas Estevão,dalbert,False,Dalbert,,SPT,292,5,,,,,,,,,,,,,,,,,,,,,20.0,6.67,Ilha do Retiro,2025-04-26 20:00:00,0,0,333976,18,356,20,292,1745708400,26,True,True
263,5,5,0.5,-0.46,97450,2.04,4.42,6,G. Mosquito,Gustavo Henric da Silva,gustavo-mosquito,True,Gustavo Mosquito,,VIT,287,7,1.0,1.0,6.0,3.0,2.0,1.0,,2.0,,,,,,,,,,,,,53.33,20.0,Barradão,2025-04-27 18:30:00,1,1,333974,11,284,16,287,1745789400,26,True,True
264,3,6,0.9,0.01,97460,0.77,1.71,6,J. Victor,João Victor Carroll Santana,joao-victor,True,João Victor,,MIR,2305,7,,3.0,6.0,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,,,,60.0,66.67,Maião,2025-04-26 18:30:00,2,2,333971,7,282,9,2305,1745703000,26,True,True
266,2,0,0.0,0.0,97468,0.0,5.0,6,Marçal,Fernando Marçal de Oliveira,marcal,False,Marçal,,BOT,263,6,,,,,,,,,,,,,,,,,,,,,66.67,73.33,Nilton Santos (Engenhão),2025-04-26 21:00:00,0,2,333968,6,266,8,263,1745712000,26,True,True
268,1,0,0.0,0.0,97645,0.0,3.0,6,T. Couto,Thiago Couto Wenceslau,thiago-couto,False,Thiago Couto,,SPT,292,6,,,,,,,,,,,,,,,,,,,,,20.0,6.67,Ilha do Retiro,2025-04-26 20:00:00,0,0,333976,18,356,20,292,1745708400,26,True,True
269,3,2,0.0,0.0,97653,1.15,7.71,6,Murilo,Murilo Cerqueira Paim,murilo,False,Murilo,,PAL,275,5,,,4.0,,,1.0,,,2.0,,,,,1.0,,,,,,,66.67,60.0,Allianz Parque,2025-04-27 18:30:00,1,0,333969,5,265,4,275,1745789400,26,True,True
270,5,6,1.5,-0.33,97810,3.88,5.78,6,Erick,Erick de Arruda Serafim,erick,True,Erick,,VIT,287,7,2.0,3.0,1.0,,2.0,15.0,,,,,,,,,,,,,,,53.33,20.0,Barradão,2025-04-27 18:30:00,1,1,333974,11,284,16,287,1745789400,26,True,True
271,3,5,8.2,0.93,97867,4.1,6.11,6,L. Ortiz,Leonardo Rech Ortiz,leo-ortiz,True,Léo Ortiz,,FLA,262,7,,5.0,6.0,,1.0,,,,1.0,,,,,3.0,,,,,,,40.0,73.33,Maracanã,2025-04-27 16:00:00,0,4,333967,10,264,1,262,1745780400,26,True,True
273,2,3,13.5,2.5,97899,7.43,8.37,6,M. Bahia,Matheus Bahia Santos,matheus-bahia,True,Matheus Bahia,,CEA,354,7,1.0,8.0,4.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,26.67,46.67,Castelão (CE),2025-04-26 18:30:00,1,1,333975,14,276,12,354,1745703000,26,True,True
274,3,6,1.2,-0.07,97900,3.63,7.96,6,Vitão,Vitor Eduardo da Silva Matos,vitao,True,Vitão,,INT,285,7,,10.0,4.0,,,,,,2.0,,,,,2.0,,,,,,,6.67,20.0,Beira-Rio,2025-04-26 16:00:00,1,3,333973,19,286,17,285,1745694000,26,True,True
276,5,5,2.9,-0.68,98225,6.14,9.51,6,P. Raul,Pedro Raul Garay da Silva,pedro-raul,True,Pedro Raul,,CEA,354,7,,2.0,8.0,2.0,7.0,11.0,2.0,4.0,2.0,,,,,,1.0,,,,,,26.67,46.67,Castelão (CE),2025-04-26 18:30:00,1,1,333975,14,276,12,354,1745703000,26,True,True
277,3,0,0.0,0.0,98280,0.0,11.0,6,Bastos,Bartolomeu Jacinto Quissanga,bastos,False,Bastos,,BOT,263,5,,,,,,,,,,,,,,,,,,,,,66.67,73.33,Nilton Santos (Engenhão),2025-04-26 21:00:00,0,2,333968,6,266,8,263,1745712000,26,True,True
278,4,0,0.0,0.0,98306,0.0,3.0,6,V. Soares,Valdemir de Oliveira Soares,val-soares,False,Val Soares,,VIT,287,5,,,,,,,,,,,,,,,,,,,,,53.33,20.0,Barradão,2025-04-27 18:30:00,1,1,333974,11,284,16,287,1745789400,26,True,True
279,5,3,1.4,-0.42,98384,2.03,3.23,6,Negueba,Luiz Henrique Soares Firmino,negueba,True,Negueba,,MIR,2305,7,,2.0,3.0,,2.0,7.0,,1.0,1.0,,,,,,,,,,,,60.0,66.67,Maião,2025-04-26 18:30:00,2,2,333971,7,282,9,2305,1745703000,26,True,True
282,2,0,0.0,0.0,98605,0.0,4.0,6,D. Placido,Leonel Di Placido,di-placido,False,Di Placido,,SPT,292,6,,,,,,,,,,,,,,,,,,,,,20.0,6.67,Ilha do Retiro,2025-04-26 20:00:00,0,0,333976,18,356,20,292,1745708400,26,True,True
284,4,6,8.3,1.04,98672,6.17,11.64,6,Savarino,Jefferson David Savarino Quintero,savarino,True,Savarino,,BOT,263,7,1.0,3.0,2.0,5.0,7.0,3.0,2.0,,1.0,,,,,,,,,,,,66.67,73.33,Nilton Santos (Engenhão),2025-04-26 21:00:00,0,2,333968,6,266,8,263,1745712000,26,True,True
286,4,3,1.7,-0.3,98738,2.53,6.17,6,T. Ortíz,Christian Jonatan Ortíz - Cristian,titi-ortiz,True,Titi Ortíz,,SPT,292,6,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,1.0,,,,,,20.0,6.67,Ilha do Retiro,2025-04-26 20:00:00,0,0,333976,18,356,20,292,1745708400,26,True,True
288,2,0,0.0,0.0,98974,0.0,8.0,6,Viña,Matías Nicolás Viña Susperreguy,vina,False,Viña,,FLA,262,5,,,,,,,,,,,,,,,,,,,,,40.0,73.33,Maracanã,2025-04-27 16:00:00,0,4,333967,10,264,1,262,1745780400,26,True,True
289,3,4,0.0,0.0,98975,4.05,6.46,6,Rogel,Agustín Maximiliano Rogel Paita,rogel,False,Rogel,,INT,285,6,,5.0,6.0,,,1.0,,,,,,,,2.0,,,,,,,6.67,20.0,Beira-Rio,2025-04-26 16:00:00,1,3,333973,19,286,17,285,1745694000,26,True,True
290,4,4,-0.3,-0.72,99032,1.63,4.0,6,Lourenço,João Paulo Ferreira Lourenço,lourenco,True,Lourenço,,CEA,354,6,,3.0,2.0,,2.0,2.0,,,,,,,,,,,,,,,26.67,46.67,Castelão (CE),2025-04-26 18:30:00,1,1,333975,14,276,12,354,1745703000,26,True,True
291,5,2,0.0,-1.06,99119,4.25,6.67,6,L. Braga,Lucas Braga Ribeiro,lucas-braga,True,Lucas Braga,,VIT,287,6,,,,,,1.0,1.0,,,,,,,,,,,,,,53.33,20.0,Barradão,2025-04-27 18:30:00,1,1,333974,11,284,16,287,1745789400,26,True,True
294,4,5,2.9,-0.73,99228,3.06,9.56,6,D. Cruz,Diego Nicolás de la Cruz Arcosa,de-la-cruz,True,De la Cruz,,FLA,262,7,,9.0,7.0,2.0,,7.0,,,2.0,,,,,,,,,,,,40.0,73.33,Maracanã,2025-04-27 16:00:00,0,4,333967,10,264,1,262,1745780400,26,True,True
295,3,6,7.0,0.91,99253,4.5,6.86,6,Chico,Francisco Alves da Silva Neto - Melo,chico,True,Chico,,SPT,292,7,,11.0,3.0,,3.0,2.0,,,1.0,,,,,2.0,,,1.0,,,,20.0,6.67,Ilha do Retiro,2025-04-26 20:00:00,0,0,333976,18,356,20,292,1745708400,26,True,True
297,3,5,7.9,0.59,99274,6.08,10.64,6,A. Barboza,Alexander Nahuel Barboza Ullúa,alexander-barboza,True,Alexander Barboza,,BOT,263,3,,13.0,9.0,,2.0,,,,3.0,,,,,3.0,,,,,,,66.67,73.33,Nilton Santos (Engenhão),2025-04-26 21:00:00,0,2,333968,6,266,8,263,1745712000,26,True,True
298,5,1,0.0,0.0,99316,0.5,6.45,6,Dinenno,Juan Ignacio Dinenno de Cara,dinenno,False,Dinenno,,CRU,283,6,,,,,,1.0,,,,,,,,,,,,,,,46.67,73.33,Parque do Sabiá,2025-04-27 18:30:00,0,1,333972,13,267,2,283,1745789400,26,True,True
300,5,5,0.0,0.0,99392,3.58,7.28,6,Michael,Michael Richard Delgado de Oliveira,michael,False,Michael,,FLA,262,6,2.0,2.0,1.0,2.0,3.0,1.0,,1.0,,,,,,,,,,,,,40.0,73.33,Maracanã,2025-04-27 16:00:00,0,4,333967,10,264,1,262,1745780400,26,True,True
301,4,5,-0.6,-0.75,99440,1.98,5.11,6,Baralhas,Gabriel Baralhas dos Santos,baralhas,True,Baralhas,,VIT,287,7,,6.0,7.0,1.0,1.0,4.0,,,1.0,,,,,,,,,,,,53.33,20.0,Barradão,2025-04-27 18:30:00,1,1,333974,11,284,16,287,1745789400,26,True,True
302,1,6,7.6,0.5,99552,4.95,8.42,6,Rossi,Agustín Daniel Rossi,rossi,True,Rossi,,FLA,262,7,,,,,,,,,,9.0,2.0,,,4.0,,,,,,,40.0,73.33,Maracanã,2025-04-27 16:00:00,0,4,333967,10,264,1,262,1745780400,26,True,True
304,5,3,1.5,-0.37,99818,1.07,6.9,6,Paulinho,Paulo Henrique Sampaio Filho,paulinho,True,Paulinho,,PAL,275,6,,1.0,,,1.0,2.0,,1.0,,,,,,,,,,,,,66.67,60.0,Allianz Parque,2025-04-27 18:30:00,1,0,333969,5,265,4,275,1745789400,26,True,True
310,4,2,0.0,0.0,100742,1.55,8.54,6,M. Henrique,Matheus Henrique de Souza,matheus-henrique,False,Matheus Henrique,,CRU,283,5,,2.0,3.0,,,4.0,,,1.0,,,,,,,,,,,,46.67,73.33,Parque do Sabiá,2025-04-27 18:30:00,0,1,333972,13,267,2,283,1745789400,26,True,True
316,2,6,15.1,2.62,100898,6.13,10.51,6,Vitinho,Victor Alexander da Silva,vitinho,True,Vitinho,,BOT,263,2,,10.0,4.0,,,,1.0,,,,,,,3.0,,,,,,,66.67,73.33,Nilton Santos (Engenhão),2025-04-26 21:00:00,0,2,333968,6,266,8,263,1745712000,26,True,True
317,4,4,1.5,-0.23,100969,0.5,3.12,6,R. Lopes,Ronald dos Santos Lopes,ronald-lopes,True,Ronald Lopes,,VIT,287,7,,2.0,7.0,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,53.33,20.0,Barradão,2025-04-27 18:30:00,1,1,333974,11,284,16,287,1745789400,26,True,True
320,2,5,3.5,-0.54,101027,6.9,9.44,6,Diego,Jackson Diego Ibraim Fagundes - Ibrahim,diego,True,Diego,,CEA,354,7,1.0,11.0,1.0,,1.0,15.0,,,,,,,,1.0,,,,,,,26.67,46.67,Castelão (CE),2025-04-26 18:30:00,1,1,333975,14,276,12,354,1745703000,26,True,True
326,4,4,1.8,0.03,101573,2.35,5.68,6,Pepê,João Pedro Vilardi Pinto,pepe,True,Pepê,,VIT,287,6,,6.0,7.0,,,7.0,,,1.0,,,,,,,,,,,,53.33,20.0,Barradão,2025-04-27 18:30:00,1,1,333974,11,284,16,287,1745789400,26,True,True
