atletas.rodada_id,atletas.status_id,atletas.pontos_num,atletas.variacao_num,atletas.media_num,atletas.slug,atletas.apelido,atletas.atleta_id,atletas.nome,atletas.clube.id.full.name,atletas.entrou_em_campo,atletas.jogos_num,atletas.clube_id,atletas.posicao_id,atletas.preco_num,atletas.minimo_para_valorizar,atletas.apelido_abreviado,aproveitamento_visitante,aproveitamento_mandante,local,partida_data,placar_oficial_visitante,placar_oficial_mandante,partida_id,clube_visitante_posicao,clube_visitante_id,clube_casa_posicao,clube_casa_id,timestamp,campeonato_id,valida,mandante,A,CA,DS,FC,FD,FF,FS,I,G,FT,DE,GS,V,CV,PS,SG,DP,PC,PP,GC
2,6,0.0,0.0,0.0,adriel,Adriel,141156,Adriel Gomes do Nascimento,SPT,False,0,292,4,1.0,,Adriel,60.0,6.67,Ilha do Retiro,2025-04-06 18:30:00,2.0,1.0,333886,4,275,20,292,1743975000,26,True,True,,,,,,,,,,,,,,,,,,,,
2,6,0.0,0.0,0.0,wanderson-papaterra,Wanderson Papaterra,142445,Wanderson Papaterra Matos,VIT,False,0,287,4,2.0,,W. Papaterra,73.33,20.0,Barradão,2025-04-06 18:30:00,2.0,1.0,333884,1,262,16,287,1743975000,26,True,True,,,,,,,,,,,,,,,,,,,,
2,7,0.0,0.0,5.2,marinho,Marinho,68952,Mário Sérgio Santos Costa,FOR,False,1,356,5,8.37,,Marinho,20.0,66.67,Maião,2025-04-06 18:30:00,1.0,1.0,333881,18,356,9,2305,1743975000,26,True,False,1.0,,,3.0,,1.0,1.0,2.0,,,,,,,,,,,,
2,7,13.8,1.95,10.7,rafael,Rafael,68928,Rafael Pires Monteiro,SAO,True,2,276,1,13.61,,Rafael,26.67,60.0,Mineirão,2025-04-06 16:00:00,0.0,0.0,333882,14,276,7,282,1743966000,26,True,False,,,,,,,2.0,,,,8.0,,,,,2.0,,,,
2,7,2.2,-1.58,8.05,dudu,Dudu,68920,Eduardo Pereira Rodrigues,CRU,True,2,283,5,12.29,,Dudu,73.33,20.0,Beira-Rio,2025-04-06 18:30:00,0.0,3.0,333883,2,283,17,285,1743975000,26,True,False,,,4.0,3.0,,,6.0,,1.0,,,,,,,,,,,
2,7,0.0,0.0,3.5,philippe-coutinho,Philippe Coutinho,68899,Philippe Coutinho Correia,VAS,False,1,267,4,12.68,,P. Coutinho,46.67,40.0,Neo Química Arena,2025-04-05 18:30:00,0.0,3.0,333879,13,267,10,264,1743888600,26,True,False,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,
2,6,0.0,0.0,0.0,marcelo-lomba,Marcelo Lomba,68872,Marcelo Lomba do Nascimento,PAL,False,0,275,1,7.0,,M. Lomba,60.0,6.67,Ilha do Retiro,2025-04-06 18:30:00,2.0,1.0,333886,4,275,20,292,1743975000,26,True,False,,,,,,,,,,,,,,,,,,,,
2,5,0.0,0.0,0.0,oscar,Oscar,68811,Oscar dos Santos Emboaba Júnior,SAO,False,0,276,4,20.0,,Oscar,26.67,60.0,Mineirão,2025-04-06 16:00:00,0.0,0.0,333882,14,276,7,282,1743966000,26,True,False,,,,,,,,,,,,,,,,,,,,
2,6,0.0,-1.16,0.0,eduardo,Eduardo,68708,Carlos Eduardo de Oliveira Alves,CRU,True,1,283,4,5.84,,Eduardo,73.33,20.0,Beira-Rio,2025-04-06 18:30:00,0.0,3.0,333883,2,283,17,285,1743975000,26,True,False,,,,,,,,,,,,,,,,,,,,
2,6,1.0,-0.92,4.35,edenilson,Edenílson,63289,Edenílson Andrade dos Santos,GRE,True,2,284,4,6.69,,Edenílson,53.33,46.67,Castelão (CE),2025-04-05 18:30:00,0.0,2.0,333885,11,284,12,354,1743888600,26,True,False,,,,2.0,,1.0,1.0,,1.0,,,,,,,,,,,
2,5,0.0,0.0,0.0,marcos-rocha,Marcos Rocha,63013,Marcos Luis Rocha Aquino,PAL,False,0,275,2,7.0,,M. Rocha,60.0,6.67,Ilha do Retiro,2025-04-06 18:30:00,2.0,1.0,333886,4,275,20,292,1743975000,26,True,False,,,,,,,,,,,,,,,,,,,,
2,7,2.0,0.3,1.05,jemmes,Jemmes,132553,Jemmes Bruno Ribeiro da Silva,MIR,True,2,2305,3,1.97,,Jemmes,20.0,66.67,Maião,2025-04-06 18:30:00,1.0,1.0,333881,18,356,9,2305,1743975000,26,True,True,,1.0,2.0,5.0,,2.0,,,,,,,,,,,,,,
2,6,0.0,0.0,0.0,davi,Davi,141145,Davi Medeiros Serrano Lira,SPT,False,0,292,1,2.0,,Davi,60.0,6.67,Ilha do Retiro,2025-04-06 18:30:00,2.0,1.0,333886,4,275,20,292,1743975000,26,True,True,,,,,,,,,,,,,,,,,,,,
2,6,0.0,0.0,0.0,robert,Robert,141125,Robert Pinto Alves Assunção,CAM,False,0,282,1,1.0,,Robert,26.67,60.0,Mineirão,2025-04-06 16:00:00,0.0,0.0,333882,14,276,7,282,1743966000,26,True,True,,,,,,,,,,,,,,,,,,,,
2,6,0.0,0.0,0.0,rafael-lobato,Rafael Lobato,141083,Rafael Genuino Lobato,BOT,False,0,263,5,2.0,,R. Lobato,6.67,73.33,Nilton Santos (Engenhão),2025-04-05 21:00:00,0.0,2.0,333878,19,286,8,263,1743897600,26,True,True,,,,,,,,,,,,,,,,,,,,
2,5,0.0,0.0,0.0,riquelme-felipe,Riquelme Felipe,140484,Riquelme Felipe Silva de Almeida,FLU,False,0,266,5,5.0,,R. Felipe,46.67,66.67,Maracanã,2025-04-06 16:00:00,1.0,2.0,333877,3,280,6,266,1743966000,26,True,True,,,,,,,,,,,,,,,,,,,,
2,6,0.0,0.0,-0.3,luca-meirelles,Luca Meirelles,140365,Luca Oliveira Meirelles,SAN,False,1,277,5,1.53,,L. Meirelles,66.67,46.67,Vila Belmiro,2025-04-06 20:30:00,2.0,2.0,333880,5,265,15,277,1743982200,26,True,True,,,,1.0,,,,,,,,,,,,,,,,
2,6,0.0,0.0,0.8,joao-marcelo,João Marcelo,140364,João Marcelo Soares de Freitas,CAM,False,1,282,5,2.73,,J. Marcelo,26.67,60.0,Mineirão,2025-04-06 16:00:00,0.0,0.0,333882,14,276,7,282,1743966000,26,True,True,,,,,,1.0,,,,,,,,,,,,,,
2,5,0.0,0.0,0.0,caio-maia,Caio Maia,139455,Caio da Silva Maia,CAM,False,0,282,5,2.0,,C. Maia,26.67,60.0,Mineirão,2025-04-06 16:00:00,0.0,0.0,333882,14,276,7,282,1743966000,26,True,True,,,,,,,,,,,,,,,,,,,,
2,5,0.0,0.0,0.0,clayton-sampaio,Clayton Sampaio,137618,Clayton Sampaio Pereira,INT,False,0,285,3,3.0,,C. Sampaio,73.33,20.0,Beira-Rio,2025-04-06 18:30:00,0.0,3.0,333883,2,283,17,285,1743975000,26,True,True,,,,,,,,,,,,,,,,,,,,
2,7,6.4,0.84,5.55,alan-ruschel,Alan Ruschel,63110,Alan Luciano Ruschel,JUV,True,2,286,2,6.58,,A. Ruschel,6.67,73.33,Nilton Santos (Engenhão),2025-04-05 21:00:00,0.0,2.0,333878,19,286,8,263,1743897600,26,True,False,,,4.0,1.0,,,1.0,1.0,,,,,,,,1.0,,,,
2,6,0.0,0.0,0.0,gui-negao,Gui Negão,133543,Guilherme William Silva Inácio,COR,False,0,264,5,2.0,,G. Negão,46.67,40.0,Neo Química Arena,2025-04-05 18:30:00,0.0,3.0,333879,13,267,10,264,1743888600,26,True,True,,,,,,,,,,,,,,,,,,,,
2,7,4.58,0.65,4.09,rafael-guanaes,Rafael Guanaes,104027,Rafael Silva Guanaes,MIR,True,2,2305,6,4.36,,R. Guanaes,20.0,66.67,Maião,2025-04-06 18:30:00,1.0,1.0,333881,18,356,9,2305,1743975000,26,True,True,,,,,,,,,,,,,,,,,,,,
2,6,8.9,2.68,8.9,alejandro-martinez,Alejandro Martínez,132301,Silvio Alejandro Martínez,CEA,True,1,354,5,5.68,,A. Martínez,53.33,46.67,Castelão (CE),2025-04-05 18:30:00,0.0,2.0,333885,11,284,12,354,1743888600,26,True,True,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,
2,6,0.0,0.0,0.5,serna,Serna,132071,Kevin Steven Serna Jaramillo,FLU,False,1,266,5,5.9,,Serna,46.67,66.67,Maracanã,2025-04-06 16:00:00,1.0,2.0,333877,3,280,6,266,1743966000,26,True,True,,,,,,,1.0,,,,,,,,,,,,,
2,6,0.0,0.0,0.0,serafim,Serafim,131757,Vinicius Lima Serafim,BOT,False,0,263,3,2.0,,Serafim,6.67,73.33,Nilton Santos (Engenhão),2025-04-05 21:00:00,0.0,2.0,333878,19,286,8,263,1743897600,26,True,True,,,,,,,,,,,,,,,,,,,,
2,6,0.0,0.0,0.0,felipe-longo,Felipe Longo,131753,Felipe Longo Fernandes da Silva,COR,False,0,264,1,1.0,,F. Longo,46.67,40.0,Neo Química Arena,2025-04-05 18:30:00,0.0,3.0,333879,13,267,10,264,1743888600,26,True,True,,,,,,,,,,,,,,,,,,,,
2,7,0.0,0.0,-0.6,everton-ribeiro,Everton Ribeiro,51772,Everton Augusto de Barros Ribeiro,BAH,False,1,265,4,8.79,,E. Ribeiro,66.67,46.67,Vila Belmiro,2025-04-06 20:30:00,2.0,2.0,333880,5,265,15,277,1743982200,26,True,False,,,1.0,2.0,,,3.0,,,,,,,1.0,,,,,,
2,7,2.4,-0.37,5.45,titi,Titi,50353,Christian Chagas Tarouco,FOR,True,2,356,3,5.88,,Titi,20.0,66.67,Maião,2025-04-06 18:30:00,1.0,1.0,333881,18,356,9,2305,1743975000,26,True,False,,,4.0,2.0,,,1.0,,,,,,,,,1.0,,,,
2,6,0.0,0.0,0.0,fagner,Fagner,42500,Fagner Conserva Lemos,CRU,False,0,283,2,6.0,,Fagner,73.33,20.0,Beira-Rio,2025-04-06 18:30:00,0.0,3.0,333883,2,283,17,285,1743975000,26,True,False,,,,,,,,,,,,,,,,,,,,
2,7,3.8,-0.56,7.0,cassio,Cássio,42234,Cássio Roberto Ramos,CRU,True,2,283,1,9.56,,Cássio,73.33,20.0,Beira-Rio,2025-04-06 18:30:00,0.0,3.0,333883,2,283,17,285,1743975000,26,True,False,,2.0,,,,,,,,,10.0,4.0,,,,,1.0,,,
2,6,1.0,-0.47,1.0,nene,Nenê,38913,Anderson Luis de Carvalho - Luiz,JUV,True,1,286,4,4.53,,Nenê,6.67,73.33,Nilton Santos (Engenhão),2025-04-05 21:00:00,0.0,2.0,333878,19,286,8,263,1743897600,26,True,False,,,,,,,2.0,,,,,,,,,,,,,
2,7,9.4,1.9,6.8,matheus-donelli,Matheus Donelli,107179,Matheus Planelles Donelli,COR,True,2,264,1,5.83,,M. Donelli,46.67,40.0,Neo Química Arena,2025-04-05 18:30:00,0.0,3.0,333879,13,267,10,264,1743888600,26,True,True,,,,,,,1.0,,,,7.0,1.0,,,,1.0,,,,
2,6,0.0,0.0,0.0,leo-godoy,Leo Godoy,104759,Leonardo Ezequiel Godoy,SAN,False,0,277,2,4.0,,L. Godoy,66.67,46.67,Vila Belmiro,2025-04-06 20:30:00,2.0,2.0,333880,5,265,15,277,1743982200,26,True,True,,,,,,,,,,,,,,,,,,,,
