atletas.jogos_num,atletas.atleta_id,atletas.rodada_id,atletas.clube_id,atletas.posicao_id,atletas.status_id,atletas.pontos_num,atletas.media_num,atletas.variacao_num,atletas.preco_num,atletas.entrou_em_campo,atletas.slug,atletas.apelido,atletas.apelido_abreviado,atletas.nome,CA,DS,FC,FD,FF,FS,G,I,A,PS,FT,SG,DE,DP,GS,V,PC,CV,PP,GC,aproveitamento_visitante,aproveitamento_mandante,local,partida_data,placar_oficial_visitante,placar_oficial_mandante,partida_id,clube_visitante_posicao,clube_visitante_id,clube_casa_posicao,clube_casa_id,timestamp,campeonato_id,valida,mandante
16,83528,18,262,3,7,1.3,4.95,-1.02,9.01,True,leo-pereira,Léo Pereira,L. Pereira,Leonardo Pereira,2,8,9,1,4,5,2,0,0,0,0,10,0,0,0,0,1,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
11,61987,18,262,2,2,1.7,4.75,-0.56,10.19,True,alex-sandro,Alex Sandro,A. Sandro,Alex Sandro Lobo Silva,1,12,21,0,2,10,0,1,0,0,0,7,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
17,93478,18,283,5,7,1.8,1.75,0.23,5.01,True,wanderson,Wanderson,Wanderson,Wanderson Maciel Sousa Campos,1,7,21,7,14,9,0,4,0,0,1,0,0,0,0,0,0,0,0,0,66.67,53.33,Nilton Santos (Engenhão),2025-08-03 16:00:00,2,0,334129,2,283,7,263,1754247600,26,True,True
2,114334,18,283,3,6,0.0,2.35,0.0,4.83,False,gamarra,Gamarra,Gamarra,Mateo Gamarra González,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,66.67,53.33,Nilton Santos (Engenhão),2025-08-03 16:00:00,2,0,334129,2,283,7,263,1754247600,26,True,True
1,115563,18,283,4,6,0.0,-0.6,0.0,3.12,False,rodriguinho,Rodriguinho,Rodriguinho,Rodrigo Henrique Santos de Souza,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,53.33,Nilton Santos (Engenhão),2025-08-03 16:00:00,2,0,334129,2,283,7,263,1754247600,26,True,True
13,113158,18,283,5,6,4.0,1.41,0.47,4.17,True,marquinhos,Marquinhos,Marquinhos,Marcus Vinícius Oliveira Alencar,1,7,4,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,53.33,Nilton Santos (Engenhão),2025-08-03 16:00:00,2,0,334129,2,283,7,263,1754247600,26,True,True
12,84816,18,262,2,7,0.0,5.1,-1.09,7.78,True,varela,Varela,Varela,Guillermo Varela Olivera,0,7,3,1,0,3,0,1,2,0,0,8,0,0,0,0,1,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
14,86757,18,262,5,6,0.0,2.41,0.0,7.27,False,everton,Everton,Everton,Everton Sousa Soares,0,7,7,4,9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
10,109096,18,262,5,2,10.6,4.06,1.36,7.64,True,plata,Plata,Plata,Gonzalo Jordy Plata Jiménez,0,12,8,4,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
11,90307,18,262,5,6,0.5,1.56,-0.25,4.24,True,juninho,Juninho,Juninho,Olávio Vieira dos Santos Júnior,0,5,7,2,2,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
10,96652,18,262,4,7,-0.3,0.32,-0.11,1.77,True,allan,Allan,Allan,Allan Rodrigues de Souza,2,2,15,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
9,91473,18,262,4,5,0.0,2.89,0.0,6.34,False,erick-pulgar,Erick Pulgar,E. Pulgar,Erick Antonio Pulgar Farfán,2,12,13,2,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
5,118775,18,283,5,6,0.0,0.24,-0.51,3.29,True,lautaro-diaz,Lautaro Díaz,L. Díaz,Lautaro Ariel Díaz,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,53.33,Nilton Santos (Engenhão),2025-08-03 16:00:00,2,0,334129,2,283,7,263,1754247600,26,True,True
1,114790,18,262,3,6,0.0,5.0,0.0,4.72,False,cleiton,Cleiton,Cleiton,Cleiton Santana dos Santos,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
17,99552,18,262,1,7,2.9,6.45,-0.97,9.7,True,rossi,Rossi,Rossi,Agustín Daniel Rossi,1,0,0,0,0,4,0,0,0,0,0,11,36,2,7,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
4,98974,18,262,2,6,0.0,4.02,0.0,8.79,False,vina,Viña,Viña,Matías Nicolás Viña Susperreguy,1,2,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
9,115914,18,262,4,7,0.2,2.82,-0.32,4.4,True,evertton-araujo,Evertton Araújo,E. Araújo,Everton Gustavo Fernandes Araújo,1,9,10,3,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
4,116012,18,262,4,6,0.0,1.6,0.0,3.77,False,matheus-goncalves,Matheus Gonçalves,M. Gonçalves,Matheus Gonçalves Martins,0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
10,99392,18,262,5,5,0.0,3.89,0.0,8.08,False,michael,Michael,Michael,Michael Richard Delgado de Oliveira,0,7,1,2,3,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
0,122320,18,262,2,6,0.0,0.0,0.0,2.0,False,daniel-sales,Daniel Sales,D. Sales,Daniel dos Santos Sales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
0,122318,18,262,1,6,0.0,0.0,0.0,3.0,False,dyogo-alves,Dyogo Alves,D. Alves,Francisco Dyogo Bento Alves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
0,111690,18,262,1,6,0.0,0.0,0.0,5.0,False,matheus-cunha,Matheus Cunha,M. Cunha,Matheus Cunha Queiroz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
10,91908,18,284,5,6,3.8,2.74,-0.1,5.38,True,pavon,Pavón,Pavón,Cristian David Pavón,4,10,6,5,4,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
0,130190,18,262,2,6,0.0,0.0,0.0,2.0,False,carbone,Carbone,Carbone,João Victor Schlickmann Carbone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
0,122321,18,262,4,6,0.0,0.0,0.0,3.0,False,lorran,Lorran,Lorran,Lorran Lucas Pereira de Sousa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
0,137089,18,262,5,6,0.0,0.0,0.0,1.0,False,shola,Shola,Shola,Ogundana Shola Elijah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
12,37281,18,284,6,7,2.49,4.91,-0.29,9.21,True,mano-menezes,Mano Menezes,M. Menezes,Luis Antônio Venker de Menezes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
0,130382,18,262,4,6,0.0,0.0,0.0,2.0,False,guilherme-gomes,Guilherme Gomes,G. Gomes,Guilherme Henrique Bernardineli Gomes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
8,122573,18,262,5,6,0.0,3.72,0.0,4.98,False,wallace-yan,Wallace Yan,W. Yan,Wallace Yan de Souza Barreto,3,3,6,1,5,14,1,1,2,0,0,0,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
0,140492,18,262,3,6,0.0,0.0,0.0,2.0,False,joao-victor,João Victor,J. Victor,João Victor de Souza Cunha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
0,128590,18,262,4,6,0.0,0.0,0.0,2.0,False,rayan-lucas,Rayan Lucas,R. Lucas,Rayan Lucas Marques de Souza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
11,68991,18,356,4,7,1.5,6.04,-0.99,8.12,True,lucas-sasha,Lucas Sasha,L. Sasha,Lucas Pacheco Affini,1,43,16,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
11,68952,18,356,5,7,3.2,3.63,-0.25,7.01,True,marinho,Marinho,Marinho,Mário Sérgio Santos Costa,1,8,21,5,8,18,1,12,2,0,0,0,0,0,0,0,0,1,0,0,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
2,90061,18,356,2,7,0.0,3.1,0.0,7.99,False,bruno-pacheco,Bruno Pacheco,B. Pacheco,Bruno de Jesus Pacheco,1,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
10,93988,18,356,5,7,11.1,3.98,1.71,7.99,True,breno-lopes,Breno Lopes,B. Lopes,Breno Henrique Vasconcelos Lopes,1,3,7,4,8,18,2,8,0,0,1,0,0,0,0,0,0,0,0,0,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
13,80196,18,356,4,6,0.0,2.97,0.0,5.59,False,yago-pikachu,Yago Pikachu,Y. Pikachu,Glaybson Yago Souza Lisboa,1,7,5,3,3,10,2,3,0,1,1,0,0,0,0,0,0,0,0,0,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
14,98619,18,356,3,7,6.0,4.16,-0.63,7.24,True,kuscevic,Kuscevic,Kuscevic,Benjamín Kuščević Jaramillo,0,20,12,0,3,3,1,0,0,0,0,4,0,0,0,0,0,0,0,0,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
8,82628,18,356,2,7,3.0,4.11,0.12,8.31,True,tinga,Tinga,Tinga,Guilherme de Jesus da Silva,1,6,4,0,2,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
9,86859,18,356,4,3,-0.5,1.89,-0.89,3.82,True,jose-welison,José Welison,J. Welison,José Welison da Silva,3,12,7,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
2,107221,18,356,1,6,0.0,2.9,0.0,3.44,False,magrao,Magrão,Magrão,Audenirton Soares da Silva,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
3,101995,18,356,3,5,0.0,0.23,0.0,5.13,False,britez,Brítez,Brítez,Emanuel Fermín Brítez,2,2,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
6,105258,18,356,3,7,0.0,4.13,0.0,8.6,False,gaston-avila,Gastón Ávila,G. Ávila,Gastón Luciano Ávila,1,11,3,2,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
14,105568,18,356,5,6,-0.1,2.9,-0.17,7.58,True,lucero,Lucero,Lucero,Juan Martín Lucero,3,7,17,4,3,7,3,5,1,0,1,0,0,0,0,0,0,0,1,0,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
10,113078,18,356,2,6,2.7,3.08,0.28,6.82,True,mancuso,Mancuso,Mancuso,Eros Nazareno Mancuso,1,11,6,0,4,8,0,1,0,0,0,2,0,0,0,0,0,0,0,0,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
7,86766,18,356,4,6,0.0,1.09,0.0,3.58,False,matheus-rossetto,Matheus Rossetto,M. Rossetto,Matheus Rossetto,0,5,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
2,71709,18,284,4,6,0.0,3.1,0.0,6.52,False,cuellar,Cuéllar,Cuéllar,Gustavo Leonardo Cuellar Gallego,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
9,70916,18,356,2,6,1.2,4.01,-0.48,7.58,True,diogo-barbosa,Diogo Barbosa,D. Barbosa,Diogo Barbosa Mendanha,1,10,4,0,1,9,1,0,0,0,0,2,0,0,0,0,0,0,0,0,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
12,103388,18,356,4,6,-0.3,2.06,-0.22,4.9,True,emmanuel-martinez,Emmanuel Martínez,E. Martínez,Leandro Emmanuel Martínez,6,9,17,3,1,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
5,113073,18,356,4,6,0.0,2.2,0.0,3.98,False,kervin-andrade,Kervin Andrade,K. Andrade,Kervin Mario Andrade Navarro,2,3,2,2,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
2,92237,18,284,3,5,0.0,0.6,0.0,4.75,False,rodrigo-ely,Rodrigo Ely,R. Ely,Rodrigo Ely,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
1,100830,18,356,1,5,0.0,0.8,0.0,4.83,False,brenno,Brenno,Brenno,Brenno Oliveira Fraga Costa,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,33.33,40.0,Neo Química Arena,2025-08-03 16:00:00,1,1,334131,18,356,12,264,1754247600,26,True,True
6,89273,18,284,2,6,0.0,2.43,0.0,5.81,False,joao-pedro,João Pedro,J. Pedro,João Pedro Maturano dos Santos,0,7,5,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
11,63289,18,284,4,2,0.3,1.88,-0.38,4.66,True,edenilson,Edenílson,Edenílson,Edenílson Andrade dos Santos,4,5,8,0,1,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
10,104519,18,284,4,7,2.7,1.82,-0.13,3.8,True,camilo,Camilo,Camilo,Camilo Reijers de Oliveira,0,14,13,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
2,87009,18,284,4,6,0.0,2.45,0.0,4.64,False,nathan,Nathan,Nathan,Nathan Allan de Souza,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
6,100846,18,284,2,6,-1.9,1.83,-1.22,4.65,True,lucas-esteves,Lucas Esteves,L. Esteves,Lucas Esteves de Souza,1,7,7,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
2,104257,18,284,2,5,2.3,2.65,0.31,5.45,True,joao-lucas,João Lucas,J. Lucas,João Lucas de Almeida Carvalho,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
0,107748,18,284,1,6,0.0,0.0,0.0,3.0,False,adriel,Adriel,Adriel,Adriel Vasconcelos Ramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
0,118090,18,262,3,6,0.0,0.0,0.0,2.0,False,iago,Iago,Iago,Iago Teodoro da Silva Nogueira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,26.67,Castelão (CE),2025-08-03 18:30:00,1,1,334143,1,262,11,354,1754256600,26,True,True
10,113397,18,284,5,7,0.0,6.06,0.0,9.54,False,cristian-olivera,Cristian Olivera,C. Olivera,Cristian Gonzalo Olivera Ibarra,2,16,14,6,4,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
7,87342,18,284,3,3,1.7,2.7,0.16,5.47,True,kannemann,Kannemann,Kannemann,Walter Kannemann,3,6,8,0,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
2,107801,18,286,3,6,0.0,1.35,0.0,2.43,False,nata,Natã,Natã,Natã Felipe de Amorim Santos,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,46.67,Morumbis,2025-08-04 20:00:00,1,3,334133,19,286,15,277,1754348400,26,True,True
6,111309,18,284,3,5,0.0,5.72,0.0,8.72,False,gustavo-martins,Gustavo Martins,G. Martins,Gustavo Martins de Souza Santos,2,11,10,3,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
0,100848,18,284,2,6,0.0,0.0,0.0,7.0,False,luan-candido,Luan Cândido,L. Cândido,Luan Cândido de Almeida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
8,109966,18,284,4,5,0.0,1.41,0.0,3.55,False,monsalve,Monsalve,Monsalve,Miguel Ángel Monsalve Gonzáles - González,2,3,9,1,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
12,89846,18,284,4,6,0.5,2.27,-0.33,6.29,True,cristaldo,Cristaldo,Cristaldo,Franco Cristaldo,1,6,4,3,3,19,0,1,1,0,0,0,0,0,0,0,0,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
5,118238,18,284,4,6,0.0,0.9,0.0,2.17,False,ronald,Ronald,Ronald,Ronald Cardoso Falkoski,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
9,108548,18,284,5,6,1.5,1.98,-0.02,3.57,True,aravena,Aravena,Aravena,Alexander Ernesto Aravena Guzmán,1,4,3,0,1,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
0,112616,18,284,1,6,0.0,-3.0,0.0,3.83,False,gabriel-grando,Gabriel Grando,G. Grando,Gabriel Hamester Grando,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26.67,20.0,Maracanã,2025-08-02 21:00:00,0,1,334127,14,284,9,266,1754179200,26,True,True
10,63110,18,286,2,6,0.0,2.89,0.0,5.43,False,alan-ruschel,Alan Ruschel,A. Ruschel,Alan Luciano Ruschel,2,10,8,0,0,17,0,2,0,0,0,2,0,0,0,0,0,0,0,0,20.0,46.67,Morumbis,2025-08-04 20:00:00,1,3,334133,19,286,15,277,1754348400,26,True,True
10,72801,18,286,3,7,9.0,1.65,1.39,4.16,True,wilker-angel,Wilker Ángel,W. Ángel,Wílker José Ángel Romero,3,5,15,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,20.0,46.67,Morumbis,2025-08-04 20:00:00,1,3,334133,19,286,15,277,1754348400,26,True,True
5,91509,18,286,3,6,0.0,2.04,0.0,4.25,False,rodrigo-sam,Rodrigo Sam,R. Sam,Rodrigo Eduardo da Silva,2,8,8,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20.0,46.67,Morumbis,2025-08-04 20:00:00,1,3,334133,19,286,15,277,1754348400,26,True,True
15,80129,18,286,4,7,5.2,3.63,0.18,6.49,True,jadson,Jadson,Jadson,Jadson Alves dos Santos,4,27,19,3,4,26,0,2,1,0,0,0,0,0,0,0,1,0,0,0,20.0,46.67,Morumbis,2025-08-04 20:00:00,1,3,334133,19,286,15,277,1754348400,26,True,True
9,90588,18,286,4,7,1.1,2.68,-0.3,4.42,True,caique,Caíque,Caíque,Caique de Jesus Gonçalves,4,17,19,0,1,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20.0,46.67,Morumbis,2025-08-04 20:00:00,1,3,334133,19,286,15,277,1754348400,26,True,True
14,95131,18,286,5,7,1.7,4.55,-0.43,8.31,True,gabriel-taliari,Gabriel Taliari,G. Taliari,Gabriel Pereira Taliari,0,12,18,4,7,18,2,3,2,0,2,0,0,0,0,0,0,0,0,0,20.0,46.67,Morumbis,2025-08-04 20:00:00,1,3,334133,19,286,15,277,1754348400,26,True,True
0,91627,18,286,4,6,0.0,0.0,0.0,3.0,False,dudu-vieira,Dudu Vieira,D. Vieira,Carlos Eduardo de Souza Vieira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,46.67,Morumbis,2025-08-04 20:00:00,1,3,334133,19,286,15,277,1754348400,26,True,True
15,111407,18,286,4,6,4.2,4.43,0.13,6.85,True,luis-mandaca,Luis Mandaca,L. Mandaca,Luis Gustavo da Silva Machado Duarte,1,27,20,3,8,24,1,1,0,0,1,0,0,0,0,0,0,0,0,0,20.0,46.67,Morumbis,2025-08-04 20:00:00,1,3,334133,19,286,15,277,1754348400,26,True,True
9,86820,18,286,2,7,2.4,2.6,0.23,4.23,True,reginaldo,Reginaldo,Reginaldo,Reginaldo Lopes de Jesus,1,4,4,1,0,7,0,1,1,0,0,2,0,0,0,0,0,0,0,0,20.0,46.67,Morumbis,2025-08-04 20:00:00,1,3,334133,19,286,15,277,1754348400,26,True,True
16,109899,18,286,5,6,1.5,3.97,-0.02,6.36,True,batalla,Batalla,Batalla,Emerson Geovanny Batalla Martínez - Enmerson,2,13,13,5,4,24,3,1,1,0,0,0,0,0,0,0,0,0,0,0,20.0,46.67,Morumbis,2025-08-04 20:00:00,1,3,334133,19,286,15,277,1754348400,26,True,True
10,122861,18,286,3,7,0.0,1.93,-0.52,4.48,True,abner,Abner,Abner,Abner Salles da Silva,1,6,4,0,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,20.0,46.67,Morumbis,2025-08-04 20:00:00,1,3,334133,19,286,15,277,1754348400,26,True,True
0,117336,18,286,3,5,0.0,0.0,0.0,4.0,False,cipriano,Cipriano,Cipriano,João Luiz da Silva Cipriano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,46.67,Morumbis,2025-08-04 20:00:00,1,3,334133,19,286,15,277,1754348400,26,True,True
1,68872,18,275,1,6,3.2,3.2,0.63,7.63,True,marcelo-lomba,Marcelo Lomba,M. Lomba,Marcelo Lomba do Nascimento,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,73.33,46.67,Barradão,2025-08-03 19:30:00,2,2,334140,3,275,16,287,1754260200,26,True,True
10,80570,18,276,2,5,0.0,5.26,0.0,9.6,False,wendell,Wendell,Wendell,Wendell Nascimento Borges,0,15,11,0,3,12,0,0,1,0,0,4,0,0,0,0,0,0,0,0,86.67,66.67,Beira-Rio,2025-08-03 20:30:00,2,1,334138,8,276,13,285,1754263800,26,True,True
11,70592,18,275,4,6,0.0,3.29,0.0,6.84,False,felipe-anderson,Felipe Anderson,F. Anderson,Felipe Anderson Pereira Gomes,0,17,9,3,5,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,73.33,46.67,Barradão,2025-08-03 19:30:00,2,2,334140,3,275,16,287,1754260200,26,True,True
3,107236,18,275,2,6,2.6,3.0,-0.18,4.84,True,vanderlan,Vanderlan,Vanderlan,Vanderlan Barbosa da Silva,0,6,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.33,46.67,Barradão,2025-08-03 19:30:00,2,2,334140,3,275,16,287,1754260200,26,True,True
