,atletas.jogos_num,atletas.atleta_id,atletas.rodada_id,atletas.clube_id,atletas.posicao_id,atletas.status_id,atletas.pontos_num,atletas.media_num,atletas.variacao_num,atletas.preco_num,atletas.entrou_em_campo,atletas.slug,atletas.apelido,atletas.apelido_abreviado,atletas.nome,CA,DS,FC,FF,FS,I,SG,FD,A,G,CV,FT,PC,PS,DE,GS,V,DP,PP,GC,aproveitamento_visitante,aproveitamento_mandante,local,partida_data,placar_oficial_visitante,placar_oficial_mandante,partida_id,clube_visitante_posicao,clube_visitante_id,clube_casa_posicao,clube_casa_id,timestamp,campeonato_id,valida,mandante
143,8,99274,15,263,3,6,11.0,7.29,0.49,12.02,True,alexander-barboza,Alexander Barboza,A. Barboza,Alexander Nahuel Barboza Ullúa,4,22,13,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
144,9,98909,15,282,5,6,0.0,3.63,0.0,7.49,False,cuello,Cuello,Cuello,Tomás Esteban Cuello,3,6,11,9,15,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,True
145,13,91607,15,282,5,6,3.9,5.47,-0.62,11.18,True,rony,Rony,Rony,Ronielson da Silva Barbosa,3,14,26,7,26,12,0,13,0,3,0,1,0,1,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,True
146,10,92087,15,282,3,6,1.9,5.61,-0.35,8.52,True,lyanco,Lyanco,Lyanco,Lyanco Evangelista Silveira Neves Vojnovic,3,21,19,3,17,2,5,3,0,0,2,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,True
147,10,85048,15,264,5,7,1.7,6.33,-0.14,14.43,True,memphis-depay,Memphis Depay,M. Depay,Memphis Depay,3,5,8,6,14,0,0,7,3,3,0,2,0,0,0,0,0,0,1,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,True
148,3,89493,15,282,3,6,0.0,3.53,0.0,5.92,False,igor-rabello,Igor Rabello,I. Rabello,Igor Rabello da Costa,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,True
149,6,87228,15,282,2,5,0.5,4.27,-0.99,9.44,True,guilherme-arana,Guilherme Arana,G. Arana,Guilherme Antonio Arana Lopes,2,7,5,3,4,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,True
150,14,88312,15,282,3,6,-0.2,3.91,-0.34,5.9,True,junior-alonso,Junior Alonso,J. Alonso,Júnior Osmar Ignacio Alonso Mujica,2,10,11,5,6,0,7,1,1,0,0,0,0,0,0,0,0,0,0,1,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,True
151,7,87258,15,266,5,7,0.5,1.49,-0.51,8.02,True,soteldo,Soteldo,Soteldo,Yeferson Julio Soteldo Martínez,1,3,2,3,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,46.67,66.67,Maracanã,2025-07-20 19:30:00,0,1,334027,8,266,2,262,1753050600,26,True,True
152,10,103767,15,282,4,6,-1.6,1.98,-0.83,4.84,True,gabriel-menino,Gabriel Menino,G. Menino,Gabriel Vinícius Menino,1,7,6,1,8,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,True
153,14,107554,15,282,2,6,0.0,5.82,-0.42,8.13,True,natanael,Natanael,Natanael,Natanael Moreira Milouski,1,29,16,3,6,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,True
154,11,98225,15,354,5,7,2.9,3.35,0.32,7.84,True,pedro-raul,Pedro Raul,P. Raul,Pedro Raul Garay da Silva,3,3,21,12,14,18,0,4,0,2,0,2,0,0,0,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,True
155,11,72460,15,282,4,6,-0.3,0.89,-0.34,3.66,True,bernard,Bernard,Bernard,Bernard Anício Caldeira Duarte,1,7,6,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,True
156,9,102928,15,266,5,2,2.8,3.65,-0.87,6.94,True,canobbio,Canobbio,Canobbio,Agustín Canobbio Graviz,2,12,10,4,13,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,46.67,66.67,Maracanã,2025-07-20 19:30:00,0,1,334027,8,266,2,262,1753050600,26,True,True
157,6,102318,15,282,2,6,2.0,4.08,-0.47,6.95,True,caio-paulista,Caio Paulista,C. Paulista,Caio Fernando de Oliveira,1,5,4,2,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,True
158,13,110727,15,282,4,6,0.0,6.26,0.0,8.96,False,rubens,Rubens,Rubens,Rubens Antônio Dias,2,42,18,10,10,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,True
159,10,39656,15,282,4,6,3.0,1.98,0.27,4.97,True,alan-franco,Alan Franco,A. Franco,Alan Steven Franco Palma,1,13,10,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,True
160,1,115674,15,282,1,6,0.0,1.9,0.0,2.55,False,gabriel-delfim,Gabriel Delfim,G. Delfim,Gabriel Delfim Ferreira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,True
161,7,96725,15,282,2,6,1.5,3.79,-0.71,6.15,True,saravia,Saravia,Saravia,Renzo Saravia,0,4,7,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,True
162,11,89368,15,284,5,6,1.4,5.69,-1.47,12.92,True,braithwaite,Braithwaite,Braithwaite,Martin Christensen Braithwaite,2,8,12,6,13,2,0,6,1,4,0,0,0,1,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,True
163,12,100084,15,282,4,6,2.9,3.02,0.19,5.64,True,igor-gomes,Igor Gomes,I. Gomes,Igor Silveira Gomes,0,7,9,3,5,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,True
164,9,101002,15,282,5,6,1.0,3.1,-0.36,7.15,True,junior-santos,Júnior Santos,J. Santos,José Antonio dos Santos Júnior,1,3,2,4,7,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,True
165,0,111582,15,282,1,6,0.0,0.0,0.0,1.0,False,gabriel-atila,Gabriel Átila,G. Átila,Gabriel Átila Cardoso da Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,True
166,12,72493,15,263,2,6,9.3,5.68,0.6,11.09,True,alex-telles,Alex Telles,A. Telles,Alex Nicolao Telles,1,7,13,4,8,1,9,2,0,1,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
167,13,93790,15,263,4,6,1.9,2.61,-0.15,5.74,True,marlon-freitas,Marlon Freitas,M. Freitas,Marlon Rodrigues Freitas,3,11,12,3,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
168,0,125469,15,282,4,6,0.0,0.0,0.0,4.0,False,alisson,Alisson,Alisson,Alisson Santana Lopes da Fonseca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,True
169,0,123359,15,282,5,5,0.0,0.0,0.0,3.0,False,cadu,Cadu,Cadu,Carlos Eduardo Amaral Pereira de Castro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,True
170,0,139455,15,282,5,5,0.0,0.0,0.0,2.0,False,caio-maia,Caio Maia,C. Maia,Caio da Silva Maia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,True
171,13,100898,15,263,2,6,10.3,7.42,0.09,11.32,True,vitinho,Vitinho,Vitinho,Victor Alexander da Silva,1,28,12,4,6,2,9,0,0,1,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
172,0,104191,15,263,1,6,0.0,0.0,0.0,2.0,False,raul,Raul,Raul,Raul Jonas Steffens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
173,12,95799,15,263,5,6,1.0,5.04,-0.82,9.13,True,artur,Artur,Artur,Artur Victor Guimarães,1,8,8,7,15,1,0,4,3,2,0,1,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
174,0,87808,15,263,3,6,0.0,0.0,0.0,3.0,False,philipe-sampaio,Philipe Sampaio,P. Sampaio,Philipe Sampaio Azevedo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
175,3,115268,15,282,3,6,-0.1,2.33,-0.77,3.69,True,romulo,Rômulo,Rômulo,Rômulo Helberte Pereira Junior,1,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,True
176,13,94044,15,263,1,6,11.5,7.23,0.76,12.96,True,john,John,John,John Victor Maciel Furtado,2,1,1,0,3,0,9,0,0,0,0,0,0,0,41,5,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
177,2,86777,15,263,4,6,0.0,-0.65,0.0,4.35,False,danilo-barbosa,Danilo Barbosa,D. Barbosa,Danilo Barbosa da Silva,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
178,6,140364,15,282,5,6,0.0,0.4,0.0,1.8,False,joao-marcelo,João Marcelo,J. Marcelo,João Marcelo Soares de Freitas,0,0,2,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,True
179,6,107172,15,263,4,6,0.0,1.63,0.0,3.97,False,patrick-de-paula,Patrick de Paula,P. Paula,Patrick de Paula Carreiro,0,3,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
180,7,124757,15,263,5,6,5.0,2.64,0.78,5.21,True,nathan-fernandes,Nathan Fernandes,N. Fernandes,Nathan Ribeiro Fernandes,0,1,2,1,3,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
181,6,69140,15,263,4,6,0.0,0.62,0.0,2.84,False,allan,Allan,Allan,Allan Marques Loureiro,1,3,10,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
182,0,107183,15,263,1,6,0.0,0.0,0.0,5.0,False,leo-linck,Léo Linck,L. Linck,Leonardo Matias Baiersdorf Linck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
183,11,116065,15,263,2,6,14.5,7.14,1.07,11.45,True,cuiabano,Cuiabano,Cuiabano,Luís Eduardo Soares da Silva,2,11,10,3,9,1,7,1,1,2,0,1,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
184,8,124481,15,263,2,6,4.7,3.83,-0.02,7.23,True,mateo-ponte,Mateo Ponte,M. Ponte,Mateo Ponte Costa,1,3,4,0,1,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
185,4,104693,15,263,4,6,4.2,1.1,0.81,3.37,True,newton,Newton,Newton,Newton Araújo da Costa Júnior,1,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
186,12,70666,15,354,3,7,-1.6,4.32,-0.71,6.92,True,marllon,Marllon,Marllon,Marllon Gonçalves Jerônimo Borges,1,7,8,1,6,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,True
187,5,108274,15,263,3,6,0.0,2.8,0.0,4.21,False,david-ricardo,David Ricardo,D. Ricardo,David Ricardo Loiola da Silva,0,2,6,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
188,0,131512,15,263,5,6,0.0,0.0,0.0,3.0,False,yarlen,Yarlen,Yarlen,Yarlen Faustino Augusto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
189,3,107170,15,263,5,5,0.0,2.33,0.0,4.33,False,jeffinho,Jeffinho,Jeffinho,Jefferson Ruan Pereira dos Santos,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
190,0,131757,15,263,3,6,0.0,0.0,0.0,2.0,False,serafim,Serafim,Serafim,Vinicius Lima Serafim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
191,6,71571,15,354,1,6,0.0,6.18,0.0,7.02,False,fernando-miguel,Fernando Miguel,F. Miguel,Fernando Miguel Kaufmann,0,0,0,0,6,0,3,0,0,0,0,0,0,0,17,3,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,True
192,5,115404,15,263,5,6,1.5,1.34,-0.1,3.25,True,rwan-cruz,Rwan Cruz,R. Cruz,Rwan Philipe Rodrigues de Souza Cruz,0,3,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
193,11,84428,15,354,4,7,0.5,1.82,0.02,4.45,True,fernando-sobral,Fernando Sobral,F. Sobral,Fernando Pereira do Nascimento,4,15,15,2,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,True
194,0,141401,15,263,5,6,0.0,0.0,0.0,3.0,False,kayke-queiroz,Kayke Queiroz,K. Queiroz,Kayke Gouvêa Queiroz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
195,0,121827,15,263,4,6,0.0,0.0,0.0,3.0,False,kaue-rodrigues,Kauê Rodrigues,K. Rodrigues,Kauê Rodrigues Pessanha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
196,6,79266,15,354,1,7,2.9,3.57,0.24,5.93,True,bruno-ferreira,Bruno Ferreira,B. Ferreira,Bruno Ferreira Ventura Diniz - de Lins,1,0,1,0,1,0,2,0,0,0,0,0,0,0,14,6,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,True
197,8,72583,15,354,5,7,4.9,3.63,0.76,7.61,True,pedro-henrique,Pedro Henrique,P. Henrique,Pedro Henrique Konzen Medina da Silva,2,7,15,7,10,3,0,4,0,1,0,1,1,0,0,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,True
198,0,141083,15,263,5,6,0.0,0.0,0.0,2.0,False,rafael-lobato,Rafael Lobato,R. Lobato,Rafael Genuino Lobato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
199,5,111831,15,263,5,6,0.0,3.02,0.0,5.73,False,matheus-martins,Matheus Martins,M. Martins,Matheus Martins Silva dos Santos,1,5,5,1,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,True
200,14,87999,15,282,4,6,0.0,3.17,-0.07,9.71,True,gustavo-scarpa,Gustavo Scarpa,G. Scarpa,Gustavo Henrique Furtado Scarpa,2,8,12,12,19,2,0,5,1,1,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,True
201,1,86536,15,354,4,6,0.0,0.0,0.0,3.62,False,richardson,Richardson,Richardson,Richardson Fernandes dos Santos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,True
202,0,78851,15,354,1,6,0.0,0.0,0.0,5.0,False,richard,Richard,Richard,Richard de Oliveira Costa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,True
203,7,85930,15,354,5,6,0.0,2.77,-0.48,4.24,True,aylon,Aylon,Aylon,Aylon Darwin Tavella,0,4,9,3,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,True
204,4,95127,15,354,2,7,0.0,3.67,0.0,5.6,False,nicolas,Nicolas,Nicolas,Nicolas Vecchiato da Silva - Vichiatto / Vechiatto,0,3,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,True
205,0,72359,15,354,3,5,0.0,0.0,0.0,4.0,False,luiz-otavio,Luiz Otávio,L. Otávio,Luiz Otávio Anacleto Leandro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,True
206,12,101027,15,354,2,7,3.5,6.73,-0.02,10.18,True,diego,Diego,Diego,Jackson Diego Ibraim Fagundes - Ibrahim,2,19,7,2,37,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,True
207,12,101908,15,354,3,7,5.1,4.23,0.39,5.54,True,willian-machado,Willian Machado,W. Machado,Willian Estefani Machado,1,11,4,3,5,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,True
208,8,93236,15,354,2,6,3.8,3.29,-0.02,4.87,True,rafael-ramos,Rafael Ramos,R. Ramos,Rafael António Figueiredo Ramos,1,8,10,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,True
209,6,93637,15,354,2,6,-0.1,2.57,-0.43,4.8,True,bruno-tubarao,Bruno Tubarão,B. Tubarão,Bruno Nunes de Barros,0,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,True
210,4,91130,15,354,5,6,0.0,3.03,0.0,5.72,False,fernandinho,Fernandinho,Fernandinho,Fernando José Marques Maciel,1,6,3,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,True
211,12,108713,15,354,5,7,6.4,4.44,0.79,5.89,True,galeano,Galeano,Galeano,Antonio Javier Galeano Ferreira,1,12,6,4,23,4,0,4,0,2,0,1,0,0,0,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,True
212,1,91203,15,354,3,6,0.0,0.8,0.0,2.9,False,eder,Éder,Éder,Éder Ferreira Graminho,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,True
213,10,99032,15,354,4,6,5.0,1.83,0.81,4.32,True,lourenco,Lourenço,Lourenço,João Paulo Ferreira Lourenço,0,10,9,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,True
214,11,141763,15,354,2,7,3.2,5.19,0.08,7.47,True,fabiano-souza,Fabiano Souza,F. Souza,Fabiano Josué de Souza Silva,4,18,19,4,21,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,True
215,7,105845,15,354,4,6,0.7,2.53,-0.16,5.33,True,matheus-araujo,Matheus Araújo,M. Araújo,Matheus de Araújo Andrade,0,1,1,1,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,True
216,10,92440,15,264,3,7,1.3,3.12,-0.92,5.69,True,andre-ramalho,André Ramalho,A. Ramalho,André Ramalho Silva,3,10,13,2,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,True
217,12,77485,15,264,4,7,0.2,3.01,-1.03,6.02,True,carrillo,Carrillo,Carrillo,André Martín Carrillo Díaz,0,18,15,4,9,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,True
218,0,93834,15,354,1,6,0.0,0.0,0.0,3.0,False,keiller,Keiller,Keiller,Keiller da Silva Nunes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,True
219,14,88323,15,264,5,2,4.5,2.92,0.03,6.64,True,angel-romero,Ángel Romero,A. Romero,Ángel Rodrigo Romero Villamayor,3,12,9,8,20,6,0,4,1,0,0,1,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,True
220,13,95556,15,264,4,3,1.2,2.58,-0.17,5.22,True,raniele,Raniele,Raniele,Raniele Almeida Melo,3,18,14,3,18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,True
221,11,102340,15,264,3,7,0.0,4.33,-1.24,6.27,True,caca,Cacá,Cacá,Carlos de Menezes Júnior,2,7,9,2,8,0,4,1,0,2,0,0,1,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,True
222,11,94154,15,264,4,5,0.0,1.3,0.0,3.58,False,maycon,Maycon,Maycon,Maycon de Andrade Barberan,0,9,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,True
223,0,108176,15,354,3,6,0.0,0.0,0.0,4.0,False,gabriel-lacerda,Gabriel Lacerda,G. Lacerda,Gabriel Santos Cordeiro Lacerda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,46.67,Beira-Rio,2025-07-20 11:00:00,0,1,334033,11,354,12,285,1753020000,26,True,True
224,7,107950,15,282,4,6,0.0,3.23,0.0,6.75,False,fausto-vera,Fausto Vera,F. Vera,Fausto Mariano Vera,1,9,6,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,True
225,9,89048,15,264,5,6,0.0,2.18,0.0,4.39,False,hector-hernandez,Héctor Hernández,H. Hernández,Héctor José Hernández Marrero,0,5,4,2,3,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,True
