,atletas.jogos_num,atletas.atleta_id,atletas.rodada_id,atletas.clube_id,atletas.posicao_id,atletas.status_id,atletas.pontos_num,atletas.media_num,atletas.variacao_num,atletas.preco_num,atletas.entrou_em_campo,atletas.slug,atletas.apelido,atletas.apelido_abreviado,atletas.nome,CA,DS,FC,FF,FS,I,SG,FD,A,G,CV,FT,PC,PS,DE,GS,V,DP,PP,GC,aproveitamento_visitante,aproveitamento_mandante,local,partida_data,placar_oficial_visitante,placar_oficial_mandante,partida_id,clube_visitante_posicao,clube_visitante_id,clube_casa_posicao,clube_casa_id,timestamp,campeonato_id,valida,mandante
256,13,85403,15,2305,4,7,0.6,3.02,-0.02,5.03,True,danielzinho,Danielzinho,Danielzinho,Daniel de Oliveira Sertanejo,2,13,17,4,22,0,0,3,1,0,0,1,0,1,0,0,0,0,0,0,46.67,73.33,Maião,2025-07-19 18:30:00,0,3,334031,17,277,7,2305,1752960600,26,True,False
257,11,108683,15,275,4,6,0.5,4.27,-0.47,5.71,True,emiliano-martinez,Emiliano Martínez,E. Martínez,Emiliano Martínez Toranza,1,24,12,2,7,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,False
258,1,141452,15,275,5,6,0.0,0.5,0.0,1.1,False,thalys,Thalys,Thalys,Thalys Henrique Gomes de Araújo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,False
259,1,107236,15,275,2,6,0.0,1.2,0.0,3.77,False,vanderlan,Vanderlan,Vanderlan,Vanderlan Barbosa da Silva,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,False
260,11,113103,15,275,5,6,0.0,4.7,0.0,8.42,False,flaco-lopez,Flaco López,F. López,José Manuel Alberto López,3,13,14,14,16,4,0,3,0,2,0,0,0,1,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,False
261,8,141451,15,275,4,6,0.0,3.54,-0.23,4.63,True,allan,Allan,Allan,Allan Andrade Elias,0,12,3,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46.67,33.33,Allianz Parque,2025-07-20 17:30:00,2,3,334029,9,282,4,275,1753043400,26,True,False
262,13,77656,15,276,2,7,8.5,2.64,1.3,7.37,True,cedric-soares,Cédric Soares,C. Soares,Cédric Ricardo Alves Soares,1,12,6,2,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,False
263,14,68928,15,276,1,7,10.2,4.48,1.36,10.54,True,rafael,Rafael,Rafael,Rafael Pires Monteiro,2,1,0,0,5,0,3,0,0,0,0,0,0,0,49,18,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,False
264,8,80570,15,276,2,7,19.3,5.24,3.33,11.84,True,wendell,Wendell,Wendell,Wendell Nascimento Borges,0,12,9,2,10,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,False
265,12,80287,15,276,5,7,20.3,6.91,0.83,12.1,True,luciano,Luciano,Luciano,Luciano da Rocha Neves,3,14,11,15,19,1,0,9,2,3,0,0,0,2,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,False
266,13,81845,15,276,4,7,-0.4,1.6,-0.23,4.32,True,alisson,Alisson,Alisson,Alisson Euler de Freitas Castro,4,6,13,3,15,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,False
267,3,118701,15,292,2,6,0.0,0.47,-0.27,1.74,True,kevyson,Kevyson,Kevyson,Kevyson Costa e Silva,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
268,11,99889,15,276,3,7,6.2,2.22,0.83,6.43,True,alan-franco,Alan Franco,A. Franco,Alan Javier Franco,2,9,12,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,False
269,13,104758,15,276,2,6,0.0,4.7,0.0,8.8,False,enzo-diaz,Enzo Díaz,E. Díaz,Enzo Hernán Díaz,3,33,27,5,11,1,2,1,1,0,0,0,3,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,False
270,0,86508,15,276,1,6,0.0,0.0,0.0,5.0,False,jandrei,Jandrei,Jandrei,Jandrei Chitolina Carniel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,False
271,1,71536,15,276,4,5,0.0,9.6,0.0,10.73,False,luiz-gustavo,Luiz Gustavo,L. Gustavo,Luiz Gustavo Dias,0,4,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,False
272,10,105300,15,276,3,7,14.2,4.23,1.24,8.58,True,ferraresi,Ferraresi,Ferraresi,Nahuel Adolfo Ferraresi Hernández,2,25,11,1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,False
273,11,106294,15,276,4,7,0.8,1.47,-0.32,3.52,True,marcos-antonio,Marcos Antônio,M. Antônio,Marcos Antônio Silva Santos,3,10,12,2,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,False
274,0,102909,15,276,4,6,0.0,0.0,0.0,5.0,False,luan-vinicius,Luan Vinícius,L. Vinícius,Luan Vinícius da Silva Santos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,False
275,11,97810,15,287,5,2,3.4,3.17,0.37,5.76,True,erick,Erick,Erick,Erick de Arruda Serafim,2,4,8,8,22,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
276,13,131617,15,276,5,7,4.4,5.05,-1.47,7.35,True,andre-silva,André Silva,A. Silva,André Oliveira e Silva,4,6,14,7,12,3,0,3,2,5,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,False
277,10,101290,15,276,5,6,0.0,5.97,-0.51,9.07,True,ferreira,Ferreira,Ferreira,Aldemir dos Santos Ferreira,2,9,5,6,17,1,0,2,2,3,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,False
278,7,113359,15,276,4,6,-0.6,0.4,-0.39,4.23,True,pablo-maia,Pablo Maia,P. Maia,Pablo Gonçalves Maia Fortunato,2,3,10,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,False
279,9,104075,15,276,3,6,4.7,1.85,0.7,4.9,True,sabino,Sabino,Sabino,José Sabino Chagas Monteiro,2,3,8,2,5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,False
280,0,124674,15,276,4,6,0.0,0.0,0.0,2.0,False,felipe-negrucci,Felipe Negrucci,F. Negrucci,Felipe Negrucci Berdague,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,False
281,6,118563,15,276,4,6,0.0,-0.23,0.0,1.13,False,rodriguinho,Rodriguinho,Rodriguinho,Rodrigo Huendra Almeida Mendonça,3,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,False
282,2,83048,15,292,3,7,3.1,3.75,0.14,6.37,True,rafael-thyere,Rafael Thyere,R. Thyere,Rafael Thyere de Albuquerque Marques,0,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
283,0,117818,15,276,1,6,0.0,0.0,0.0,2.0,False,young,Young,Young,Young Navarro Moraes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,False
284,7,140542,15,276,5,5,0.0,2.69,0.0,3.62,False,ryan-francisco,Ryan Francisco,R. Francisco,Ryan Francisco Rodrigues dos Santos Silva,0,0,4,2,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,False
285,10,107873,15,276,4,7,5.7,2.39,-0.1,5.11,True,bobadilla,Bobadilla,Bobadilla,Damián Josué Bobadilla Benítez,1,15,11,1,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,False
286,11,91808,15,292,1,7,0.0,3.19,0.0,5.71,False,caique-franca,Caíque França,C. França,Caíque França Godoy,2,2,0,0,1,0,2,0,0,0,0,0,0,0,32,18,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
287,0,106829,15,276,2,6,0.0,0.0,0.0,4.0,False,patryck,Patryck,Patryck,Patryck Lanza dos Reis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,26.67,Morumbis,2025-07-19 21:00:00,0,2,334030,10,264,14,276,1752969600,26,True,False
288,3,79702,15,292,3,6,0.0,1.37,0.0,3.81,False,antonio-carlos,Antônio Carlos,A. Carlos,Antônio Carlos Cunha Capocasali Júnior,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
289,10,91639,15,292,2,7,4.6,4.83,0.26,8.04,True,igor-carius,Igor Cariús,I. Cariús,Igor Aquino da Silva,1,22,8,1,15,4,2,4,0,0,0,0,1,0,0,0,0,0,0,1,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
290,3,81401,15,292,5,6,0.0,0.87,0.0,6.3,False,goncalo-paciencia,Gonçalo Paciência,G. Paciência,Gonçalo Mendes Paciência,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
291,7,69138,15,292,5,5,0.0,3.27,0.0,6.43,False,pablo,Pablo,Pablo,Pablo Felipe Teixeira,1,5,8,5,10,6,0,2,0,1,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
292,0,80076,15,292,5,6,0.0,0.0,0.0,6.0,False,ze-roberto,Zé Roberto,Z. Roberto,José Roberto Assunção de Araújo Filho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
293,6,122755,15,292,3,6,0.0,1.42,0.0,3.6,False,lucas-cunha,Lucas Cunha,L. Cunha,Lucas de Souza Cunha,2,4,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
294,0,97645,15,287,1,6,0.0,0.0,0.0,3.0,False,thiago-couto,Thiago Couto,T. Couto,Thiago Couto Wenceslau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
295,0,85931,15,292,4,6,0.0,0.0,0.0,5.0,False,hyoran,Hyoran,Hyoran,Hyoran Kaue Dalmoro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
296,12,80583,15,292,4,7,3.5,2.62,0.16,5.67,True,lucas-lima,Lucas Lima,L. Lima,Lucas Rafael Araújo Lima,5,9,16,1,18,5,0,7,2,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
297,13,107726,15,292,5,7,4.0,4.76,-0.08,6.76,True,chrystian-barletta,Chrystian Barletta,C. Barletta,Chrystian Amaral Barletta de Almeida,0,7,8,11,15,3,0,13,0,2,0,2,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
298,6,84523,15,292,5,6,0.5,0.92,-0.28,2.79,True,romarinho,Romarinho,Romarinho,José Romário Silva de Souza,0,0,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
299,11,104271,15,292,2,5,0.0,4.79,0.0,5.91,False,hereda,Hereda,Hereda,Diogo Hereda da Silva,1,17,12,7,18,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
300,0,111465,15,292,3,6,0.0,0.0,0.0,3.0,False,renzo,Renzo,Renzo,Renzo Azevedo Pimentel de Moura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
301,8,70696,15,287,6,7,6.6,5.09,0.39,8.82,True,fabio-carille,Fábio Carille,F. Carille,Fábio Luiz Carille de Araújo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
302,0,137375,15,292,5,6,0.0,0.0,0.0,1.0,False,micael,Micael,Micael,Micael de Barros Viturino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
303,0,141151,15,292,2,6,0.0,0.0,0.0,3.0,False,felipinho,Felipinho,Felipinho,Felipe Gabriel dos Santos Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
304,10,141160,15,292,4,7,8.7,3.15,0.96,5.95,True,ze-lucas,Zé Lucas,Z. Lucas,José Lucas Gomes da Silva,0,15,6,4,13,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
305,8,60793,15,267,5,6,0.0,0.66,0.0,2.47,False,alex-teixeira,Alex Teixeira,A. Teixeira,Alex Teixeira Santos,1,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,False
306,13,99253,15,292,3,6,0.9,3.05,-0.36,5.55,True,chico,Chico,Chico,Francisco Alves da Silva Neto - Melo,1,17,7,5,6,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
307,0,141158,15,292,4,6,0.0,0.0,0.0,2.0,False,breno,Breno,Breno,Breno José da Silva Santos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
308,8,141453,15,292,4,6,0.5,1.21,-0.29,3.66,True,atencio,Atencio,Atencio,Rodrigo Uriel Atencio,1,1,3,4,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
309,1,86410,15,267,2,6,0.0,1.7,0.0,4.24,False,victor-luis,Victor Luis,V. Luis,Victor Luis Chuab Zamblauskas,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,False
310,13,104250,15,267,3,6,0.0,3.56,-0.53,5.95,True,joao-victor,João Victor,J. Victor,João Victor da Silva Marcelino,3,16,10,5,8,0,2,2,0,1,0,1,0,0,0,0,0,0,0,1,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,False
311,6,81091,15,267,4,6,0.0,2.02,0.0,4.89,False,jair,Jair,Jair,Jair Rodrigues Júnior,2,8,9,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,False
312,0,141145,15,292,1,6,0.0,0.0,0.0,2.0,False,davi,Davi,Davi,Davi Medeiros Serrano Lira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
313,2,87853,15,267,3,6,0.0,4.0,0.0,6.92,False,mauricio-lemos,Mauricio Lemos,M. Lemos,Paolo Mauricio Lemos Merladett,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,False
314,0,95936,15,267,1,6,0.0,0.0,0.0,3.0,False,daniel-fuzato,Daniel Fuzato,D. Fuzato,Daniel Cerântula Fuzato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,False
315,11,93716,15,267,2,6,5.4,7.72,0.44,12.68,True,paulo-henrique,Paulo Henrique,P. Henrique,Paulo Henrique de Oliveira Alves,4,38,21,4,7,1,2,3,3,0,0,1,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,False
316,2,90309,15,267,5,6,4.6,2.3,0.74,6.17,True,david,David,David,David Correa da Fonseca,0,2,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,False
317,11,86686,15,267,4,6,-0.9,1.15,-0.78,3.55,True,tche-tche,Tchê Tchê,T. Tchê,Danilo das Neves Pinheiro,0,2,5,2,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,False
318,0,101768,15,267,4,6,0.0,0.0,0.0,3.0,False,jean-david,Jean David,J. David,Jean David Meneses Villarroel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,False
319,0,94514,15,267,3,6,0.0,0.0,0.0,4.0,False,lucas-oliveira,Lucas Oliveira,L. Oliveira,Lucas da Cruz Oliveira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,False
320,12,122486,15,267,5,6,10.2,5.52,1.46,8.39,True,rayan,Rayan,Rayan,Rayan Vitor Simplício Rocha,0,12,7,11,20,0,0,8,0,2,0,2,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,False
321,1,122487,15,267,5,5,0.0,-0.3,0.0,1.69,False,gb,GB,GB,Gabriel Souza da Silva,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,False
322,9,111682,15,267,4,5,0.0,0.85,0.0,3.01,False,adson,Adson,Adson,Adson Ferreira Soares,0,3,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,False
323,2,112906,15,267,4,6,0.0,0.85,0.0,4.54,False,sforza,Sforza,Sforza,Juan Sebastián Sforza,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,False
324,5,99213,15,267,2,6,0.0,1.08,0.0,3.54,False,puma-rodriguez,Puma Rodríguez,P. Rodríguez,José Luis Rodríguez Bebanz,0,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,False
325,7,126182,15,267,4,6,0.0,0.69,0.0,4.3,False,paulinho,Paulinho,Paulinho,Paulo Lucas Santos de Paula,1,4,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,False
326,12,101594,15,267,4,6,2.9,2.67,0.27,5.49,True,hugo-moura,Hugo Moura,H. Moura,Hugo Moura Arruda da Silva,3,19,22,3,8,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,False
327,0,121766,15,267,2,6,0.0,0.0,0.0,2.0,False,paulinho-silva,Paulinho Silva,P. Silva,Paulo Ricardo de Souza Babilônia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,False
328,9,141493,15,267,5,6,0.8,1.02,0.05,3.17,True,loide-augusto,Loide Augusto,L. Augusto,Loide António Augusto,1,4,6,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,False
329,10,115141,15,267,3,6,11.5,2.29,1.97,5.4,True,lucas-freitas,Lucas Freitas,L. Freitas,Lucas de Freitas Molarinho Chagas,1,6,9,2,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,False
330,9,118752,15,267,4,6,0.5,1.13,-0.03,3.58,True,mateus-carvalho,Mateus Carvalho,M. Carvalho,Mateus Carvalho dos Santos,1,7,7,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,False
331,13,142279,15,267,5,6,0.2,5.05,-1.06,7.86,True,nuno-moreira,Nuno Moreira,N. Moreira,Nuno Gonçalo Rocha Moreira,1,12,6,5,19,5,0,7,1,3,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,False
332,5,71680,15,287,2,7,7.0,2.22,0.69,3.45,True,raul-caceres,Raúl Cáceres,R. Cáceres,Raúl Alejandro Cáceres Bogado,2,3,6,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
333,2,130279,15,267,4,6,0.0,0.6,0.0,1.9,False,lukas-zuccarello,Lukas Zuccarello,L. Zuccarello,Lukas Rocha Zuccarello,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,False
334,12,90943,15,287,3,7,6.2,2.52,0.24,4.33,True,ze-marcos,Zé Marcos,Z. Marcos,José Marcos Alves Luis,1,7,9,0,7,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
335,0,130255,15,267,4,6,0.0,0.0,0.0,3.0,False,guilherme-estrella,Guilherme Estrella,G. Estrella,Guilherme Estrella de Paiva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.33,26.67,São Januário,2025-07-19 17:30:00,1,1,334028,13,284,16,267,1752957000,26,True,False
336,0,70221,15,287,3,6,0.0,0.0,0.0,4.0,False,bruno-uvini,Bruno Uvini,B. Uvini,Bruno Uvini Bortolança,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
337,3,70449,15,292,1,6,4.2,1.1,0.89,3.7,True,gabriel,Gabriel,Gabriel,Gabriel Vasconcelos Ferreira,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,86.67,13.33,Ilha do Retiro,2025-07-20 17:30:00,1,0,334039,5,263,20,292,1753043400,26,True,False
338,6,81952,15,287,4,6,0.0,2.28,0.0,4.49,False,willian-oliveira,Willian Oliveira,W. Oliveira,Willian Osmar de Oliveira Silva,3,8,9,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
339,3,83786,15,287,3,6,0.0,0.0,0.0,3.37,False,neris,Neris,Neris,Hueglo dos Santos Neris,1,1,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33.33,40.0,Barradão,2025-07-20 16:00:00,0,1,334034,3,280,15,287,1753038000,26,True,False
