,atletas.jogos_num,atletas.atleta_id,atletas.rodada_id,atletas.clube_id,atletas.posicao_id,atletas.status_id,atletas.pontos_num,atletas.media_num,atletas.variacao_num,atletas.preco_num,atletas.entrou_em_campo,atletas.slug,atletas.apelido,atletas.apelido_abreviado,atletas.nome,CA,DE,DP,FS,GS,SG,DS,FC,FF,I,CV,FD,FT,PC,G,A,PS,V,PP,GC,aproveitamento_visitante,aproveitamento_mandante,local,partida_data,placar_oficial_visitante,placar_oficial_mandante,partida_id,clube_visitante_posicao,clube_visitante_id,clube_casa_posicao,clube_casa_id,timestamp,campeonato_id,valida,mandante
233,9,96340,14,266,4,6,3.8,2.35,0.64,5.58,True,lima,Lima,Lima,Vinícius Moreira de Lima,1,0,0,10,0,0,1,6,5,0,0,2,1,0,1,0,0,0,0,0,86.67,46.67,Maracanã,2025-07-17 19:30:00,2.0,0.0,333997,1,283,7,266,1752791400,26,True,False
234,4,106918,14,266,5,6,0.0,3.55,0.0,5.35,False,paulo-baya,Paulo Baya,P. Baya,Paulo Henrique Silva Ribeiro,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,86.67,46.67,Maracanã,2025-07-17 19:30:00,2.0,0.0,333997,1,283,7,266,1752791400,26,True,False
235,0,82463,14,266,4,6,0.0,0.0,0.0,7.0,False,otavio,Otávio,Otávio,Otávio Henrique Passos Santos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,46.67,Maracanã,2025-07-17 19:30:00,2.0,0.0,333997,1,283,7,266,1752791400,26,True,False
236,6,130650,14,266,4,2,0.0,1.13,0.0,3.37,False,bernal,Bernal,Bernal,Facundo Bernal Cruz,2,0,0,6,0,0,2,4,2,0,0,2,0,0,0,0,0,0,0,0,86.67,46.67,Maracanã,2025-07-17 19:30:00,2.0,0.0,333997,1,283,7,266,1752791400,26,True,False
237,10,132071,14,266,5,7,4.7,4.21,-0.73,6.67,True,serna,Serna,Serna,Kevin Steven Serna Jaramillo,0,0,0,10,0,0,5,2,2,0,0,3,0,0,3,0,1,0,0,0,86.67,46.67,Maracanã,2025-07-17 19:30:00,2.0,0.0,333997,1,283,7,266,1752791400,26,True,False
238,0,102137,14,266,1,6,0.0,0.0,0.0,2.0,False,vitor-eudes,Vitor Eudes,V. Eudes,Vitor Eudes de Souza Costa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,46.67,Maracanã,2025-07-17 19:30:00,2.0,0.0,333997,1,283,7,266,1752791400,26,True,False
239,9,116447,14,266,4,2,4.4,3.54,0.31,6.85,True,hercules,Hércules,Hércules,Hércules Pereira do Nascimento,1,0,0,2,0,0,12,12,5,0,0,2,1,0,1,0,0,0,0,0,86.67,46.67,Maracanã,2025-07-17 19:30:00,2.0,0.0,333997,1,283,7,266,1752791400,26,True,False
240,2,140484,14,266,5,6,0.0,0.25,0.0,4.18,False,riquelme-felipe,Riquelme Felipe,R. Felipe,Riquelme Felipe Silva de Almeida,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,86.67,46.67,Maracanã,2025-07-17 19:30:00,2.0,0.0,333997,1,283,7,266,1752791400,26,True,False
241,5,86485,14,266,5,6,1.2,1.8,-0.29,5.72,True,keno,Keno,Keno,Marcos da Silva França,0,0,0,5,0,0,1,2,4,0,0,2,0,0,0,0,0,0,0,0,86.67,46.67,Maracanã,2025-07-17 19:30:00,2.0,0.0,333997,1,283,7,266,1752791400,26,True,False
242,4,103672,14,266,2,2,0.3,3.73,-0.72,7.28,True,gabriel-fuentes,Gabriel Fuentes,G. Fuentes,Gabriel Rafael Fuentes Gómez,1,0,0,0,0,0,11,6,0,0,0,1,0,0,0,0,0,0,0,0,86.67,46.67,Maracanã,2025-07-17 19:30:00,2.0,0.0,333997,1,283,7,266,1752791400,26,True,False
243,3,123788,14,266,4,6,0.0,0.83,0.0,4.63,False,lezcano,Lezcano,Lezcano,Rubén Darío Lezcano Portillo,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,46.67,Maracanã,2025-07-17 19:30:00,2.0,0.0,333997,1,283,7,266,1752791400,26,True,False
244,7,74187,14,277,4,2,1.1,1.55,-0.04,3.88,True,rincon,Rincón,Rincón,Tomás Eduardo Rincón Hernández,2,0,0,4,0,0,8,17,5,0,0,0,0,0,0,0,0,0,0,0,66.67,60.0,Vila Belmiro,2025-07-16 20:00:00,0.0,1.0,334000,2,262,13,277,1752706800,26,True,False
245,1,117930,14,266,5,6,0.0,0.5,0.0,3.45,False,lavega,Lavega,Lavega,Joaquín Lavega Colzada,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.67,46.67,Maracanã,2025-07-17 19:30:00,2.0,0.0,333997,1,283,7,266,1752791400,26,True,False
246,8,63289,14,284,4,6,0.0,2.22,0.0,5.58,False,edenilson,Edenílson,Edenílson,Edenílson Andrade dos Santos,3,0,0,8,0,0,3,5,1,0,0,0,0,0,1,1,0,0,0,0,0.0,46.67,Arena do Grêmio,2025-07-29 20:30:00,,,334003,19,356,12,284,1753831800,26,False,False
247,2,71709,14,284,4,5,0.0,3.1,0.0,6.52,False,cuellar,Cuéllar,Cuéllar,Gustavo Leonardo Cuellar Gallego,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,46.67,Arena do Grêmio,2025-07-29 20:30:00,,,334003,19,356,12,284,1753831800,26,False,False
248,5,87342,14,284,3,7,0.0,3.56,0.0,5.79,False,kannemann,Kannemann,Kannemann,Walter Kannemann,2,0,0,1,0,2,4,5,1,0,0,0,1,0,0,0,1,0,0,0,0.0,46.67,Arena do Grêmio,2025-07-29 20:30:00,,,334003,19,356,12,284,1753831800,26,False,False
249,2,87009,14,284,4,6,0.0,2.45,0.0,4.64,False,nathan,Nathan,Nathan,Nathan Allan de Souza,0,0,0,1,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0.0,46.67,Arena do Grêmio,2025-07-29 20:30:00,,,334003,19,356,12,284,1753831800,26,False,False
250,5,100846,14,284,2,7,0.0,2.58,0.0,5.87,False,lucas-esteves,Lucas Esteves,L. Esteves,Lucas Esteves de Souza,0,0,0,2,0,0,7,4,3,0,0,1,0,1,0,0,0,0,0,0,0.0,46.67,Arena do Grêmio,2025-07-29 20:30:00,,,334003,19,356,12,284,1753831800,26,False,False
251,9,84263,14,284,3,6,0.0,3.2,0.0,4.77,False,jemerson,Jemerson,Jemerson,Jemerson de Jesus Nascimento,3,0,0,3,0,1,11,14,1,0,0,1,1,0,1,0,0,0,0,0,0.0,46.67,Arena do Grêmio,2025-07-29 20:30:00,,,334003,19,356,12,284,1753831800,26,False,False
252,10,89883,14,284,4,6,0.0,2.79,0.0,4.56,False,dodi,Dodi,Dodi,Douglas Moreira Fagundes,3,0,0,18,0,0,15,10,3,0,0,0,0,0,0,0,0,0,0,0,0.0,46.67,Arena do Grêmio,2025-07-29 20:30:00,,,334003,19,356,12,284,1753831800,26,False,False
253,2,92237,14,284,3,5,0.0,0.6,0.0,4.75,False,rodrigo-ely,Rodrigo Ely,R. Ely,Rodrigo Ely,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,46.67,Arena do Grêmio,2025-07-29 20:30:00,,,334003,19,356,12,284,1753831800,26,False,False
254,11,91866,14,277,3,6,0.0,4.18,0.0,6.38,False,ze-ivaldo,Zé Ivaldo,Z. Ivaldo,José Ivaldo Almeida Silva,4,0,0,6,0,2,18,13,9,3,0,0,0,1,1,0,0,0,0,0,66.67,60.0,Vila Belmiro,2025-07-16 20:00:00,0.0,1.0,334000,2,262,13,277,1752706800,26,True,False
255,7,91908,14,284,5,6,0.0,1.81,0.0,4.92,False,pavon,Pavón,Pavón,Cristian David Pavón,3,0,0,5,0,0,5,5,3,0,0,4,0,0,0,0,0,0,0,0,0.0,46.67,Arena do Grêmio,2025-07-29 20:30:00,,,334003,19,356,12,284,1753831800,26,False,False
256,1,104257,14,284,2,6,0.0,3.0,0.0,5.14,False,joao-lucas,João Lucas,J. Lucas,João Lucas de Almeida Carvalho,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,46.67,Arena do Grêmio,2025-07-29 20:30:00,,,334003,19,356,12,284,1753831800,26,False,False
257,8,104519,14,284,4,6,0.0,1.45,0.0,3.15,False,camilo,Camilo,Camilo,Camilo Reijers de Oliveira,0,0,0,1,0,0,9,10,2,0,0,0,0,1,0,0,0,0,0,0,0.0,46.67,Arena do Grêmio,2025-07-29 20:30:00,,,334003,19,356,12,284,1753831800,26,False,False
258,0,107748,14,284,1,6,0.0,0.0,0.0,3.0,False,adriel,Adriel,Adriel,Adriel Vasconcelos Ramos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,46.67,Arena do Grêmio,2025-07-29 20:30:00,,,334003,19,356,12,284,1753831800,26,False,False
259,0,100848,14,284,2,6,0.0,0.0,0.0,7.0,False,luan-candido,Luan Cândido,L. Cândido,Luan Cândido de Almeida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,46.67,Arena do Grêmio,2025-07-29 20:30:00,,,334003,19,356,12,284,1753831800,26,False,False
260,10,89846,14,284,4,7,0.0,2.47,0.0,6.4,False,cristaldo,Cristaldo,Cristaldo,Franco Cristaldo,1,0,0,17,0,0,5,4,3,1,0,3,0,0,0,1,0,0,0,0,0.0,46.67,Arena do Grêmio,2025-07-29 20:30:00,,,334003,19,356,12,284,1753831800,26,False,False
261,1,107801,14,286,3,6,0.0,1.5,0.0,2.29,False,nata,Natã,Natã,Natã Felipe de Amorim Santos,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,26.67, Alfredo Jaconi,2025-07-16 20:30:00,,,334006,15,267,18,286,1752708600,26,False,False
262,7,108548,14,284,5,5,0.0,2.16,0.0,3.47,False,aravena,Aravena,Aravena,Alexander Ernesto Aravena Guzmán,1,0,0,4,0,0,2,2,1,1,0,0,1,0,1,0,0,0,0,0,0.0,46.67,Arena do Grêmio,2025-07-29 20:30:00,,,334003,19,356,12,284,1753831800,26,False,False
263,5,118238,14,284,4,6,0.0,0.9,0.0,2.17,False,ronald,Ronald,Ronald,Ronald Cardoso Falkoski,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,46.67,Arena do Grêmio,2025-07-29 20:30:00,,,334003,19,356,12,284,1753831800,26,False,False
264,8,109966,14,284,4,6,0.0,1.41,0.0,3.55,False,monsalve,Monsalve,Monsalve,Miguel Ángel Monsalve Gonzáles - González,2,0,0,9,0,0,3,9,1,0,0,1,0,0,0,1,0,0,0,0,0.0,46.67,Arena do Grêmio,2025-07-29 20:30:00,,,334003,19,356,12,284,1753831800,26,False,False
265,8,113397,14,284,5,6,0.0,7.25,0.0,9.97,False,cristian-olivera,Cristian Olivera,C. Olivera,Cristian Gonzalo Olivera Ibarra,1,0,0,15,0,0,16,11,4,0,0,3,0,0,3,0,0,0,0,0,0.0,46.67,Arena do Grêmio,2025-07-29 20:30:00,,,334003,19,356,12,284,1753831800,26,False,False
266,4,111309,14,284,3,6,0.0,6.5,0.0,9.04,False,gustavo-martins,Gustavo Martins,G. Martins,Gustavo Martins de Souza Santos,1,0,0,0,0,2,10,5,0,1,0,3,0,0,0,0,0,0,0,0,0.0,46.67,Arena do Grêmio,2025-07-29 20:30:00,,,334003,19,356,12,284,1753831800,26,False,False
267,0,112616,14,284,1,6,0.0,-3.0,0.0,3.83,False,gabriel-grando,Gabriel Grando,G. Grando,Gabriel Hamester Grando,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,46.67,Arena do Grêmio,2025-07-29 20:30:00,,,334003,19,356,12,284,1753831800,26,False,False
268,11,80129,14,286,4,7,0.0,3.65,0.0,6.43,False,jadson,Jadson,Jadson,Jadson Alves dos Santos,4,0,0,19,0,0,21,17,1,2,0,3,0,1,0,1,0,0,0,0,40.0,26.67, Alfredo Jaconi,2025-07-16 20:30:00,,,334006,15,267,18,286,1752708600,26,False,False
269,9,63110,14,286,2,6,0.0,3.21,0.0,6.2,False,alan-ruschel,Alan Ruschel,A. Ruschel,Alan Luciano Ruschel,2,0,0,17,0,2,10,8,0,2,0,0,0,0,0,0,0,0,0,0,40.0,26.67, Alfredo Jaconi,2025-07-16 20:30:00,,,334006,15,267,18,286,1752708600,26,False,False
270,11,111407,14,286,4,7,0.0,4.45,0.0,6.89,False,luis-mandaca,Luis Mandaca,L. Mandaca,Luis Gustavo da Silva Machado Duarte,1,0,0,20,0,0,18,20,7,1,0,2,1,0,1,0,0,0,0,0,40.0,26.67, Alfredo Jaconi,2025-07-16 20:30:00,,,334006,15,267,18,286,1752708600,26,False,False
271,6,72801,14,286,3,7,0.0,0.53,0.0,3.13,False,wilker-angel,Wilker Ángel,W. Ángel,Wílker José Ángel Romero,2,0,0,0,0,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,40.0,26.67, Alfredo Jaconi,2025-07-16 20:30:00,,,334006,15,267,18,286,1752708600,26,False,False
272,0,91627,14,286,4,6,0.0,0.0,0.0,3.0,False,dudu-vieira,Dudu Vieira,D. Vieira,Carlos Eduardo de Souza Vieira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,26.67, Alfredo Jaconi,2025-07-16 20:30:00,,,334006,15,267,18,286,1752708600,26,False,False
273,5,91509,14,286,3,6,0.0,2.04,0.0,4.25,False,rodrigo-sam,Rodrigo Sam,R. Sam,Rodrigo Eduardo da Silva,2,0,0,4,0,0,8,8,1,2,0,0,0,0,0,0,0,0,0,0,40.0,26.67, Alfredo Jaconi,2025-07-16 20:30:00,,,334006,15,267,18,286,1752708600,26,False,False
274,5,104253,14,286,3,6,0.0,2.22,0.0,5.51,False,adriano-martins,Adriano Martins,A. Martins,Adriano Martins da Fonseca,1,0,0,1,0,1,4,3,2,1,0,0,0,0,0,0,0,0,0,0,40.0,26.67, Alfredo Jaconi,2025-07-16 20:30:00,,,334006,15,267,18,286,1752708600,26,False,False
275,5,86820,14,286,2,7,0.0,3.28,0.0,5.47,False,reginaldo,Reginaldo,Reginaldo,Reginaldo Lopes de Jesus,1,0,0,2,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,40.0,26.67, Alfredo Jaconi,2025-07-16 20:30:00,,,334006,15,267,18,286,1752708600,26,False,False
276,12,109899,14,286,5,7,0.0,4.88,0.0,6.76,False,batalla,Batalla,Batalla,Emerson Geovanny Batalla Martínez - Enmerson,2,0,0,18,0,0,11,10,4,1,0,5,0,0,3,1,0,0,0,0,40.0,26.67, Alfredo Jaconi,2025-07-16 20:30:00,,,334006,15,267,18,286,1752708600,26,False,False
277,10,95131,14,286,5,7,0.0,5.25,0.0,9.61,False,gabriel-taliari,Gabriel Taliari,G. Taliari,Gabriel Pereira Taliari,0,0,0,15,0,0,8,15,5,3,0,4,1,0,2,2,0,0,0,0,40.0,26.67, Alfredo Jaconi,2025-07-16 20:30:00,,,334006,15,267,18,286,1752708600,26,False,False
278,6,90588,14,286,4,6,0.0,2.73,0.0,4.4,False,caique,Caíque,Caíque,Caique de Jesus Gonçalves,1,0,0,5,0,0,11,8,1,0,0,0,0,0,0,0,0,0,0,0,40.0,26.67, Alfredo Jaconi,2025-07-16 20:30:00,,,334006,15,267,18,286,1752708600,26,False,False
279,7,115594,14,286,2,7,0.0,3.22,0.0,4.47,False,marcos-paulo,Marcos Paulo,M. Paulo,Marcos Paulo Lima Batista Silva,1,0,0,3,0,1,11,9,1,0,0,2,0,0,0,0,0,0,0,0,40.0,26.67, Alfredo Jaconi,2025-07-16 20:30:00,,,334006,15,267,18,286,1752708600,26,False,False
280,4,93372,14,277,3,7,4.9,4.13,0.66,7.22,True,joao-basso,João Basso,J. Basso,João Othávio Basso,1,0,0,3,0,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,66.67,60.0,Vila Belmiro,2025-07-16 20:00:00,0.0,1.0,334000,2,262,13,277,1752706800,26,True,False
281,0,117336,14,286,3,5,0.0,0.0,0.0,4.0,False,cipriano,Cipriano,Cipriano,João Luiz da Silva Cipriano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,26.67, Alfredo Jaconi,2025-07-16 20:30:00,,,334006,15,267,18,286,1752708600,26,False,False
282,0,68872,14,275,1,6,0.0,0.0,0.0,7.0,False,marcelo-lomba,Marcelo Lomba,M. Lomba,Marcelo Lomba do Nascimento,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.33,46.67,Allianz Parque,2025-07-16 19:00:00,1.0,1.0,333999,11,2305,5,275,1752703200,26,True,False
283,9,70592,14,275,4,2,4.7,3.06,0.07,6.77,True,felipe-anderson,Felipe Anderson,F. Anderson,Felipe Anderson Pereira Gomes,0,0,0,6,0,0,11,8,5,1,0,3,1,0,0,0,0,0,0,0,73.33,46.67,Allianz Parque,2025-07-16 19:00:00,1.0,1.0,333999,11,2305,5,275,1752703200,26,True,False
284,3,81150,14,275,2,2,1.2,3.4,-0.56,8.36,True,mayke,Mayke,Mayke,Mayke Rocha de Oliveira,1,0,0,2,0,1,5,10,1,1,0,0,0,0,0,0,0,0,0,0,73.33,46.67,Allianz Parque,2025-07-16 19:00:00,1.0,1.0,333999,11,2305,5,275,1752703200,26,True,False
285,9,71684,14,275,3,7,5.0,4.1,0.66,9.33,True,gustavo-gomez,Gustavo Gómez,G. Gómez,Gustavo Raúl Gómez Portillo,3,0,0,6,0,4,11,9,3,5,0,1,0,0,0,0,0,0,0,0,73.33,46.67,Allianz Parque,2025-07-16 19:00:00,1.0,1.0,333999,11,2305,5,275,1752703200,26,True,False
286,9,104085,14,275,3,7,3.5,4.67,-0.21,7.43,True,bruno-fuchs,Bruno Fuchs,B. Fuchs,Bruno de Lara Fuchs,2,0,0,6,0,5,11,4,1,0,0,0,0,0,0,0,0,0,0,0,73.33,46.67,Allianz Parque,2025-07-16 19:00:00,1.0,1.0,333999,11,2305,5,275,1752703200,26,True,False
287,0,92811,14,275,5,6,0.0,0.0,0.0,6.0,False,bruno-rodrigues,Bruno Rodrigues,B. Rodrigues,Bruno Rafael Rodrigues do Nascimento,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.33,46.67,Allianz Parque,2025-07-16 19:00:00,1.0,1.0,333999,11,2305,5,275,1752703200,26,True,False
288,10,107111,14,275,4,7,4.2,5.01,0.66,9.94,True,richard-rios,Richard Ríos,R. Ríos,Richard Ríos Montoya,4,0,0,23,0,0,20,23,9,1,0,2,0,0,0,2,0,0,0,0,73.33,46.67,Allianz Parque,2025-07-16 19:00:00,1.0,1.0,333999,11,2305,5,275,1752703200,26,True,False
289,8,105647,14,275,4,6,0.8,2.23,-0.37,8.08,True,mauricio,Maurício,Maurício,Maurício Magalhães Prado,0,0,0,4,0,0,2,5,5,1,0,2,0,0,1,0,0,0,0,0,73.33,46.67,Allianz Parque,2025-07-16 19:00:00,1.0,1.0,333999,11,2305,5,275,1752703200,26,True,False
290,10,102950,14,275,5,7,9.9,5.07,1.3,11.36,True,facundo-torres,Facundo Torres,F. Torres,Facundo Daniel Torres Pérez,1,0,0,10,0,0,8,8,2,1,0,3,1,0,3,1,0,0,0,0,73.33,46.67,Allianz Parque,2025-07-16 19:00:00,1.0,1.0,333999,11,2305,5,275,1752703200,26,True,False
291,1,107236,14,275,2,6,0.0,1.2,0.0,3.77,False,vanderlan,Vanderlan,Vanderlan,Vanderlan Barbosa da Silva,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,73.33,46.67,Allianz Parque,2025-07-16 19:00:00,1.0,1.0,333999,11,2305,5,275,1752703200,26,True,False
292,0,63013,14,275,2,2,0.0,0.0,0.0,7.0,False,marcos-rocha,Marcos Rocha,M. Rocha,Marcos Luis Rocha Aquino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.33,46.67,Allianz Parque,2025-07-16 19:00:00,1.0,1.0,333999,11,2305,5,275,1752703200,26,True,False
293,12,110506,14,275,6,7,4.45,6.26,0.17,12.14,True,abel-ferreira,Abel Ferreira,A. Ferreira,Abel Fernando Moreira Ferreira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,73.33,46.67,Allianz Parque,2025-07-16 19:00:00,1.0,1.0,333999,11,2305,5,275,1752703200,26,True,False
294,6,122861,14,286,3,6,0.0,2.82,0.0,5.0,False,abner,Abner,Abner,Abner Salles da Silva,1,0,0,2,0,1,4,2,2,1,0,0,0,0,0,1,0,0,0,0,40.0,26.67, Alfredo Jaconi,2025-07-16 20:30:00,,,334006,15,267,18,286,1752708600,26,False,False
295,9,112869,14,275,4,2,6.5,2.32,1.04,5.17,True,anibal-moreno,Aníbal Moreno,A. Moreno,Aníbal Ismael Moreno,0,0,0,0,0,0,12,5,4,0,0,1,0,0,0,0,0,0,0,0,73.33,46.67,Allianz Parque,2025-07-16 19:00:00,1.0,1.0,333999,11,2305,5,275,1752703200,26,True,False
296,11,113103,14,275,5,3,-0.2,4.7,-0.68,8.42,True,flaco-lopez,Flaco López,F. López,José Manuel Alberto López,3,0,0,16,0,0,13,14,14,4,0,3,0,0,2,0,1,0,0,0,73.33,46.67,Allianz Parque,2025-07-16 19:00:00,1.0,1.0,333999,11,2305,5,275,1752703200,26,True,False
297,0,110624,14,275,1,6,0.0,0.0,0.0,2.0,False,mateus,Mateus,Mateus,Mateus Oliveira Mendes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.33,46.67,Allianz Parque,2025-07-16 19:00:00,1.0,1.0,333999,11,2305,5,275,1752703200,26,True,False
298,7,141451,14,275,4,2,0.0,4.05,-1.11,4.86,True,allan,Allan,Allan,Allan Andrade Elias,0,0,0,5,0,0,12,3,1,0,0,0,0,0,1,0,0,0,0,0,73.33,46.67,Allianz Parque,2025-07-16 19:00:00,1.0,1.0,333999,11,2305,5,275,1752703200,26,True,False
299,13,78605,14,280,4,3,1.7,3.77,0.24,6.06,True,gabriel,Gabriel,Gabriel,Gabriel Girotto Franco,3,0,0,16,0,0,25,20,4,0,0,1,0,0,1,0,0,0,0,0,6.67,66.67,Cícero de Souza Marques,2025-07-16 21:30:00,2.0,2.0,334001,16,276,3,280,1752712200,26,True,False
300,14,70360,14,280,5,3,1.4,4.55,-1.27,8.26,True,eduardo-sasha,Eduardo Sasha,E. Sasha,Eduardo Colcenti Antunes,3,0,0,17,0,0,5,4,10,1,0,10,1,0,3,1,0,0,0,0,6.67,66.67,Cícero de Souza Marques,2025-07-16 21:30:00,2.0,2.0,334001,16,276,3,280,1752712200,26,True,False
301,13,87225,14,280,3,7,1.2,5.04,-1.01,8.34,True,pedro-henrique,Pedro Henrique,P. Henrique,Pedro Henrique Ribeiro Gonçalves,2,0,0,11,0,5,18,8,4,0,0,1,1,0,0,1,0,0,0,0,6.67,66.67,Cícero de Souza Marques,2025-07-16 21:30:00,2.0,2.0,334001,16,276,3,280,1752712200,26,True,False
302,10,108683,14,275,4,2,0.0,4.65,0.0,6.18,False,emiliano-martinez,Emiliano Martínez,E. Martínez,Emiliano Martínez Toranza,1,0,0,6,0,0,24,12,2,0,0,2,0,0,1,0,0,0,0,0,73.33,46.67,Allianz Parque,2025-07-16 19:00:00,1.0,1.0,333999,11,2305,5,275,1752703200,26,True,False
303,12,93882,14,280,1,7,1.9,5.29,0.09,7.86,True,cleiton,Cleiton,Cleiton,Cleiton Schwengber,2,40,0,3,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,66.67,Cícero de Souza Marques,2025-07-16 21:30:00,2.0,2.0,334001,16,276,3,280,1752712200,26,True,False
304,14,103295,14,280,4,7,0.8,3.14,-0.41,5.91,True,eric-ramires,Eric Ramires,E. Ramires,Eric dos Santos Rodrigues,1,0,0,10,0,0,17,11,3,0,0,2,0,0,1,1,0,0,0,0,6.67,66.67,Cícero de Souza Marques,2025-07-16 21:30:00,2.0,2.0,334001,16,276,3,280,1752712200,26,True,False
305,11,108133,14,280,5,7,0.0,3.57,0.0,6.67,False,isidro-pitta,Isidro Pitta,I. Pitta,Isidro Miguel Pitta Saldívar,3,0,0,5,0,0,1,9,1,4,0,3,0,0,4,1,0,0,0,0,6.67,66.67,Cícero de Souza Marques,2025-07-16 21:30:00,2.0,2.0,334001,16,276,3,280,1752712200,26,True,False
306,1,115246,14,275,3,6,0.0,-1.0,0.0,3.19,False,naves,Naves,Naves,Kaiky Marques Naves,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,73.33,46.67,Allianz Parque,2025-07-16 19:00:00,1.0,1.0,333999,11,2305,5,275,1752703200,26,True,False
307,12,110715,14,280,2,2,12.0,5.7,2.38,8.82,True,andres-hurtado,Andrés Hurtado,A. Hurtado,José Andrés Hurtado Cheme,2,0,0,4,0,6,23,18,4,0,1,1,0,0,1,0,0,0,0,0,6.67,66.67,Cícero de Souza Marques,2025-07-16 21:30:00,2.0,2.0,334001,16,276,3,280,1752712200,26,True,False
308,4,110909,14,280,2,7,6.0,7.6,0.84,8.83,True,guilherme-lopes,Guilherme Lopes,G. Lopes,Guilherme Lopes de Almeida,1,0,0,2,0,2,7,3,1,0,0,0,0,0,1,1,0,0,0,1,6.67,66.67,Cícero de Souza Marques,2025-07-16 21:30:00,2.0,2.0,334001,16,276,3,280,1752712200,26,True,False
309,11,124526,14,275,2,5,0.0,7.01,0.0,9.59,False,giay,Giay,Giay,Agustín Giay,0,0,0,19,0,5,29,11,3,0,0,0,0,0,0,0,0,0,0,0,73.33,46.67,Allianz Parque,2025-07-16 19:00:00,1.0,1.0,333999,11,2305,5,275,1752703200,26,True,False
310,1,141452,14,275,5,6,0.0,0.5,0.0,1.1,False,thalys,Thalys,Thalys,Thalys Henrique Gomes de Araújo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.33,46.67,Allianz Parque,2025-07-16 19:00:00,1.0,1.0,333999,11,2305,5,275,1752703200,26,True,False
311,7,103014,14,280,5,6,0.0,3.69,0.0,5.69,False,laquintana,Laquintana,Laquintana,Ignacio Jesús Laquintana Marsico - Nacho,0,0,0,1,0,0,5,1,3,3,0,0,0,0,2,0,0,0,0,0,6.67,66.67,Cícero de Souza Marques,2025-07-16 21:30:00,2.0,2.0,334001,16,276,3,280,1752712200,26,True,False
312,13,112886,14,280,5,7,3.8,3.98,0.53,7.65,True,lucas-barbosa,Lucas Barbosa,L. Barbosa,Lucas Henrique Barbosa,1,0,0,12,0,0,22,24,9,4,1,6,0,0,0,2,0,0,0,0,6.67,66.67,Cícero de Souza Marques,2025-07-16 21:30:00,2.0,2.0,334001,16,276,3,280,1752712200,26,True,False
313,0,107744,14,280,4,6,0.0,0.0,0.0,5.0,False,praxedes,Praxedes,Praxedes,Bruno Conceição Praxedes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,66.67,Cícero de Souza Marques,2025-07-16 21:30:00,2.0,2.0,334001,16,276,3,280,1752712200,26,True,False
314,14,115248,14,280,4,7,2.4,4.13,0.15,7.28,True,jhon-jhon,Jhon Jhon,J. Jhon,Jhonatan dos Santos Rosa,2,0,0,29,0,0,9,8,7,1,0,4,1,0,2,1,0,0,0,0,6.67,66.67,Cícero de Souza Marques,2025-07-16 21:30:00,2.0,2.0,334001,16,276,3,280,1752712200,26,True,False
