atletas.atleta_id,previsao_pontos,atletas.rodada_id,atletas.status_id,atletas.pontos_num,atletas.variacao_num,atletas.media_num,atletas.slug,atletas.apelido,atletas.nome,atletas.clube.id.full.name,atletas.entrou_em_campo,atletas.jogos_num,atletas.clube_id,atletas.posicao_id,atletas.preco_num,atletas.minimo_para_valorizar,atletas.apelido_abreviado,aproveitamento_visitante,aproveitamento_mandante,local,partida_data,placar_oficial_visitante,placar_oficial_mandante,partida_id,clube_visitante_posicao,clube_visitante_id,clube_casa_posicao,clube_casa_id,timestamp,campeonato_id,valida,mandante,A,CA,DS,FC,FD,FF,FS,I,G,FT,DE,GS,V,CV,PS,SG,DP,PC,PP,GC,media_CA_5_rodadas,media_DS_5_rodadas,media_FC_5_rodadas,media_FF_5_rodadas,media_FS_5_rodadas,media_I_5_rodadas,media_SG_5_rodadas,media_FD_5_rodadas,media_A_5_rodadas,media_G_5_rodadas,media_CV_5_rodadas,media_FT_5_rodadas,media_PC_5_rodadas,media_PS_5_rodadas,media_DE_5_rodadas,media_GS_5_rodadas,media_V_5_rodadas,media_DP_5_rodadas,media_PP_5_rodadas,media_GC_5_rodadas
126471,6.51307933231519,17,7,,1.07,6.61,barreal,Barreal,Álvaro Martín Barreal,,True,12,277,4,11.18,,Barreal,40.0,13.33,Ilha do Retiro,2025-07-26 18:30:00,,,334106,17,277,20,292,1753565400,26,True,True,0.0,0.0,23.0,9.0,4.0,8.0,9.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7.8,6.2,8.6,1.0,0.0,3.2,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105949,6.4013037335263325,17,7,,-0.47,6.93,rochet,Rochet,Sergio Ramón Rochet Álvarez,,True,4,285,1,11.58,,Rochet,26.67,60.0,Beira-Rio,2025-07-27 18:30:00,,,334103,16,267,10,285,1753651800,26,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.2,0.0,0.0,0.0,0.0
110506,6.323399777929141,17,7,,-0.25,6.26,abel-ferreira,Abel Ferreira,Abel Fernando Moreira Ferreira,,True,14,275,6,12.22,,A. Ferreira,53.33,46.67,Allianz Parque,2025-07-26 21:00:00,,,334099,14,284,3,275,1753574400,26,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0
103445,6.184720635324071,17,7,,-1.73,11.49,kaio-jorge,Kaio Jorge,Kaio Jorge Pinto Ramos,,True,15,283,5,15.56,,K. Jorge,20.0,73.33,Mineirão,2025-07-27 16:00:00,,,334102,13,354,1,283,1753642800,26,True,False,4.0,2.0,16.0,15.0,10.0,14.0,18.0,5.0,12.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,14.6,10.0,13.4,17.2,5.0,0.0,8.0,2.8,11.0,0.0,3.0,0.0,1.4,0.0,0.0,0.0,0.0,1.0,0.0
101027,6.141721640611608,17,7,,-0.35,6.34,diego,Diego,Jackson Diego Ibraim Fagundes - Ibrahim,,True,13,354,2,9.83,,Diego,20.0,73.33,Mineirão,2025-07-27 16:00:00,,,334102,13,354,1,283,1753642800,26,True,True,2.0,2.0,20.0,8.0,1.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.6,17.6,6.0,1.6,32.6,0.0,4.8,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86757,6.0776067432547505,17,7,,0.0,2.41,everton,Everton,Everton Sousa Soares,,False,14,262,5,7.27,,Everton,46.67,80.0,Maracanã,2025-07-27 20:30:00,,,334097,9,282,2,262,1753659000,26,True,False,1.0,0.0,7.0,7.0,4.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.6,8.4,0.6,1.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99198,6.041822223844821,17,7,,0.0,7.11,vegetti,Vegetti,Pablo Vegetti,,False,12,267,5,15.61,,Vegetti,26.67,60.0,Beira-Rio,2025-07-27 18:30:00,,,334103,16,267,10,285,1753651800,26,True,True,1.0,1.0,3.0,17.0,5.0,14.0,12.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,16.4,13.4,10.4,2.4,0.0,3.2,1.0,7.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
105258,6.012811504479512,17,7,,0.0,4.58,gaston-avila,Gastón Ávila,Gastón Luciano Ávila,,False,5,356,3,8.76,,G. Ávila,26.67,6.67,Castelão (CE),2025-07-26 18:30:00,,,334105,4,280,19,356,1753565400,26,True,False,0.0,0.0,10.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.6,1.4,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107231,6.004949200153481,17,2,,0.0,0.0,danilo,Danilo,Danilo dos Santos de Oliveira,,False,0,263,4,12.0,,Danilo,33.33,86.67,Nilton Santos (Engenhão),2025-07-26 18:30:00,,,334098,11,264,5,263,1753565400,26,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122486,5.928867104078343,17,7,,0.0,5.52,rayan,Rayan,Rayan Vitor Simplício Rocha,,False,12,267,5,8.39,,Rayan,26.67,60.0,Beira-Rio,2025-07-27 18:30:00,,,334103,16,267,10,285,1753651800,26,True,True,0.0,0.0,12.0,7.0,8.0,11.0,20.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,7.0,8.6,17.0,0.0,0.0,7.8,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63007,5.926021348519361,17,7,,0.79,4.04,neymar,Neymar,Neymar da Silva Santos Júnior,,True,7,277,4,15.67,,Neymar,40.0,13.33,Ilha do Retiro,2025-07-26 18:30:00,,,334106,17,277,20,292,1753565400,26,True,True,0.0,1.0,1.0,11.0,6.0,5.0,24.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,7.6,2.2,18.0,0.4,0.0,4.0,0.0,0.6,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99248,5.8476118022196015,17,7,,0.0,0.5,bareiro,Bareiro,Adam Fernando Bareiro Gamarra,,False,1,356,5,6.56,,Bareiro,26.67,6.67,Castelão (CE),2025-07-26 18:30:00,,,334105,4,280,19,356,1753565400,26,True,False,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92696,5.846694353627337,17,7,,-0.64,5.6,renato-kayzer,Renato Kayzer,Renato Kayzer de Souza,,True,9,287,5,9.7,,R. Kayzer,40.0,86.67,Maião,2025-07-26 18:30:00,,,334101,15,287,7,2305,1753565400,26,True,True,0.0,0.0,4.0,13.0,4.0,5.0,16.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,9.6,4.2,11.6,4.0,0.0,3.2,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106593,5.763956105263175,17,7,,0.26,6.82,villalba,Villalba,Lucas Hernán Villalba,,True,13,283,3,8.89,,Villalba,20.0,73.33,Mineirão,2025-07-27 16:00:00,,,334102,13,354,1,283,1753642800,26,True,False,0.0,3.0,17.0,8.0,1.0,3.0,6.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,16.0,6.4,3.0,4.2,0.0,7.2,1.0,0.0,0.8,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102256,5.758716514603173,17,7,,0.31,2.19,rollheiser,Rollheiser,Benjamín Rollheiser,,True,14,277,4,6.61,,Rollheiser,40.0,13.33,Ilha do Retiro,2025-07-26 18:30:00,,,334106,17,277,20,292,1753565400,26,True,True,1.0,3.0,9.0,13.0,0.0,9.0,12.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.8,13.0,6.8,11.4,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139076,5.735646695191961,17,7,,-0.02,7.4,filipe-luis,Filipe Luís,Filipe Luís Kasmirski,,True,15,262,6,12.78,,F. Luís,46.67,80.0,Maracanã,2025-07-27 20:30:00,,,334097,9,282,2,262,1753659000,26,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0
