atletas.atleta_id,previsao_pontos,atletas.rodada_id,atletas.status_id,atletas.pontos_num,atletas.variacao_num,atletas.media_num,atletas.slug,atletas.apelido,atletas.nome,atletas.clube.id.full.name,atletas.entrou_em_campo,atletas.jogos_num,atletas.clube_id,atletas.posicao_id,atletas.preco_num,atletas.minimo_para_valorizar,atletas.apelido_abreviado,aproveitamento_visitante,aproveitamento_mandante,local,partida_data,placar_oficial_visitante,placar_oficial_mandante,partida_id,clube_visitante_posicao,clube_visitante_id,clube_casa_posicao,clube_casa_id,timestamp,campeonato_id,valida,mandante,A,CA,DS,FC,FD,FF,FS,I,G,FT,DE,GS,V,CV,PS,SG,DP,PC,PP,GC
105842,1.380399999999998,15,6,,0.03,4.51,edu,Edu,Lucas Eduardo Ribeiro de Souza,,True,7,287,3,5.23,,Edu,66.67,20.0,Barradão,2025-07-20 16:00:00,,,334034,3,280,17,287,1753038000,26,True,False,0.0,0.0,9.0,5.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
72605,1.3764900000000007,15,6,,0.0,5.92,vitor-hugo,Vitor Hugo,Vitor Hugo Franchescoli de Souza,,False,5,282,3,8.15,,V. Hugo,53.33,46.67,Allianz Parque,2025-07-20 17:30:00,,,334029,8,282,5,275,1753043400,26,True,True,0.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
103388,1.376299999999997,15,6,,0.0,2.48,emmanuel-martinez,Emmanuel Martínez,Leandro Emmanuel Martínez,,False,10,356,4,5.57,,E. Martínez,80.0,0.0,Castelão (CE),2025-07-19 16:00:00,,,334037,4,265,19,356,1752951600,26,True,False,1.0,5.0,8.0,15.0,3.0,1.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124912,1.3683000000000045,15,6,,0.78,3.03,jonathan-jesus,Jonathan Jesus,Jonathan de Jesus Alves,,True,6,283,3,4.95,,J. Jesus,26.67,86.67,Mineirão,2025-07-20 16:00:00,,,334032,18,286,1,283,1753038000,26,True,False,0.0,0.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
85856,1.3652500000000056,15,7,,-0.19,1.26,ricardo-ryller,Ricardo Ryller,Ricardo Ryller Ribeiro Lino Silva,,True,12,287,4,2.69,,R. Ryller,66.67,20.0,Barradão,2025-07-20 16:00:00,,,334034,3,280,17,287,1753038000,26,True,False,0.0,3.0,13.0,25.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100987,1.3543999999999996,15,2,,-0.55,2.24,nonato,Nonato,Gustavo Nonato Santana,,True,8,266,4,4.78,,Nonato,46.67,66.67,Maracanã,2025-07-20 19:30:00,,,334027,7,266,2,262,1753050600,26,True,True,0.0,3.0,11.0,7.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92708,1.3367999999999982,15,6,,0.0,3.04,deyverson,Deyverson,Deyverson Brum Silva Acosta,,False,10,356,5,5.74,,Deyverson,80.0,0.0,Castelão (CE),2025-07-19 16:00:00,,,334037,4,265,19,356,1752951600,26,True,False,0.0,1.0,3.0,9.0,3.0,9.0,10.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118775,1.3334000000000055,15,6,,0.0,0.3,lautaro-diaz,Lautaro Díaz,Lautaro Ariel Díaz,,False,4,283,5,3.8,,L. Díaz,26.67,86.67,Mineirão,2025-07-20 16:00:00,,,334032,18,286,1,283,1753038000,26,True,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122755,1.3249000000000029,15,6,,0.0,1.42,lucas-cunha,Lucas Cunha,Lucas de Souza Cunha,,False,6,292,3,3.6,,L. Cunha,73.33,6.67,Ilha do Retiro,2025-07-20 17:30:00,,,334039,6,263,20,292,1753043400,26,True,False,0.0,2.0,4.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
72460,1.3106000000000069,15,6,,0.0,1.01,bernard,Bernard,Bernard Anício Caldeira Duarte,,False,10,282,4,4.0,,Bernard,53.33,46.67,Allianz Parque,2025-07-20 17:30:00,,,334029,8,282,5,275,1753043400,26,True,True,0.0,1.0,7.0,5.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94444,1.305300000000008,15,6,,0.0,1.98,matheus-babi,Matheus Babi,Matheus Barcelos da Silva,,False,6,286,5,3.74,,M. Babi,26.67,86.67,Mineirão,2025-07-20 16:00:00,,,334032,18,286,1,283,1753038000,26,True,True,0.0,1.0,3.0,4.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90370,1.299140000000007,15,7,,0.0,0.0,matheus-pereira,Matheus Pereira,Matheus Pereira da Silva,,False,1,356,4,5.43,,M. Pereira,80.0,0.0,Castelão (CE),2025-07-19 16:00:00,,,334037,4,265,19,356,1752951600,26,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124271,1.288600000000003,15,6,,0.0,3.45,gustavo-prado,Gustavo Prado,Gustavo Prado Alves,,False,8,285,4,4.63,,G. Prado,40.0,33.33,Beira-Rio,2025-07-20 11:00:00,,,334033,10,354,14,285,1753020000,26,True,False,0.0,1.0,6.0,3.0,4.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108274,1.278000000000001,15,6,,0.0,2.8,david-ricardo,David Ricardo,David Ricardo Loiola da Silva,,False,5,263,3,4.21,,D. Ricardo,73.33,6.67,Ilha do Retiro,2025-07-20 17:30:00,,,334039,6,263,20,292,1753043400,26,True,True,0.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
71536,1.272,15,5,,0.0,9.6,luiz-gustavo,Luiz Gustavo,Luiz Gustavo Dias,,False,1,276,4,10.73,,L. Gustavo,40.0,6.67,Morumbis,2025-07-19 21:00:00,,,334030,9,264,16,276,1752969600,26,True,False,0.0,0.0,4.0,4.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72801,1.2672000000000023,15,7,,0.0,0.53,wilker-angel,Wilker Ángel,Wílker José Ángel Romero,,False,6,286,3,3.13,,W. Ángel,26.67,86.67,Mineirão,2025-07-20 16:00:00,,,334032,18,286,1,283,1753038000,26,True,True,0.0,2.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
94154,1.246600000000008,15,6,,0.02,1.3,maycon,Maycon,Maycon de Andrade Barberan,,True,11,264,4,3.58,,Maycon,40.0,6.67,Morumbis,2025-07-19 21:00:00,,,334030,9,264,16,276,1752969600,26,True,True,0.0,0.0,9.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71709,1.234399999999998,15,5,,0.0,3.1,cuellar,Cuéllar,Gustavo Leonardo Cuellar Gallego,,False,2,284,4,6.52,,Cuéllar,46.67,40.0,São Januário,2025-07-19 17:30:00,,,334028,12,284,15,267,1752957000,26,True,True,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105214,1.229000000000001,15,6,,-0.08,1.55,santiago-rodriguez,Santiago Rodríguez,Santiago Mariano Rodríguez Molina,,True,7,263,4,4.69,,S. Rodríguez,73.33,6.67,Ilha do Retiro,2025-07-20 17:30:00,,,334039,6,263,20,292,1753043400,26,True,True,0.0,1.0,3.0,2.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130612,1.2121000000000024,15,6,,0.0,1.0,luighi,Luighi,Luighi Hanri Sousa Santos,,False,2,275,5,3.85,,Luighi,53.33,46.67,Allianz Parque,2025-07-20 17:30:00,,,334029,8,282,5,275,1753043400,26,True,False,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103764,1.2067000000000079,15,6,,0.0,1.25,gabriel-veron,Gabriel Veron,Gabriel Veron Fonseca de Souza,,False,6,286,5,3.88,,G. Veron,26.67,86.67,Mineirão,2025-07-20 16:00:00,,,334032,18,286,1,283,1753038000,26,True,True,0.0,0.0,3.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133673,1.1909000000000014,15,6,,0.0,0.5,mateus-xavier,Mateus Xavier,Mateus Xavier de Sousa,,False,3,277,4,1.0,,M. Xavier,60.0,73.33,Maião,2025-07-19 18:30:00,,,334031,13,277,11,2305,1752960600,26,True,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113073,1.1875000000000018,15,6,,0.0,2.4,kervin-andrade,Kervin Andrade,Kervin Mario Andrade Navarro,,False,5,356,4,3.89,,K. Andrade,80.0,0.0,Castelão (CE),2025-07-19 16:00:00,,,334037,4,265,19,356,1752951600,26,True,False,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136306,1.1841000000000008,15,6,,0.0,1.98,luis-otavio,Luis Otávio,Luis Otávio Costa de Aquino,,False,5,285,4,2.87,,L. Otávio,40.0,33.33,Beira-Rio,2025-07-20 11:00:00,,,334033,10,354,14,285,1753020000,26,True,False,0.0,0.0,6.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89273,1.1787200000000002,15,5,,0.0,2.43,joao-pedro,João Pedro,João Pedro Maturano dos Santos,,False,6,284,2,5.81,,J. Pedro,46.67,40.0,São Januário,2025-07-19 17:30:00,,,334028,12,284,15,267,1752957000,26,True,True,0.0,0.0,7.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
86777,1.1772000000000067,15,6,,0.0,-0.65,danilo-barbosa,Danilo Barbosa,Danilo Barbosa da Silva,,False,2,263,4,4.35,,D. Barbosa,73.33,6.67,Ilha do Retiro,2025-07-20 17:30:00,,,334039,6,263,20,292,1753043400,26,True,True,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99213,1.1646000000000056,15,6,,0.0,1.08,puma-rodriguez,Puma Rodríguez,José Luis Rodríguez Bebanz,,False,5,267,2,3.54,,P. Rodríguez,46.67,40.0,São Januário,2025-07-19 17:30:00,,,334028,12,284,15,267,1752957000,26,True,False,0.0,0.0,3.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94067,1.1646000000000014,15,5,,0.0,2.27,matheus-fernandes,Matheus Fernandes,Matheus Fernandes Siqueira,,False,8,280,4,4.9,,M. Fernandes,66.67,20.0,Barradão,2025-07-20 16:00:00,,,334034,3,280,17,287,1753038000,26,True,True,0.0,1.0,13.0,7.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78117,1.1561000000000057,15,6,,0.29,1.7,everaldo,Everaldo,Everaldo Stum,,True,12,266,5,3.74,,Everaldo,46.67,66.67,Maracanã,2025-07-20 19:30:00,,,334027,7,266,2,262,1753050600,26,True,True,0.0,1.0,2.0,13.0,5.0,6.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141526,1.1531999999999998,15,6,,0.0,1.6,lucca-prior,Lucca Prior,Lucca Prior Pimenta,,False,4,356,4,2.23,,L. Prior,80.0,0.0,Castelão (CE),2025-07-19 16:00:00,,,334037,4,265,19,356,1752951600,26,True,False,0.0,0.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106681,1.1441000000000034,15,6,,0.0,1.68,leo-pereira,Léo Pereira,Leonardo Augusto dos Santos Pereira,,False,6,287,5,3.43,,L. Pereira,66.67,20.0,Barradão,2025-07-20 16:00:00,,,334034,3,280,17,287,1753038000,26,True,False,0.0,0.0,4.0,5.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101573,1.1416000000000024,15,3,,0.0,1.15,pepe,Pepê,João Pedro Vilardi Pinto,,False,6,287,4,4.36,,Pepê,66.67,20.0,Barradão,2025-07-20 16:00:00,,,334034,3,280,17,287,1753038000,26,True,False,0.0,1.0,6.0,7.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
104134,1.1330999999999987,15,6,,0.0,2.71,fabri,Fabri,Fabrício do Rosário dos Santos,,False,8,287,5,4.34,,Fabri,66.67,20.0,Barradão,2025-07-20 16:00:00,,,334034,3,280,17,287,1753038000,26,True,False,1.0,0.0,7.0,11.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97810,1.1325499999999993,15,6,,-0.43,3.15,erick,Erick,Erick de Arruda Serafim,,True,10,287,5,5.39,,Erick,66.67,20.0,Barradão,2025-07-20 16:00:00,,,334034,3,280,17,287,1753038000,26,True,False,2.0,2.0,3.0,7.0,4.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73318,1.1294000000000028,15,6,,0.0,3.66,daniel-borges,Daniel Borges,Daniel Fortunato Borges,,False,5,2305,2,3.83,,D. Borges,60.0,73.33,Maião,2025-07-19 18:30:00,,,334031,13,277,11,2305,1752960600,26,True,False,0.0,2.0,3.0,5.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114334,1.1213000000000004,15,6,,0.0,2.35,gamarra,Gamarra,Mateo Gamarra González,,False,2,283,3,4.83,,Gamarra,26.67,86.67,Mineirão,2025-07-20 16:00:00,,,334032,18,286,1,283,1753038000,26,True,False,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
86485,1.1208900000000035,15,6,,-0.29,1.8,keno,Keno,Marcos da Silva França,,True,5,266,5,5.72,,Keno,46.67,66.67,Maracanã,2025-07-20 19:30:00,,,334027,7,266,2,262,1753050600,26,True,True,0.0,0.0,1.0,2.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107172,1.108800000000004,15,6,,0.0,1.63,patrick-de-paula,Patrick de Paula,Patrick de Paula Carreiro,,False,6,263,4,3.97,,P. Paula,73.33,6.67,Ilha do Retiro,2025-07-20 17:30:00,,,334039,6,263,20,292,1753043400,26,True,True,0.0,0.0,3.0,4.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97868,1.106300000000002,15,6,,0.0,2.66,iago,Iago,Iago Amaral Borduchi,,False,5,265,2,4.39,,Iago,80.0,0.0,Castelão (CE),2025-07-19 16:00:00,,,334037,4,265,19,356,1752951600,26,True,True,0.0,0.0,4.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
101752,1.100399999999999,15,6,,0.0,2.35,claudinho,Claudinho,Claudio Coelho Salvático,,False,10,287,2,5.34,,Claudinho,66.67,20.0,Barradão,2025-07-20 16:00:00,,,334034,3,280,17,287,1753038000,26,True,False,0.0,4.0,10.0,10.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
89493,1.0781999999999992,15,6,,0.0,3.53,igor-rabello,Igor Rabello,Igor Rabello da Costa,,False,3,282,3,5.92,,I. Rabello,53.33,46.67,Allianz Parque,2025-07-20 17:30:00,,,334029,8,282,5,275,1753043400,26,True,True,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
93637,1.0772000000000013,15,6,,-0.79,3.1,bruno-tubarao,Bruno Tubarão,Bruno Nunes de Barros,,True,5,354,2,5.23,,B. Tubarão,40.0,33.33,Beira-Rio,2025-07-20 11:00:00,,,334033,10,354,14,285,1753020000,26,True,True,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
107179,1.0721,15,6,,0.0,3.08,matheus-donelli,Matheus Donelli,Matheus Planelles Donelli,,False,5,264,1,4.42,,M. Donelli,40.0,6.67,Morumbis,2025-07-19 21:00:00,,,334030,9,264,16,276,1752969600,26,True,True,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
91509,1.0697000000000043,15,6,,0.0,2.04,rodrigo-sam,Rodrigo Sam,Rodrigo Eduardo da Silva,,False,5,286,3,4.25,,R. Sam,26.67,86.67,Mineirão,2025-07-20 16:00:00,,,334032,18,286,1,283,1753038000,26,True,True,0.0,2.0,8.0,8.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100830,1.0512000000000012,15,5,,0.0,0.8,brenno,Brenno,Brenno Oliveira Fraga Costa,,False,1,356,1,4.83,,Brenno,80.0,0.0,Castelão (CE),2025-07-19 16:00:00,,,334037,4,265,19,356,1752951600,26,True,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
116012,1.0496000000000008,15,6,,0.0,2.23,matheus-goncalves,Matheus Gonçalves,Matheus Gonçalves Martins,,False,3,262,4,4.43,,M. Gonçalves,46.67,66.67,Maracanã,2025-07-20 19:30:00,,,334027,7,266,2,262,1753050600,26,True,False,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98720,1.0304999999999986,15,6,,0.82,2.77,angileri,Angileri,Fabrizio Germán Angileri - Fabricio,,True,9,264,2,5.14,,Angileri,40.0,6.67,Morumbis,2025-07-19 21:00:00,,,334030,9,264,16,276,1752969600,26,True,True,0.0,1.0,10.0,7.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
81091,1.0301999999999998,15,6,,0.0,2.02,jair,Jair,Jair Rodrigues Júnior,,False,6,267,4,4.89,,Jair,46.67,40.0,São Januário,2025-07-19 17:30:00,,,334028,12,284,15,267,1752957000,26,True,False,0.0,2.0,8.0,9.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140365,1.0261999999999982,15,6,,0.0,0.3,luca-meirelles,Luca Meirelles,Luca Oliveira Meirelles,,False,4,277,5,1.44,,L. Meirelles,60.0,73.33,Maião,2025-07-19 18:30:00,,,334031,13,277,11,2305,1752960600,26,True,True,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105845,1.0164099999999991,15,6,,-0.27,2.83,matheus-araujo,Matheus Araújo,Matheus de Araújo Andrade,,True,6,354,4,5.49,,M. Araújo,40.0,33.33,Beira-Rio,2025-07-20 11:00:00,,,334033,10,354,14,285,1753020000,26,True,True,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90307,1.0028000000000026,15,6,,-0.16,1.82,juninho,Juninho,Olávio Vieira dos Santos Júnior,,True,7,262,5,4.55,,Juninho,46.67,66.67,Maracanã,2025-07-20 19:30:00,,,334027,7,266,2,262,1753050600,26,True,False,0.0,0.0,2.0,4.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96340,0.9827899999999986,15,6,,0.64,2.35,lima,Lima,Vinícius Moreira de Lima,,True,9,266,4,5.58,,Lima,46.67,66.67,Maracanã,2025-07-20 19:30:00,,,334027,7,266,2,262,1753050600,26,True,True,0.0,1.0,1.0,6.0,2.0,5.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91908,0.9775000000000005,15,6,,0.0,1.81,pavon,Pavón,Cristian David Pavón,,False,7,284,5,4.92,,Pavón,46.67,40.0,São Januário,2025-07-19 17:30:00,,,334028,12,284,15,267,1752957000,26,True,True,0.0,3.0,5.0,5.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91101,0.9762199999999999,15,6,,0.0,3.68,ronaldo,Ronaldo,Ronaldo de Oliveira Strada,,False,4,265,1,5.47,,Ronaldo,80.0,0.0,Castelão (CE),2025-07-19 16:00:00,,,334037,4,265,19,356,1752951600,26,True,True,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
104075,0.9690000000000016,15,6,,-0.35,1.49,sabino,Sabino,José Sabino Chagas Monteiro,,True,8,276,3,4.2,,Sabino,40.0,6.67,Morumbis,2025-07-19 21:00:00,,,334030,9,264,16,276,1752969600,26,True,False,0.0,2.0,3.0,7.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
122861,0.9633000000000005,15,6,,0.0,2.82,abner,Abner,Abner Salles da Silva,,False,6,286,3,5.0,,Abner,26.67,86.67,Mineirão,2025-07-20 16:00:00,,,334032,18,286,1,283,1753038000,26,True,True,1.0,1.0,4.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
83786,0.9551000000000063,15,5,,0.0,0.0,neris,Neris,Hueglo dos Santos Neris,,False,3,287,3,3.37,,Neris,66.67,20.0,Barradão,2025-07-20 16:00:00,,,334034,3,280,17,287,1753038000,26,True,False,0.0,1.0,1.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90588,0.9538000000000026,15,6,,0.0,2.73,caique,Caíque,Caique de Jesus Gonçalves,,False,6,286,4,4.4,,Caíque,26.67,86.67,Mineirão,2025-07-20 16:00:00,,,334032,18,286,1,283,1753038000,26,True,True,0.0,1.0,11.0,8.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92182,0.950300000000003,15,6,,0.0,2.12,juninho,Juninho,José Carlos Ferreira Júnior,,False,5,285,3,4.2,,Juninho,40.0,33.33,Beira-Rio,2025-07-20 11:00:00,,,334033,10,354,14,285,1753020000,26,True,False,0.0,1.0,4.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86766,0.9452000000000031,15,6,,0.0,1.27,matheus-rossetto,Matheus Rossetto,Matheus Rossetto,,False,6,356,4,3.71,,M. Rossetto,80.0,0.0,Castelão (CE),2025-07-19 16:00:00,,,334037,4,265,19,356,1752951600,26,True,False,0.0,0.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94156,0.9433000000000042,15,6,,0.1,1.23,diego-pituca,Diego Pituca,Diego Cristiano Evaristo,,True,9,277,4,3.93,,D. Pituca,60.0,73.33,Maião,2025-07-19 18:30:00,,,334031,13,277,11,2305,1752960600,26,True,True,0.0,2.0,1.0,5.0,0.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98484,0.9391000000000019,15,5,,0.0,2.85,kanu,Kanu,Victor Hugo Soares dos Santos,,False,2,265,3,4.58,,Kanu,80.0,0.0,Castelão (CE),2025-07-19 16:00:00,,,334037,4,265,19,356,1752951600,26,True,True,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87470,0.9349899999999992,15,6,,0.0,2.37,thaciano,Thaciano,Thaciano Mickael da Silva,,False,10,277,4,5.32,,Thaciano,60.0,73.33,Maião,2025-07-19 18:30:00,,,334031,13,277,11,2305,1752960600,26,True,True,0.0,0.0,7.0,1.0,1.0,3.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109966,0.9296000000000038,15,6,,0.0,1.41,monsalve,Monsalve,Miguel Ángel Monsalve Gonzáles - González,,False,8,284,4,3.55,,Monsalve,46.67,40.0,São Januário,2025-07-19 17:30:00,,,334028,12,284,15,267,1752957000,26,True,True,1.0,2.0,3.0,9.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85930,0.9176000000000004,15,6,,0.1,3.23,aylon,Aylon,Aylon Darwin Tavella,,True,6,354,5,4.72,,Aylon,40.0,33.33,Beira-Rio,2025-07-20 11:00:00,,,334033,10,354,14,285,1753020000,26,True,True,0.0,0.0,4.0,9.0,1.0,3.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93236,0.9166999999999994,15,6,,0.0,3.22,rafael-ramos,Rafael Ramos,Rafael António Figueiredo Ramos,,False,7,354,2,4.89,,R. Ramos,40.0,33.33,Beira-Rio,2025-07-20 11:00:00,,,334033,10,354,14,285,1753020000,26,True,True,0.0,1.0,6.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
